F,I
1,1725.9375
2,1760.1875
3,1570.125
4,1435.8125
5,1283
6,1142.375
7,972.6875
8,843.1875
9,820.125
10,909.875
11,1015.5625
12,1163.625
13,1281.9375
14,1469.8125
15,1653.25
16,1726.8125
17,1674.625
18,1470.9375
19,1337.5625
20,1186.3125
21,1094.1875
22,890.0625
23,844.1875
24,915.1875
25,1064.4375
26,1206.6875
27,1462.9375
28,1724.8125
29,1745.0625
30,1882.25
31,1822.3125
32,1682.9375
33,1451.3125
34,1267.5
35,1134.25
36,986.3125
37,858.3125
38,817.9375
39,938.6875
40,1000.5625
41,1151.75
42,1276.8125
43,1484.5625
44,1634.5625
45,1844.4375
46,1786.375
47,1540
48,1347.25
49,1219.9375
50,1114.9375
51,961.125
52,912.375
53,913.5625
54,1032.5625
55,1130.5
56,1237.5625
57,1358.4375
58,1580.5
59,1682.9375
60,1794
61,1593.75
62,1389.875
63,1238.875
64,1112.8125
65,985.4375
66,840.6875
67,813.0625
68,856.0625
69,998.625
70,1180.75
71,1372.3125
72,1651.1875
73,1885.5
74,1832.9375
75,1809.25
76,1603.6875
77,1413.875
78,1271
79,1134.4375
80,980.1875
81,799.8125
82,790.9375
83,934.75
84,991.75
85,1147.3125
86,1300.375
87,1474.375
88,1654.3125
89,1718.5
90,1615.5
91,1459.9375
92,1367.75
93,1196.6875
94,1087.6875
95,879.75
96,827.0625
97,875.375
98,1044.4375
99,1182.3125
100,1336.3125
101,1634.6875
102,2186
103,2304.125
104,2257.375
105,1786.6875
106,1421.4375
107,1258.25
108,1183.125
109,970.5
110,851.0625
111,822.4375
112,942.75
113,1046.9375
114,1177.125
115,1337.5625
116,1516.875
117,1703.4375
118,1710.5625
119,1614.1875
120,1429
121,1291.6875
122,1154.75
123,1010.6875
124,806.875
125,807.1875
126,853.375
127,1015.5625
128,1191.0625
129,1377.6875
130,1751.625
131,2083.1875
132,2027.125
133,1987.375
134,1570.625
135,1406.9375
136,1260.0625
137,1166.5625
138,931.9375
139,856
140,850.3125
141,973.3125
142,1038.6875
143,1138.875
144,1349.6875
145,1489.6875
146,1706.5625
147,1703.375
148,1619.5625
149,1426.8125
150,1293.5
151,1152.1875
152,1033.875
153,818.9375
154,747.9375
155,903.875
156,983.8125
157,1233.25
158,1677.6875
159,1983.875
160,2328
161,2070.375
162,1900.6875
163,1608.1875
164,1416.5625
165,1279.6875
166,1132.75
167,928.75
168,803.3125
169,817.5625
170,935.5
171,1038.1875
172,1135
173,1309.75
174,1495.1875
175,1655.0625
176,1740.75
177,1607.6875
178,1412.4375
179,1373.1875
180,1162.875
181,1002.875
182,869
183,862.5625
184,990.125
185,1089.75
186,1329.75
187,1773.0625
188,2197.3125
189,2108.75
190,1946.75
191,1850.3125
192,1541
193,1399.125
194,1222.25
195,1082.125
196,850.0625
197,816.25
198,884.8125
199,969.9375
200,1100.5
201,1251.0625
202,1430.1875
203,1644.4375
204,1684.3125
205,1681.3125
206,1495.4375
207,1358.875
208,1218.9375
209,1088.75
210,946.3125
211,838.125
212,826
213,951.125
214,1057.4375
215,1170.8125
216,1334.875
217,1448.0625
218,1705.5
219,1705.375
220,1650.5625
221,1435.4375
222,1257.625
223,1147
224,1012
225,814.3125
226,801.125
227,915.4375
228,1055.8125
229,1217.8125
230,1434.1875
231,1752
232,1986.5
233,1891.6875
234,1798.6875
235,1556.125
236,1379.1875
237,1236.6875
238,1120.75
239,915.6875
240,810.9375
241,811.25
242,961.0625
243,1033.3125
244,1136
245,1291.4375
246,1455.4375
247,1668.375
248,1800.125
249,1808.875
250,1495.6875
251,1301.6875
252,1170.6875
253,1094
254,876.25
255,865.8125
256,950.6875
257,1058.1875
258,1205.8125
259,1540.25
260,2030.375
261,2255.0625
262,2020.625
263,1832.125
264,1595
265,1381.875
266,1210.0625
267,1088.25
268,925.875
269,838.1875
270,814.5625
271,949.625
272,1049.625
273,1166.875
274,1312.8125
275,1493.75
276,1626.875
277,1740.9375
278,1611.9375
279,1425.75
280,1235.6875
281,1117.3125
282,1019.5
283,846.75
284,840.5625
285,918.5625
286,1049.625
287,1233.4375
288,1456.75
289,1816.0625
290,2332.0625
291,2475.5
292,2215.25
293,1779.9375
294,1356.6875
295,1202.9375
296,1096.75
297,944.875
298,866.125
299,829.125
300,976.5625
301,1088.5625
302,1221.3125
303,1334.25
304,1540.4375
305,1666.5625
306,1718.125
307,1524.5
308,1379.1875
309,1256.8125
310,1092.8125
311,1043.9375
312,839.6875
313,805.8125
314,827.5
315,981.9375
316,1066.625
317,1243.6875
318,1399.8125
319,1666
320,1753.8125
321,1849.4375
322,1623.75
323,1434.375
324,1276.25
325,1194.9375
326,1073.9375
327,959.5
328,915.6875
329,1002.0625
330,1078.625
331,1183.1875
332,1368.4375
333,1495.875
334,1666
335,1754.5
336,1697.125
337,1407.375
338,1265.75
339,1141.375
340,1014.4375
341,846.375
342,821.5
343,880.25
344,976.6875
345,1084.0625
346,1240.875
347,1403.6875
348,1573.8125
349,1767.5625
350,1732.75
351,1551.625
352,1403.25
353,1217.625
354,1105.5625
355,906.25
356,820.625
357,839.6875
358,969.0625
359,1123.9375
360,1220.5
361,1357.25
362,1545.1875
363,1694.9375
364,1713.75
365,1561.375
366,1410.4375
367,1219.1875
368,1138.75
369,916.25
370,816.5
371,806.9375
372,1008.75
373,1198.5625
374,1361.0625
375,1624.4375
376,1815.8125
377,1787
378,1834.125
379,1666.5
380,1438.875
381,1271.8125
382,1121.6875
383,1000.6875
384,828.1875
385,835.1875
386,923.9375
387,999.875
388,1107.5
389,1248.1875
390,1465.125
391,1612.125
392,1741.6875
393,1632.5
394,1455.8125
395,1331.6875
396,1188.6875
397,1046.125
398,877.375
399,818.8125
400,826.9375
401,988.3125
402,1120.4375
403,1339.5625
404,1596.1875
405,2026.3125
406,2140.3125
407,1992.9375
408,1730.6875
409,1468.3125
410,1291.125
411,1185.6875
412,1049.4375
413,831.6875
414,825.125
415,858.125
416,995.25
417,1085
418,1256
419,1408.5
420,1590.5
421,1669.0625
422,1697
423,1482.3125
424,1333.4375
425,1185.875
426,1060.75
427,900.5625
428,830.0625
429,834.5625
430,971.3125
431,1051.5
432,1159.25
433,1334.125
434,1559.3125
435,1753.6875
436,1793.9375
437,1657.5625
438,1446.5
439,1276.25
440,1122.75
441,1011.125
442,852.5625
443,815.6875
444,898.25
445,996.125
446,1126.125
447,1269.625
448,1391.25
449,1580.9375
450,1678.5
451,1622.4375
452,1444.5625
453,1312.1875
454,1188.1875
455,1038.1875
456,837.3125
457,814.3125
458,877.375
459,1017.125
460,1162.125
461,1414.375
462,1744.0625
463,1948.625
464,1869.6875
465,1821
466,1649.4375
467,1410.8125
468,1229.5625
469,1094.5
470,947.375
