F,I
1,1355.1818
2,1353.8182
3,1398.7273
4,1418.9091
5,1400.0909
6,1387.2727
7,1381.6364
8,1400.3636
9,1373.3636
10,1395.2727
11,1370.3636
12,1409.7273
13,1364.4546
14,1380.0909
15,1375.7273
16,1350
17,1346.8182
18,1402.6364
19,1374.4546
20,1377.9091
21,1387.7273
22,1371.2727
23,1394.2727
24,1382.4546
25,1376.6364
26,1367.1818
27,1367.5454
28,1398.5454
29,1360.4546
30,1348.2727
31,1359.2727
32,1385.1818
33,1379.2727
34,1381.3636
35,1388.3636
36,1362.7273
37,1383.0909
38,1365.2727
39,1350.8182
40,1389.3636
41,1381.8182
42,1358.5454
43,1345.9091
44,1343.4546
45,1364.7273
46,1363.0909
47,1342
48,1395.0909
49,1374.6364
50,1362
51,1366.4546
52,1381.5454
53,1347.9091
54,1355.7273
55,1324.4546
56,1381.0909
57,1398.4546
58,1371
59,1367.9091
60,1376.9091
61,1404.7273
62,1406.4546
63,1391
64,1358.4546
65,1394
66,1383.1818
67,1365.8182
68,1351.1818
69,1330.0909
70,1382.7273
71,1255.5454
72,1129.2727
73,1211.3636
74,1387.2727
75,1551.8182
76,1675.7273
77,1910
78,2125.2727
79,2337.1819
80,2517.0908
81,2691.3635
82,2721.8181
83,2619
84,2339.1819
85,2053.5454
86,1825.0909
87,1739.6364
88,1693.9091
89,1639.0909
90,1611.4546
91,1604.9091
92,1582
93,1608.6364
94,1585.2727
95,1535.2727
96,1454.8182
97,1442
98,1426.7273
99,1473.9091
100,1422.6364
101,1462.2727
102,1461.2727
103,1455.5454
104,1453.1818
105,1482.1818
106,1466.5454
107,1441.5454
108,1390.3636
109,1391.6364
110,1431.1818
111,1451.7273
112,1452.0909
113,1422.8182
114,1447.0909
115,1426.6364
116,1459.4546
117,1442.0909
118,1409.5454
119,1456.6364
120,1417.5454
121,1381.4546
122,1424.8182
123,1411.2727
124,1453
125,1466.0909
126,1420.9091
127,1444.0909
128,1428.4546
129,1440.7273
130,1435.9091
131,1447.1818
132,1389.0909
133,1415.2727
134,1384.1818
135,1420.9091
136,1405.8182
137,1391.9091
138,1454
139,1438.0909
140,1423.4546
141,1446.8182
142,1443.4546
143,1412
144,1417.7273
145,1415.8182
146,1425.6364
147,1416.9091
148,1403.1818
149,1417.1818
150,1448.5454
151,1424.8182
152,1456.3636
153,1444.5454
154,1415.3636
155,1401
156,1370.5454
157,1442.9091
158,1402.6364
159,1401
160,1415.0909
161,1411.3636
162,1418
163,1410.8182
164,1414.0909
165,1418.8182
166,1379.1818
167,1392.4546
168,1404.2727
169,1423.8182
170,1415
171,1463.8182
172,1413.4546
173,1418.2727
174,1396
175,1421.7273
176,1409.2727
177,1392.1818
178,1409.5454
179,1412.1818
180,1352.9091
181,2193.2727
182,1335.4546
183,1339.9091
184,1358.1818
185,1404.3636
186,1414.4546
187,1364
188,1390.6364
189,1380
190,1360.3636
191,1396.4546
192,1371.2727
193,1347.0909
194,1380.5454
195,1381.8182
196,1367.8182
197,1372
198,1356.8182
199,1413.9091
200,1378.3636
201,1387.9091
202,1366.7273
203,1314.2727
204,1135.9091
205,1188.7273
206,1364.6364
207,1520.7273
208,1576.7273
209,1853.4546
210,2004.2727
211,2249.8181
212,2421.0908
213,2567
214,2677.9092
215,2614.8181
216,2484.6365
217,2256.0908
218,1998.0909
219,1846.1818
220,1684.5454
221,1654.9091
222,1614.3636
223,1568.8182
224,1557.6364
225,1562.1818
226,1499.2727
227,1468.7273
228,1520.8182
229,1482.4546
230,1459.9091
231,1484
232,1464.5454
233,1466.4546
234,1499.9091
235,1452.3636
236,1417.3636
237,1434.2727
238,1453.9091
239,1454.1818
240,1440.6364
241,1443.9091
242,1435.4546
243,1418.7273
244,1426.3636
245,1411.5454
246,1452.7273
247,1439.6364
248,1443.1818
249,1445.7273
250,1457.7273
251,1420.0909
