Frame,Intensity
195,770.45
196,753.55
197,885.9
198,954.95
199,1079.6
200,1121.55
201,1242.35
202,1303.45
203,1372.1
204,1244
205,890.3
206,754.15
207,780.8
208,905.4
209,1011.3
210,1089.95
211,1196.9
212,1303.9
213,1349.75
214,1381.4
215,1140.45
216,829.95
217,757.1
218,787.15
219,886.55
220,1008.7
221,1077.1
222,1205.2
223,1302.6
224,1334.25
225,1342.2
226,1139.85
227,803.25
228,765.9
229,826.55
230,949.25
231,1038.1
232,1132.6
233,1254.8
234,1325.15
235,1389.2
236,1274.95
237,952.5
238,779.95
239,781.5
240,890.85
241,990.45
242,1079.3
243,1221.1
244,1284.5
245,1331.05
246,1359.75
247,1149.95
248,836
249,777.7
250,831.05
251,951.05
252,1023.85
253,1127.2
254,1232
255,1308.35
256,1360.2
257,1300.5
258,999.2
259,788.4
260,800.75
261,883
262,1001.3
263,1087.15
264,1166.25
265,1284.2
266,1337.4
267,1345.8
268,1188.7
269,832.45
270,783.5
271,832.7
272,941.9
273,1050.3
274,1147.1
275,1226.25
276,1296.75
277,1350.75
278,1316.9
279,1019.25
280,806.6
281,817.95
282,907
283,1023.25
284,1089.25
285,1187.15
286,1280.45
287,1360.5
288,1370.7
289,1171.1
290,815.55
291,743.1
292,813.15
293,901.05
294,1031.3
295,1113.2
296,1223.6
297,1296.95
298,1311.4
299,1297.5
300,1026.05
301,758.75
302,687.25
303,779.85
304,885.4
305,990.6
306,1144.35
307,1201.2
308,1252.7
309,1303.75
310,1290.2
311,1123.95
312,952.75
313,907.65
314,897.45
315,878.45
316,836.1
317,830.9
318,823.1
319,831.3
320,812.25
321,800.55
322,763.1
323,677.3
324,696.5
325,764.1
326,905.65
327,1033.35
328,1176.05
329,1249.2
330,1356.4
331,1353.7
332,1206.3
333,811
334,773.4
335,827.85
336,962.9
337,1058.2
338,1136.25
339,1256
340,1311.05
341,1334.55
342,1210.05
343,902.8
344,722.2
345,732.8
346,859.2
347,953.3
348,1082.1
349,1155.95
350,1244.6
351,1326.8
352,1348.8
353,1186.6
354,848.35
355,720.95
356,729.65
357,908.45
358,980.5
359,1080.8
360,1218.75
361,1315.55
362,1313.95
363,1327.2
364,1146.6
365,830.5
366,762.35
367,824.55
368,966.5
369,1016.65
370,1127.3
371,1259.9
372,1324.1
373,1369.2
374,1344.3
375,1019.65
376,816.2
377,787.4
378,866.4
379,976.55
380,1085.35
381,1163.05
382,1248.2
383,1311.05
384,1359.25
385,1271.35
386,949.85
387,767.4
388,771.95
389,886.95
390,1002.8
391,1099.1
392,1178.55
393,1259.65
394,1319.05
395,1377.1
396,1202.7
397,860.35
398,741.9
399,803.55
400,899.05
401,1012.1
402,1086.05
403,1174.15
404,1293.25
405,1342.8
406,1360.75
407,1147.1
408,852.1
409,763.25
410,848.45
411,933.15
412,1047.25
413,1132.05
414,1213.75
415,1317
416,1377.6
417,1310.75
418,954.4
419,753.9
420,781.8
421,859
422,969.9
423,1069.8
424,1171.4
425,1258.05
426,1346.05
427,1403.4
428,1274.45
429,911.15
430,792.9
431,803.55
432,921.5
433,1044.05
434,1124.55
435,1235.05
436,1331.35
437,1379.5
438,1362.95
439,1128.65
440,818.7
441,780.45
442,830.55
443,967.2
444,1077.45
445,1160.8
446,1282.15
447,1357.75
448,1396
449,1304.15
450,972.95
451,772.15
452,788.85
453,864.1
454,1015.9
455,1107.95
456,1212.25
457,1342.25
458,1350.6
459,1383.9
460,1166.15
461,849.95
462,818.05
463,842.15
464,888.15
465,1055.6
466,1139.05
467,1242.5
468,1347.45
469,1398.55
470,1359.4
471,1053.7
472,831.45
473,793.3
474,879.2
475,938.4
476,1075.4
477,1182.6
478,1290.2
479,1346.25
480,1390.85
481,1257.75
482,876.35
483,759.25
484,803.4
485,901.5
486,1022.15
487,1094.95
488,1208.85
489,1298
490,1363.75
491,1385.45
492,1134.35
493,835.35
494,783.55
495,855.55
496,979.55
497,1091.3
498,1199.9
499,1280.25
500,1356.1
501,1404.15
502,1289.3
503,928
504,791.8
505,793.6
506,903.95
507,1004.6
508,1114.85
509,1189.8
510,1325.8
511,1352.4
512,1353.3
513,1180.9
514,836.6
515,735.4
516,785.5
517,914.7
518,1028.15
519,1163.7
520,1240.9
521,1318.15
522,1372.3
523,1350.15
524,1051.45
525,757.65
526,780.8
527,861.3
528,969.05
529,1058.75
530,1193.3
531,1252.25
532,1361.95
533,1390.35
534,1279.15
535,888.85
536,801.4
537,843.6
538,928.65
539,1056.4
540,1163.15
541,1232.8
542,1339.35
543,1381
544,1339.95
545,1035.65
546,775.9
547,775.2
548,848.7
549,969
550,1053.85
551,1180.2
552,1271.45
553,1326.6
554,1373.4
555,1244.4
556,891.5
557,784.2
558,799.05
559,922.85
560,1017.35
561,1115.9
562,1239.1
563,1328.15
564,1381.7
565,1367.75
566,1105.9
567,810.1
568,758
569,866.05
570,986.05
571,1085.55
572,1194.8
573,1303.2
574,1356.9
575,1348.8
576,1233.65
577,864.3
578,768.8
579,810.3
580,924.9
581,1026.7
582,1100.3
583,1214
584,1313.15
585,1368.85
586,1356.15
587,1087.05
588,811.65
589,776.9
590,843.75
591,981.4
592,1089.05
593,1168.8
594,1250.6
595,1386.7
596,1412.3
597,1292.25
598,901.9
599,777.75
600,825.3
601,916
602,1013.5
603,1145.8
604,1251.55
605,1312.4
606,1381.65
607,1358.95
608,1041.6
609,788.6
610,799.85
611,884.85
612,1005
613,1102.4
614,1172.3
615,1295.3
616,1352.95
617,1379.3
618,1255.25
619,866.3
620,757.4
621,798.6
622,940.8
623,1056.35
624,1168.9
625,1272.05
626,1359.55
627,1399.95
628,1331.3
629,1032.7
630,806.9
631,804.6
632,903.4
633,1004.35
634,1131.3
635,1237
636,1343.45
637,1409.4
638,1404.85
639,1227.4
640,874.6
641,776.55
642,843.1
643,938.45
644,1052.05
645,1161.5
646,1257.3
647,1372.5
648,1397.95
649,1313.5
650,981.7
651,780.1
652,789.35
653,904.9
654,1010.2
655,1113.35
656,1208.4
657,1312.65
658,1381.2
659,1371.6
660,1175.75
661,823.3
662,782.9
663,856.75
664,953.55
665,1081.45
666,1179.4
667,1280.75
668,1354.05
669,1402.1
670,1360.5
671,1004.8
672,767.55
673,776.05
674,846
675,1018.65
676,1139.1
677,1243.3
678,1338.8
679,1385.85
680,1393.65
681,1228.05
682,864.9
683,786.95
684,820.15
685,949.15
686,1064.65
687,1168.05
688,1274.1
689,1399.85
690,1418
691,1379.6
692,1002.95
693,809.35
694,802.8
695,890.1
696,1017.3
697,1112.75
698,1225.6
699,1348.8
700,1408.25
701,1397.85
702,1175.6
703,849.8
704,773.6
705,852.35
706,937.9
707,1079.65
708,1195.4
709,1267.7
710,1371.05
711,1409.15
712,1367.55
713,991.05
714,822
715,787.9
716,895.8
717,1001.05
718,1097.8
719,1206.85
720,1338.55
721,1402.3
722,1370.4
723,1132.2
724,829.85
725,787.65
726,865.3
727,971.5
728,1073.2
729,1146.7
730,1248.5
731,1370.55
732,1391.65
733,1301.75
734,990.85
735,792.15
736,809.1
737,889.4
738,1008.25
739,1069.1
740,1173.9
741,1276
742,1337.15
743,1360.15
744,1244.3
745,850.9
746,789.3
747,854.25
748,966.75
749,1101.45
750,1156.15
751,1294.75
752,1360.15
753,1401.3
754,1309.1
755,994.2
756,798.9
757,799.5
758,913.45
759,1009.7
760,1142.25
761,1267.05
762,1317.4
763,1392.2
764,1401.15
765,1169.1
766,846.05
767,761.85
768,836.45
769,970.55
770,1099
771,1204.55
772,1306.5
773,1382.6
774,1438.35
775,1304.6
776,917.45
777,783.9
778,763.2
779,905.35
780,1037.35
781,1116.4
782,1226.05
783,1355.45
784,1386.65
785,1384.4
786,1159.4
787,842.1
788,772.45
789,837.75
790,964.75
791,1089.5
792,1175.7
793,1285.25
794,1371.75
795,1385.5
796,1321
797,954.8
798,772.6
799,775.2
800,901.15
801,1046.45
802,1183.25
803,1250.3
804,1345.2
805,1403.3
806,1407
807,1109.95
808,809.85
809,806.4
810,867.7
811,973.45
812,1058.35
813,1208.45
814,1290.65
815,1388.9
816,1394.85
817,1290.7
818,898.5
819,801.85
820,828.35
821,958.3
822,1028.35
823,1120.4
824,1269.95
825,1344
826,1364.15
827,1369
828,1050.8
829,822.5
830,788.25
831,887.45
832,997
833,1081.55
834,1189.4
835,1304.5
836,1384.3
837,1389.25
838,1225.95
839,848.45
840,771.95
841,851.25
842,950.1
843,1048.85
844,1163.55
845,1242.25
846,1357
847,1370.85
848,1379.75
849,1127.5
850,833.9
851,754.75
852,797.15
853,919.45
854,1007.65
855,1110.25
856,1236.45
857,1333.7
858,1352.45
859,1362.85
860,1112.05
861,790.7
862,790.65
863,862.55
864,1006.7
865,1089.75
866,1162.1
867,1298.3
868,1368.6
869,1381.55
870,1282.35
871,944.05
872,790.25
873,817.75
874,934.65
875,1009.85
876,1110.5
877,1208.3
878,1325.1
879,1397.05
880,1394.75
881,1199.2
882,845.8
883,786.65
884,849.4
885,965.05
886,1060.95
887,1161.05
888,1266.2
889,1351.8
890,1404.5
891,1339.95
892,965.35
893,797.4
894,778.65
895,913.2
896,989.95
897,1099.05
898,1224.65
899,1324.2
900,1372.75
901,1363.55
902,1158.3
903,826.5
904,781.6
905,868.15
906,970.05
907,1065.75
908,1150
909,1272.35
910,1363
911,1411.35
912,1272.85
913,948.15
914,784.4
915,797.45
916,922.2
917,1028.55
918,1131.45
919,1250.35
920,1342.5
921,1428.15
922,1416.4
923,1180.3
924,830.55
925,779
926,857.65
927,986.75
928,1092.15
929,1176.05
930,1289.9
931,1398.3
932,1412.75
933,1370.7
934,969.3
935,797.7
936,786.15
937,874.5
938,1002.6
939,1119.8
940,1204.1
941,1323.2
942,1371.2
943,1418.65
944,1213.75
945,905.7
946,761.7
947,809.75
948,918.7
949,1038.35
950,1148.75
951,1252.65
952,1355.15
953,1404.85
954,1386.15
955,1092.9
956,810.95
957,765.7
958,853.4
959,992.1
960,1113.65
961,1213.8
962,1316.55
963,1390.5
964,1421.45
965,1266.45
966,901.55
967,803.5
968,813.95
969,902.65
970,991.6
971,1106.3
972,1228.4
973,1318.2
974,1389.7
975,1411.6
976,1154.1
977,829.1
978,787.45
979,859.3
980,987.55
981,1088.6
982,1203.4
983,1301.25
984,1398.85
985,1415.05
986,1323.85
987,926.6
988,806.9
989,807.95
990,912.65
991,1032.3
992,1137.55
993,1225.55
994,1332.75
995,1380.3
996,1397.45
997,1120.4
998,842.55
999,796.75
1000,860.1
1001,996.95
1002,1068.5
1003,1201.1
1004,1280.95
1005,1322.75
1006,1396.1
1007,1318
1008,899.4
1009,797.9
1010,810.7
1011,935.2
1012,1012.85
1013,1138.7
1014,1231.9
1015,1362.95
1016,1389
1017,1354.3
1018,1097
1019,835.85
1020,747.15
1021,788.45
1022,897.75
1023,1013.8
1024,1114.8
1025,1205.65
1026,1283.65
1027,1320.35
1028,1333.8
1029,1075.5
1030,802.45
1031,807.95
1032,863.95
1033,985.1
1034,1094.45
1035,1174.8
1036,1286.45
1037,1316.5
1038,1385.5
1039,1282.6
1040,951.65
1041,787.95
1042,807.05
1043,880.15
1044,976.9
1045,1099.6
1046,1175.2
1047,1274.85
1048,1340.95
1049,1356.9
1050,1196.2
1051,863.25
1052,764.35
1053,810.25
1054,923.35
1055,1054.4
1056,1152.05
1057,1264.55
1058,1317.85
1059,1394.35
1060,1362.7
1061,995.55
1062,779.2
1063,793.7
1064,897.2
1065,996.3
1066,1075.5
1067,1171.9
1068,1275.4
1069,1349.55
1070,1387.85
1071,1207.8
1072,870.6
1073,778.15
1074,836.4
1075,924.9
1076,1039.35
1077,1148.45
1078,1209.75
1079,1313.65
1080,1351.25
1081,1379.75
1082,1026
1083,786.85
1084,777.6
1085,886.45
1086,989.25
1087,1093.8
1088,1186.75
1089,1310.5
1090,1354.4
1091,1377.3
1092,1246.35
1093,902.2
1094,768.7
1095,803.1
1096,891.7
1097,996.75
1098,1094
1099,1234.55
1100,1297.15
1101,1349.4
1102,1360.05
1103,1127.75
1104,828.75
1105,805.65
1106,859.6
1107,952.2
1108,1062.5
1109,1175.6
1110,1243.5
1111,1309.6
1112,1397.35
1113,1289.8
1114,968
1115,793.85
1116,817.45
1117,915
1118,1022.6
1119,1120.6
1120,1230.3
1121,1309.35
1122,1350.2
1123,1375.75
1124,1110.9
1125,802.25
1126,793.65
1127,858.45
1128,961.1
1129,1069.25
1130,1171.05
1131,1268.8
1132,1355.2
1133,1383.9
1134,1271.95
1135,1045.2
1136,813.7
1137,768.1
1138,798.65
1139,916.1
1140,994.45
1141,1096.55
1142,1196.75
1143,1319.8
1144,1349.65
1145,1321.15
1146,1073
1147,808.65
1148,797.35
1149,892.25
1150,999.2
1151,1096.6
1152,1195.15
1153,1313.05
1154,1392.25
1155,1408
1156,1250.85
1157,964
1158,779.05
1159,752.3
1160,880.5
1161,990.05
1162,1082.55
1163,1188.45
1164,1282.45
1165,1370.35
1166,1374.85
1167,1273.25
1168,888.3
1169,746
1170,801
1171,931.85
1172,1061.25
1173,1162.65
1174,1265.75
1175,1378.95
1176,1393
1177,1365
1178,1072.1
1179,809.25
1180,781.15
1181,848.75
1182,970.25
1183,1121.25
1184,1206.75
1185,1297.45
1186,1374.45
1187,1435.4
1188,1266.4
1189,901.4
1190,790.85
1191,783
1192,939.55
1193,1029.05
1194,1169
1195,1238.4
1196,1349.45
1197,1366
1198,1402.7
1199,1100.05
1200,827.05
1201,764
1202,870.55
1203,943.1
1204,1095.7
1205,1186.2
1206,1300.25
1207,1382.45
1208,1413.15
1209,1322.1
1210,926.75
1211,769.25
1212,776.9
1213,896.7
1214,1022.65
1215,1116.7
1216,1218.75
1217,1307.25
1218,1390.5
1219,1396.6
1220,1145.05
1221,810.95
1222,766.55
1223,852.7
1224,977.3
1225,1098.45
1226,1185.15
1227,1289.1
1228,1389.1
1229,1390
1230,1306.4
1231,955.85
1232,799.75
1233,783.2
1234,895.8
1235,1008.5
1236,1104.95
1237,1183.3
1238,1285.65
1239,1335.25
1240,1364.8
1241,1198.7
1242,890.25
1243,772.1
1244,809.3
1245,924.4
1246,1023.45
1247,1139.95
1248,1205.1
1249,1326.95
1250,1390.15
1251,1381.55
1252,1084.2
1253,867
1254,765.3
1255,773.9
1256,866
1257,996.6
1258,1094.2
1259,1191.15
1260,1253.95
1261,1327
1262,1352.3
1263,1202.8
1264,822.55
1265,754.3
1266,799.15
1267,939.3
1268,1045.35
1269,1142.35
1270,1238.05
1271,1350.1
1272,1375.4
1273,1319.7
1274,971.7
1275,793.85
1276,799.15
1277,887.8
1278,1030.05
1279,1128.75
1280,1210
1281,1330.85
1282,1359.15
1283,1413.25
1284,1160.3
1285,827.5
1286,774.95
1287,836.7
1288,945.1
1289,1051.6
1290,1152.55
1291,1236
1292,1347.9
1293,1365.05
1294,1342.85
1295,961.1
1296,786
1297,802.05
1298,911.65
1299,1027.05
1300,1123.05
1301,1209.15
1302,1347.55
1303,1365.15
1304,1354
1305,1152.85
1306,825.65
1307,772.4
1308,829.95
1309,934.4
1310,1060.95
1311,1150.65
1312,1240.1
1313,1324.15
1314,1379.65
1315,1310.8
1316,952.8
1317,784.05
1318,809.9
1319,895.9
1320,1007.05
1321,1098.35
1322,1171.75
1323,1283.65
1324,1332.35
1325,1390.55
1326,1198.75
1327,883.75
1328,756.95
1329,770.1
1330,895.1
1331,985.65
1332,1065.9
1333,1175.25
1334,1295.15
1335,1322.55
1336,1331.05
1337,1152.4
1338,826.7
1339,789.65
1340,848.5
1341,939.75
1342,1052.05
1343,1135.6
1344,1263.55
1345,1342.9
1346,1365.1
1347,1341.05
1348,954.95
1349,775.3
1350,793.95
1351,894.85
1352,993.45
1353,1099.75
1354,1196.9
1355,1305.15
1356,1356.35
1357,1369.6
1358,1178.4
1359,863.25
1360,762
1361,782.85
1362,901
1363,998.35
1364,1100.35
1365,1217.7
1366,1307.3
1367,1320.45
1368,1342.8
1369,1125.4
1370,819.35
1371,796
1372,872.7
1373,968.05
1374,1071.4
1375,1168.6
1376,1274.55
1377,1361.05
1378,1382.3
1379,1280.35
1380,921.9
1381,776.85
1382,792.85
1383,917.35
1384,1012.85
1385,1101.55
1386,1202.25
1387,1313.35
1388,1345.55
1389,1333.35
1390,1099
1391,811
1392,770.8
1393,865.15
1394,972
1395,1067.6
1396,1161.35
1397,1259.6
1398,1346.55
1399,1404.45
1400,1274.65
1401,896.05
1402,773.4
1403,790.75
1404,914.65
1405,1013.9
1406,1106.25
1407,1221.9
1408,1313.85
1409,1362.35
1410,1393.55
1411,1095.15
1412,808.9
1413,781.6
1414,837.45
1415,965.3
1416,1074.5
1417,1163.6
1418,1277.85
1419,1358.2
1420,1342.35
1421,1296.2
1422,913.05
1423,787.4
1424,805.8
1425,920.8
1426,1026.9
1427,1117.55
1428,1214.6
1429,1316.1
1430,1349.95
1431,1336
1432,1093.15
1433,807.3
1434,768.05
1435,847.85
1436,938.15
1437,1076.5
1438,1143.1
1439,1235.8
1440,1354.85
1441,1371.3
1442,1324.85
1443,869.4
1444,769.85
1445,813.95
1446,929.65
1447,1018.95
1448,1123.3
1449,1238.1
1450,1338.35
1451,1388.8
1452,1340.8
1453,1131.2
1454,791.2
1455,758.35
1456,882.65
1457,972.15
1458,1082
1459,1203.15
1460,1293.5
1461,1368.75
1462,1371.25
1463,1273.35
1464,893.15
1465,765.8
1466,792.95
1467,898.4
1468,1022.3
1469,1124.9
1470,1214.85
1471,1324.85
1472,1367.25
1473,1392.55
1474,1153.3
1475,826.2
1476,790.95
1477,865.55
1478,976
1479,1068.05
1480,1203.1
1481,1305.8
1482,1372.2
1483,1394.05
1484,1297.2
1485,929.75
1486,807.05
1487,804
1488,912.25
1489,1051.5
1490,1116.5
1491,1220.65
1492,1299
1493,1368.3
1494,1379.85
1495,1106.55
1496,795.35
1497,804.65
1498,869.6
1499,983.9
1500,1056.45
1501,1183.5
1502,1268.55
1503,1318.9
1504,1369.95
1505,1292.15
1506,994.8
1507,795.6
1508,793.7
1509,888.75
1510,1011.1
1511,1075.4
1512,1182.15
1513,1297.65
1514,1357.55
1515,1344.5
1516,1211.3
1517,874.05
1518,772.65
1519,826.6
1520,936.25
1521,1041.25
1522,1141.35
1523,1246.1
1524,1333.55
1525,1366.75
1526,1349.95
1527,1025.05
1528,786.1
1529,789.25
1530,874.75
1531,989.15
1532,1081.55
1533,1194.35
1534,1282.8
1535,1349.05
1536,1389.25
1537,1235.6
1538,863.15
1539,770.35
1540,807.05
1541,931.1
1542,1039.35
1543,1130
1544,1237.7
1545,1314.35
1546,1339.9
1547,1314.45
1548,1048
1549,819.15
1550,773.3
1551,827.15
1552,948
1553,1044.6
1554,1143.7
1555,1255.85
1556,1319.45
1557,1368.3
1558,1326.7
1559,982.15
1560,797.7
1561,784
1562,894.5
1563,1003.75
1564,1067.65
1565,1185.8
1566,1300.1
1567,1352.45
1568,1350.45
1569,1222.55
1570,921.3
1571,778.4
1572,778.65
1573,874.8
1574,996.4
1575,1065.7
1576,1148.95
1577,1255.95
1578,1309.15
1579,1343.1
1580,1181.9
1581,865.15
1582,774.85
1583,815.3
1584,947.5
1585,1039.7
1586,1170.2
1587,1234.75
1588,1319.45
1589,1355.5
1590,1337.65
1591,989.25
1592,819.65
1593,796.7
1594,893.65
1595,984.4
1596,1117.3
1597,1187.85
1598,1290.25
1599,1349.15
1600,1366.85
1601,1180.2
1602,821.9
1603,764.7
1604,813.55
1605,941.6
1606,1043.9
1607,1132.25
1608,1265.65
1609,1310
1610,1347.7
1611,1341.55
1612,1016.6
1613,801.6
1614,798.25
1615,883.7
1616,989.8
1617,1087.65
1618,1184.4
1619,1278.45
1620,1329.5
1621,1380.75
1622,1217.9
1623,869
1624,784.4
1625,826.75
1626,933.2
1627,1046.2
1628,1154.05
1629,1254.1
1630,1317.7
1631,1396.4
1632,1323.4
1633,1037.05
1634,789.75
1635,788.75
1636,876.55
1637,989.15
1638,1072
1639,1164.85
1640,1269.7
1641,1350.1
1642,1362.2
1643,1218.95
1644,876.3
1645,779.75
1646,853.05
1647,951.7
1648,1059.45
1649,1157.35
1650,1250.55
1651,1357.45
1652,1383.45
1653,1361.35
1654,1040.75
1655,791.95
1656,804.5
1657,919.35
1658,1043.6
1659,1125.2
1660,1212.75
1661,1313.75
1662,1397.45
1663,1399.2
1664,1171.9
1665,838.4
1666,768.1
1667,828.15
1668,965.4
1669,1086.55
1670,1177.85
1671,1262.25
1672,1368.15
1673,1395.9
1674,1358.65
1675,980.9
1676,816.45
1677,792.95
1678,886.7
1679,992.7
1680,1106.7
1681,1219.05
1682,1329.1
1683,1400.45
1684,1387.25
1685,1203.35
1686,860.1
1687,797.7
1688,851.45
1689,960.2
1690,1061.1
1691,1161.95
1692,1248.8
1693,1347.4
1694,1368.1
1695,1302.2
1696,1000
1697,779.9
1698,784.35
1699,877.75
1700,985.95
1701,1109.05
1702,1208.25
1703,1298.15
1704,1358.7
1705,1394.15
1706,1238.15
1707,882.8
1708,795.4
1709,828.95
1710,923.85
1711,1040.8
1712,1150.6
1713,1264.55
1714,1326.4
1715,1335.1
1716,1330.75
1717,1057.4
1718,786.9
1719,788
1720,878.1
1721,970.6
1722,1101.6
1723,1190.65
1724,1305.45
1725,1380.3
1726,1386.95
1727,1299.35
1728,865.55
1729,756.95
1730,803.05
1731,935.9
1732,1041.2
1733,1147.4
1734,1245.05
1735,1358.1
1736,1398
1737,1367.75
1738,1071.35
1739,788.35
1740,764.85
1741,893.4
1742,977.55
1743,1101.5
1744,1202.45
1745,1290
1746,1382.25
1747,1427.15
1748,1287
1749,916.2
1750,784.6
1751,802.1
1752,940.65
1753,1063.3
1754,1171.8
1755,1240.25
1756,1360.8
1757,1397.15
1758,1381
1759,1156.55
1760,822.2
1761,768.45
1762,807.45
1763,945.2
1764,1062.9
1765,1158.75
1766,1242.3
1767,1366.6
1768,1389.75
1769,1359.9
1770,1008.15
1771,803.5
1772,796.25
1773,876.1
1774,998.1
1775,1131.2
1776,1216.75
1777,1326.75
1778,1389.75
1779,1405.55
1780,1221.8
1781,829.55
1782,781.55
1783,824.75
1784,936.9
1785,1085.7
1786,1198.4
1787,1278.9
1788,1383.7
1789,1425.15
1790,1330.05
1791,962.15
1792,793.7
1793,771
1794,875.4
1795,981.5
1796,1111.1
1797,1199.65
1798,1309.95
1799,1382.85
1800,1386.1
1801,1194.45
1802,833.85
1803,759.4
1804,810.95
1805,971.35
1806,1075.5
1807,1192.75
1808,1279.5
1809,1379.2
1810,1412.65
1811,1333.6
1812,968.6
1813,767.8
1814,760.3
1815,838.35
1816,981.8
1817,1116.3
1818,1233.15
1819,1334.25
1820,1381
1821,1421.3
1822,1236.9
1823,874.7
1824,760.7
1825,767.4
1826,905.45
1827,1024.2
1828,1123.75
1829,1263.6
1830,1330.55
1831,1401.95
1832,1398.4
1833,1099.9
1834,814.8
1835,780.7
1836,879.5
1837,983.2
1838,1077.65
1839,1191.65
1840,1303.45
1841,1403.95
1842,1412.35
1843,1283.85
1844,861.85
1845,767.25
1846,820.4
1847,922.25
1848,1043.55
1849,1181.55
1850,1250.7
1851,1397.55
1852,1395.65
1853,1378.4
1854,1055.3
1855,805.75
1856,780.95
1857,864.8
1858,988.4
1859,1101.1
1860,1203.2
1861,1314.35
1862,1395.55
1863,1409.45
1864,1257.75
1865,880.7
1866,801.7
1867,806.2
1868,926.75
1869,1028.1
1870,1159.4
1871,1231.55
1872,1323.9
1873,1395.6
1874,1390.05
1875,1119.75
1876,826.1
1877,782.1
1878,835.7
1879,971.65
1880,1067.7
1881,1193.05
1882,1275.9
1883,1340.9
1884,1419
1885,1304.35
1886,950.9
1887,803.85
1888,816
1889,917
1890,1023.45
1891,1131.35
1892,1216.8
1893,1306.15
1894,1377.75
1895,1344.15
1896,1087.95
1897,847.45
1898,798.45
1899,877.55
1900,985.45
1901,1122.95
1902,1181.9
1903,1304.05
1904,1390.9
1905,1412.9
1906,1280.3
1907,904.1
1908,768.9
1909,776.35
1910,902.9
1911,1044.3
1912,1149
1913,1254.8
1914,1315.65
1915,1373.75
1916,1409
1917,1146.55
1918,860.35
1919,750.8
1920,810.5
1921,932.75
1922,1067.4
1923,1169.95
1924,1255
1925,1352.5
1926,1403.05
1927,1372.65
1928,1054.2
1929,820.5
1930,776.15
1931,906.2
1932,1010.6
1933,1148.85
1934,1221.7
1935,1351.2
1936,1405.85
1937,1414.3
1938,1202.75
1939,845.6
1940,807.4
1941,821.6
1942,953.8
1943,1075.05
1944,1157.65
1945,1274.25
1946,1364.8
1947,1415.55
1948,1366.8
1949,1004.2
1950,803.65
1951,788.45
1952,902.8
1953,1022.1
1954,1115.8
1955,1246.45
1956,1330.25
1957,1375.45
1958,1375.55
1959,1153.35
1960,822.3
1961,780.65
1962,855.4
1963,949.45
1964,1051.65
1965,1179.15
1966,1229.85
1967,1360.9
1968,1379.05
1969,1313.4
1970,961.95
1971,788.2
1972,785.3
1973,879.9
1974,1013.05
1975,1116.2
1976,1187.15
1977,1311.65
1978,1396.95
1979,1383.1
1980,1188.5
1981,812.65
1982,780
1983,821.7
1984,932.4
1985,1081.7
1986,1175.3
1987,1276.2
1988,1326.15
1989,1363.55
1990,1309.8
1991,984.9
1992,790.45
1993,811.7
1994,892.95
1995,1024.5
1996,1102.15
