F,I
1,957.75
2,1240.375
3,1569
4,1722.625
5,1896
6,2093.25
7,1878
8,1721
9,1596.75
10,1397.625
11,1218.125
12,1063.25
13,852.375
14,779.625
15,762.125
16,918.75
17,1255.75
18,1494.5
19,1835.375
20,1981.125
21,2065.75
22,1941.5
23,1781.25
24,1579.75
25,1369
26,1212.25
27,1093.125
28,865
29,755.375
30,715.625
31,820.75
32,1146.375
33,1487.25
34,1682
35,1987.375
36,2159.25
37,2058.75
38,1761.25
39,1564.75
40,1399.5
41,1157
42,1038.625
43,832.5
44,775.25
45,768.25
46,950.375
47,1212.375
48,1541.375
49,1716.25
50,1814.875
51,2097.875
52,1980.625
53,1726
54,1541.375
55,1319.5
56,1184.875
57,1065
58,786.625
59,732.5
60,800.5
61,975.5
62,1256
63,1564.125
64,1785.25
65,2027.75
66,1910.875
67,1774.5
68,1652.875
69,1555.125
70,1348.375
71,1157.875
72,1022.75
73,834.25
74,742.125
75,765.125
76,1002
77,1280.25
78,1651.125
79,1843.75
80,2088.875
81,2024.75
82,1837
83,1686.375
84,1577.5
85,1310
86,1108
87,1000.5
88,816
89,728
90,751.125
91,965
92,1233.5
93,1616.75
94,1848.75
95,1926.5
96,1923.125
97,1701.625
98,1580.125
99,1516.875
100,1300.125
101,1129.25
102,958.25
103,793.875
104,738.375
105,800.375
106,947.75
107,1260.875
108,1616.625
109,1820
110,1880.75
111,1869.875
112,1760
113,1631.375
114,1497.25
115,1290.75
116,1121.5
117,971.625
118,793.5
119,720.875
120,804
121,1115.125
122,1396.25
123,1648.25
124,1847.375
125,1927.5
126,1833.625
127,1770.5
128,1611
129,1403.125
130,1248.625
131,1122.625
132,864.625
133,804.75
134,736.125
135,850.375
136,1159.375
137,1494.5
138,1794
139,1921.375
140,1992.125
141,1867
142,1723.625
143,1580.875
144,1420.75
145,1170.75
146,1094.875
147,846.25
148,759.75
149,731
150,919.75
151,1180.875
152,1506.125
153,1790.25
154,1908.625
155,1937.75
156,1796.625
157,1741
158,1515.25
159,1359.625
160,1215.375
161,1024.375
162,774.875
163,750.75
164,752.625
165,995
166,1349.25
167,1703.5
168,1885.875
169,1966.625
170,1990
171,1794.5
172,1707.875
173,1502
174,1334.25
175,1142.375
176,988.875
177,821.125
178,771.875
179,768.125
180,1086
181,1318.5
182,1626.25
183,1867.875
184,2101
185,2039.875
186,1805.375
187,1699.625
188,1515.75
189,1337.125
190,1127.375
191,913
192,798.875
193,723.75
194,823.5
195,1191.125
196,1425.125
197,1744.875
198,2029.25
199,2126.625
200,1940.375
201,1778
202,1609
203,1451.625
204,1263.375
205,1118.125
206,913.125
207,780.625
208,759.25
209,850.75
210,1217.125
211,1503.5
212,1713.75
213,2057.625
214,2124.25
215,2016.375
216,1789
217,1680.625
218,1417.625
219,1244.375
220,1069.125
221,851.125
222,783.125
223,764.75
224,921.375
225,1251.125
226,1523.875
227,1747.75
228,1883.25
229,2040.625
230,1799.375
231,1629.875
232,1538.875
233,1353.625
234,1282.125
235,1063.125
236,855.875
237,783
238,760.375
239,955.125
240,1221
241,1490.5
242,1768.625
243,1943.375
244,1916.25
245,1816.75
246,1677
247,1525.5
248,1344.25
249,1205.125
250,1031.75
251,927.875
252,713.375
253,744.375
254,798.5
255,1025.5
256,1322
257,1602.5
258,1801.625
259,1947.625
260,1898.25
261,1764
262,1634.25
263,1507.375
264,1299.875
265,1114.375
266,984.375
267,765
268,698.625
269,825.375
270,1137.75
271,1453.75
272,1712.875
273,1883.5
274,2005.25
275,1844.125
276,1711.375
277,1628
278,1442.125
279,1292.125
280,1085.25
281,881.375
282,752.625
283,759.875
284,897.375
285,1227.75
286,1510.625
287,1730.625
288,1908.75
289,2191.75
290,1964.75
291,1773.75
292,1668.75
293,1400.75
294,1272.625
295,1054.375
296,844.625
297,758.5
298,763.75
299,1051
300,1402.5
301,1556
302,1879.625
303,2054.375
304,2178.875
305,1944.5
306,1881.375
307,1633.625
308,1364.125
309,1105.875
310,916.75
311,790.625
312,744.875
313,855.5
314,1076.375
315,1458.75
316,1752.625
317,1942.625
318,2019.5
319,1887.875
320,1748.125
321,1601.125
322,1431.625
323,1288.125
324,1124.375
325,899.875
326,783.875
327,725.625
328,937.375
329,1197.625
330,1523.375
331,1822.375
332,1992.75
333,2083.75
334,2013.625
335,1868.5
336,1750.875
337,1603.75
338,1359.125
339,1133
340,887.125
341,770.125
342,759.75
343,955.75
344,1296.625
345,1595.25
346,1840.375
347,1976
348,2012.625
349,1864.75
350,1730.375
351,1571.5
352,1365.125
353,1245.75
354,1011.125
355,843.875
356,753.375
357,788.875
358,970.125
359,1246.375
360,1653.5
361,1942.375
362,2083.375
363,2114.625
364,1901.625
365,1821.125
366,1727.5
367,1351.125
368,1182.875
369,1012.75
370,787.75
371,744.5
372,779.375
373,1016.5
374,1344.125
375,1593.125
376,1894.5
377,1950.125
378,2002.125
379,1727
380,1677.125
381,1491.5
382,1258.625
383,1209.375
384,955.375
385,790.5
386,761.5
387,895.75
388,1102.375
389,1449.25
390,1706.5
391,1908.375
392,2010.75
393,1968.125
394,1783.75
395,1663.5
396,1540.125
397,1241.375
398,1158.75
399,900.125
400,805.25
401,750.375
402,896.25
403,1153.875
404,1561.625
405,1863.375
406,2167.375
407,2116.625
408,2012.5
409,1789.875
410,1642.625
411,1532.25
412,1352.375
413,1083.25
414,818
415,778.75
416,775
417,1050.75
418,1245.125
419,1606.25
420,1946.75
421,2092
422,2049
423,1897.25
424,1768.625
425,1573.375
426,1387.625
427,1189.25
428,1014.125
429,811.875
430,786.625
431,817.875
432,1147.875
433,1453.875
434,1727.125
435,1941.125
436,1980.25
437,2025.25
438,1904.125
439,1802.125
440,1653.125
441,1431.75
442,1173.25
443,983.5
444,798.125
445,766
446,829.875
447,1137.25
448,1366.875
449,1768.5
450,1937.5
451,2026.375
452,1869.875
453,1761.75
454,1640.75
455,1426.875
456,1291
457,1161
458,928.5
459,787.25
460,779
461,896.125
462,1174.625
463,1573.875
464,1956.875
465,2003.125
466,2075.625
467,2011.125
468,1778.375
469,1652.5
470,1435.375
471,1292.625
472,1085.375
473,865.75
474,801.25
475,786.625
476,991
477,1361.25
478,1628.875
479,1872.25
480,2017.75
481,2067.75
482,1824.5
483,1709.375
484,1533.125
485,1363.125
486,1245.5
487,1037.625
488,881.375
489,714.25
490,754.125
491,909.5
492,1295.25
493,1615.5
494,1835.5
495,2109.125
496,2234.25
497,2026.75
498,1965.75
499,1771.25
500,1498.75
501,1249.25
502,1126.25
503,867.25
504,796.125
505,755
506,978.25
507,1337.125
508,1614.25
509,1841
510,2008.625
511,1973
512,1850.875
513,1747.125
514,1462.625
515,1340.125
516,1166
517,1077.625
518,838.375
519,749.25
520,759.25
521,949.25
522,1324.375
523,1625
524,1860.375
525,1979.875
526,2191.75
527,1987.25
528,1927.125
529,1682.875
530,1509.5
531,1262.375
532,1089.5
533,863.875
534,750.625
535,796.375
536,1019.625
537,1355.25
538,1704.125
539,1962.5
540,2056.5
541,2020.125
542,1830.75
543,1727.5
544,1530.875
545,1369.25
546,1215.875
547,961.75
548,800.375
549,736.625
550,895
551,1184.625
552,1532.5
553,1949.5
554,2091.5
555,2186.625
556,2137
557,1874.5
558,1948.125
559,1657.625
560,1400.125
561,1172.125
562,944.875
563,801.375
564,787.875
565,984
566,1248.75
567,1615.125
568,1911.625
569,2131.5
570,2089.75
571,1980.125
572,1721.625
573,1558.625
574,1343.375
575,1223.375
576,1033.125
577,872.375
578,787
579,770.375
580,866.875
581,1167.75
582,1500.625
583,1825.75
584,1950.375
585,1996.375
586,1953.75
587,1713.125
588,1646
589,1389.5
590,1290.375
591,1134
592,1039.125
593,835.25
594,799.125
595,824.375
596,1053.375
597,1369.625
598,1763.75
599,1893.875
600,2038.875
601,1951.25
602,1822.375
603,1628.625
604,1425.5
605,1266.625
606,1098
607,978.875
608,816.625
609,773.625
610,880.875
611,1132.625
612,1440.625
613,1855.625
614,2049.125
615,2077.75
616,2015
617,1776.125
618,1671.875
619,1437.125
620,1331.75
621,1189.25
622,990.875
623,806.25
624,768.75
625,870.25
626,1128.5
627,1490.75
628,1781.5
629,1897.875
630,2067.5
631,1877.375
632,1778
633,1756.625
634,1475.75
635,1311.875
636,1131.5
637,937.25
638,794.75
639,754.75
640,933.25
641,1322.5
642,1589.75
643,1909.5
644,1943.375
645,2012.25
646,1834.125
647,1959.125
648,1742.25
649,1502.125
650,1350
651,1083.75
652,866.75
653,782.75
