Frame,Intensity
1,765.2381
2,889
3,1067.0952
4,1190.9048
5,1327.4286
6,1448.9048
7,1635.4762
8,1667
9,1486.8572
10,971.9524
11,786.7619
12,754.5238
13,865.7143
14,1017.8095
15,1204.0952
16,1333.762
17,1411.4286
18,1559.1904
19,1688.2858
20,1568.2858
21,967.5714
22,793.8571
23,801.5238
24,879.4286
25,1070.762
26,1222.2858
27,1339.381
28,1419.762
29,1528.8572
30,1673.0952
31,1480.0952
32,997.4762
33,813.0476
34,776.8571
35,905.4286
36,1045.4762
37,1231.762
38,1351.6666
39,1442.0476
40,1624.4286
41,1733.381
42,1481.9048
43,975.7619
44,786.619
45,792
46,894.0952
47,1125.381
48,1265.4286
49,1369.3334
50,1485.5714
51,1621.8572
52,1723.2858
53,1501.238
54,991.4286
55,785.8571
56,757
57,892.2857
58,1127.1904
59,1253.5238
60,1349.0476
61,1479.2858
62,1634.238
63,1681.381
64,1453.8572
65,937.5238
66,783.0952
67,774.8095
68,909.1905
69,1118.1904
70,1266.238
71,1366.9524
72,1480.8096
73,1652.762
74,1645.238
75,1430.9524
76,982.1429
77,790.7143
78,753.4762
79,894.3333
80,1097.238
81,1265.3334
82,1363.4762
83,1461.6666
84,1637.5714
85,1625.9524
86,1422.7142
87,973.5714
88,799.5714
89,778.5714
90,939.6667
91,1119.1428
92,1280.9524
93,1358.5714
94,1478.1904
95,1623.0476
96,1667.1904
97,1344.9524
98,914.3333
99,763.0476
100,785.6667
101,926.5238
102,1119.5238
103,1290.7142
104,1380.238
105,1496.3334
106,1661.8096
107,1643.3334
108,1314.8572
109,901.7143
110,792.8571
111,805.8095
112,947.4286
113,1143.4762
114,1247.0476
115,1372.0476
116,1496.381
117,1626.5714
118,1671.8096
119,1291.8096
120,858.381
121,761.619
122,792.8571
123,954.0476
124,1181.4286
125,1256.8572
126,1375.8572
127,1493.9524
128,1639.6666
129,1658.9524
130,1286.5238
131,887.619
132,751.4286
133,798.1905
134,960.0952
135,1120.762
136,1235.5238
137,1397.0952
138,1524
139,1656.8572
140,1690.3334
141,1278.2858
142,916.8571
143,770
144,793.5714
145,981.0476
146,1144.4286
147,1277.619
148,1355.4762
149,1491.1428
150,1639.5714
151,1708.8096
152,1235.5238
153,873.619
154,767.619
155,819.2857
156,1014.0952
157,1171.619
158,1268.6666
159,1411.2858
160,1523.6666
161,1670.0476
162,1688.4286
163,1123.8096
164,842.9524
165,767.4286
166,810.381
167,1007.7143
168,1166.8096
169,1322.0952
170,1418.5238
171,1540.762
172,1672.5238
173,1633.8572
174,1140.4762
175,825.8571
176,777.619
177,804.3333
178,1031.4286
179,1161.7142
180,1318.5714
181,1387.5238
182,1535.238
183,1694.0952
184,1627
185,1088
186,848.3333
187,783.2857
188,839.1905
189,1016.2381
190,1208.8572
191,1309.9048
192,1430.5714
193,1573.8096
194,1752.7142
195,1590.9048
196,1099.619
