F,I
1,822.25
2,792.5
3,734.5
4,608.375
5,565.25
6,581.375
7,718.125
8,780.875
9,802.25
10,825.125
11,851
12,838.625
13,794.25
14,780
15,691.25
16,555.875
17,560
18,628.625
19,699.125
20,836.125
21,824
22,847.5
23,839.75
24,815
25,810.375
26,714.625
27,587.625
28,548.375
29,577.25
30,707.375
31,786.125
32,838.625
33,823
34,850.875
35,801.5
36,821
37,783.25
38,636.875
39,569.25
40,588.5
41,618.75
42,741.25
43,789.25
44,835.375
45,830.625
46,845.125
47,822
48,802.625
49,719.5
50,598.375
51,566.125
52,576.125
53,682.375
54,769
55,801.125
56,853.625
57,865.375
58,841
59,786.125
60,762.625
61,632.875
62,566.75
63,565.875
64,644.125
65,742
66,823.375
67,818.125
68,854.375
69,850.5
70,823
71,801.875
72,679.875
73,576.875
74,545.125
75,585.875
76,663.25
77,774.5
78,816.5
79,823.375
80,836.125
81,824
82,766.625
83,757.5
84,624
85,559.25
86,565.25
87,637.375
88,719.875
89,779.875
90,826.375
91,846.375
92,827.375
93,798.25
94,782
95,708.25
96,566.25
97,558.875
98,577.875
99,653.5
100,770.875
101,787.25
102,811.5
103,836.375
104,813.75
105,803.375
106,798.5
107,619.75
108,574
109,559
110,632.125
111,719.125
112,803.125
113,821.125
114,836.125
115,836.875
116,760.5
117,791.25
118,693.375
119,572.75
120,548.75
121,579.375
122,677.875
123,748.5
124,818.125
125,811.75
126,812.75
127,795
128,813.5
129,744.125
130,638.625
131,555.875
132,561
133,618.625
134,720.625
135,793
136,821.375
137,817
138,817.125
139,790.125
140,806.5
141,712.25
142,554.5
143,555.375
144,569.375
145,675
146,737.875
147,807.75
148,815.625
149,828.5
150,795.875
151,791.75
152,754.25
153,633.75
154,575.375
155,560.5
156,642.375
157,726.5
158,760.75
159,767.75
160,822.75
161,810.625
162,788
163,772.25
164,712.25
165,570.375
166,537.5
167,559.125
168,637.625
169,743.75
170,806.875
171,809.125
172,818.375
173,829.75
174,768.875
175,790.875
176,653.75
177,556.375
178,538.625
179,623.25
180,685.625
181,776.875
182,777.75
183,799.625
184,796
185,808.125
186,777.375
187,717.375
188,607.875
189,540.25
190,534.375
191,624.875
192,713.5
193,782.25
194,801
195,821.125
196,825
197,805
198,789.375
199,697.625
200,568.5
201,554
202,612.5
203,671.125
204,791
205,848.625
206,843.625
207,829.25
208,811
209,785.375
210,761.875
211,619.125
212,563.875
213,552.625
214,624.875
215,756.125
216,787.5
217,849.25
218,851.5
219,811
220,812.875
221,786.25
222,713.375
223,556.875
224,564.25
225,586
226,699.25
227,779.5
228,831.125
229,811.375
230,855.875
231,841.375
232,816.875
233,752.375
234,625.75
235,553
236,594.125
237,638.875
238,717.25
239,798.25
240,791.25
241,842.625
242,826
243,806.75
244,807.75
245,706.875
246,569.5
247,572.5
248,597.75
249,739.25
250,786.375
251,801.375
252,817.125
253,811.75
254,823.25
255,797.125
256,755.875
257,604.75
258,549
259,592.625
260,663.125
261,735.625
262,800.75
263,837
264,861.75
265,805.25
266,797.25
267,767.75
268,692.875
269,550.5
270,576.875
271,623.875
272,716.75
273,785.125
274,866
275,837.125
276,827.625
277,790
278,801.75
279,780.25
280,627.375
281,546
282,587.375
283,662.5
284,749.375
285,790.625
286,819.75
287,834.25
288,828.875
289,797.75
290,805.25
291,666.25
292,578.375
293,564.25
294,581.875
295,702
296,766.75
297,828
298,849.375
299,839.875
300,828.75
301,842.375
302,778.625
303,628.125
304,573.75
305,600.375
306,639.875
307,753.5
308,821.25
309,850.125
310,811.25
311,862.25
312,813.25
313,793.75
314,702.5
315,578.5
316,563.125
317,582.25
318,698.5
319,769.125
320,811.125
321,842.25
322,804.25
323,852
324,819.375
325,782.75
326,630.625
327,552
328,569
329,675.25
330,733.125
331,799.75
332,825.375
333,861
334,841.5
335,822.75
336,807.25
337,660.25
338,576.625
339,546.125
340,611.5
341,696.625
342,787.625
343,818
344,844.875
345,802.125
346,820
347,804.75
348,782.75
349,604.25
350,544.5
351,572.5
352,665.75
353,749.5
354,795
355,806
356,799.875
357,835
358,800.5
359,796.625
360,690.25
361,569.625
362,552.25
363,582.25
364,701.5
365,786.625
366,829.375
367,845.25
368,825.25
369,826
370,795.75
371,790.875
372,620.625
373,546
374,553.375
375,660.125
376,742.375
377,748.625
378,823.25
379,846.875
380,817.5
381,825.875
382,787.375
383,677
384,569.5
385,569.875
386,606.375
387,711.375
388,750.375
389,824.5
390,843
391,810.875
392,805.875
393,811.875
394,755.375
395,635.125
396,551.75
397,587.25
398,638.625
399,747.625
400,796.75
401,814
402,850.25
403,828.75
404,845.625
405,801.125
406,719.25
407,590.375
408,570.25
409,573.125
410,691.5
411,752.125
412,807.5
413,801.75
414,846.125
415,822.25
416,785.75
417,797.125
418,599
419,555.125
420,538.875
421,627.875
422,739.75
423,750.5
424,829.125
425,828.75
426,817
427,798.375
428,793.875
429,751.625
430,574.75
431,531.75
432,615.75
433,687.875
434,759
435,807.75
436,856.25
437,825
438,814.5
439,793.75
440,795.875
441,723.625
442,588.25
443,550.375
444,552
445,666.625
446,756.625
447,781.375
448,831.25
449,816.375
450,821.875
451,785.5
452,782.625
453,665.25
454,566.25
455,566.125
456,611.5
457,725
458,780.125
459,796.875
460,831.125
461,854.5
462,808.5
463,803.75
464,739.25
465,588.125
466,574
467,587.625
468,669.625
469,771.25
470,799
471,818.625
472,805.375
473,776.5
474,800.875
475,799.25
476,637
477,553.875
478,558.625
479,625
480,728.625
481,775.5
482,860.875
483,814.75
484,843.375
485,815.375
486,798.875
487,740.625
488,575.75
489,559.5
490,590.75
491,652.5
492,738.625
493,794.5
494,807
495,837.125
496,825.875
497,787.375
498,747.5
499,616
500,564.75
501,548.375
502,619
503,697.625
504,768.125
505,812.625
506,811.375
507,797.25
508,817.75
509,800
510,740.625
511,572
512,573
513,575.75
514,658.625
515,753.875
516,808
517,792.75
518,829.625
519,806.375
