Frame,Mean
0,1172.0476
1,1361.762
2,1489.4286
3,1658.9524
4,1832.0476
5,1847.238
6,1804.4286
7,1584.5714
8,1417.7142
9,1359.8096
10,1244.8096
11,1093.4286
12,1004.619
13,992.0952
14,1079.1904
15,1228.1428
16,1427.238
17,1545.381
18,1717.5238
19,1837
20,1797.1904
21,1637.0476
22,1467.5714
23,1357.2858
24,1264.0952
25,1219.9048
26,1025.762
27,951
28,960.1429
29,1119.9048
30,1245.1904
31,1398.1904
32,1577.7142
33,1718
34,1878.9524
35,1837.7142
36,1678.9524
37,1507.381
38,1375.8096
39,1365.7142
40,1248.8096
41,1154.8572
42,1093.619
43,955.8571
44,934.0952
45,982.381
46,1153.9524
47,1304.2858
48,1444.0952
49,1612.3334
50,1747.1428
51,1870.3334
52,1801.8572
53,1670.0952
54,1457.1904
55,1371
56,1306.762
57,1227.0476
58,1095.1904
59,970.6667
60,956.5714
61,1020.5238
62,1146.4762
63,1308.9524
64,1453.9524
65,1636.8572
66,1770.4762
67,1847.0952
68,1804.9048
69,1598
70,1479.619
71,1388.3334
72,1332.7142
73,1240.381
74,1161.762
75,1043.4762
76,917.5238
77,933.4286
78,1094.381
79,1229.762
80,1408.4286
81,1545.762
82,1736.4286
83,1817.4286
84,1816.5238
85,1672.5238
86,1510.619
87,1383.2858
88,1324.0952
89,1242
90,1161.2858
91,1001
92,926.5238
93,961.381
94,1116
95,1249.2858
96,1407.6666
97,1533.8572
98,1719.4762
99,1838.0952
100,1787.238
101,1658.4286
102,1479.1428
103,1398.4762
104,1302.3334
105,1261.8096
106,1186.762
107,1029.5238
108,961.4286
109,975.4762
110,1107.3334
111,1234.9524
112,1391.5238
113,1557.8572
114,1669.762
115,1796.1428
116,1767.9524
117,1761.2858
118,1488.6666
119,1391
120,1305.1904
121,1260.7142
122,1104.381
123,994.7143
124,988.9048
125,1052.7142
126,1193.619
127,1343.4286
128,1483.2858
129,1629.4286
130,1770.6666
131,1837.2858
132,1785.0476
133,1566.0952
134,1433.3334
135,1344.3334
136,1319.7142
137,1120.762
138,1006.2857
139,936.6667
140,1060.4762
141,1186.6666
142,1348.5714
143,1469.8572
144,1632.0952
145,1794.619
146,1787.4286
147,1762.7142
148,1575.1428
149,1432.8096
150,1349.619
151,1264.5714
152,1198.238
153,1130.5714
154,963.1905
155,960.6667
156,1042.8572
157,1121.2858
158,1277.619
159,1409.619
160,1617.9524
161,1776.3334
162,1843.4286
163,1804.1428
164,1601.1428
165,1472
166,1372.8096
167,1249.238
168,1140.619
169,1007.0476
170,969.1429
171,1069.5238
172,1151.762
173,1297
174,1444.2858
175,1628.238
176,1765.381
177,1834.4286
178,1777.3334
179,1601.7142
180,1425.2858
181,1328.8096
182,1242.4286
183,1154.8572
184,982.7143
185,936.7619
186,1025.762
187,1161.381
188,1323.3334
189,1461.381
190,1608.6666
191,1764.0476
192,1831.8572
193,1835.5714
194,1630.8572
195,1480.0952
196,1410.0476
197,1267.2858
198,1186.762
199,1005.2857
200,984.4762
201,1026.9048
202,1156.3334
203,1281.2858
204,1461.8096
205,1596.7142
206,1749.238
207,1827.3334
208,1800.1904
209,1537.5714
210,1432.762
211,1295.5714
212,1272.9048
