F,I
1,959.7857
2,945
3,873.7857
4,859.9286
5,839.5
6,837.8571
7,823.5
8,817.4286
9,808.2857
10,791.0714
11,787.2143
12,781.2857
13,768
14,673.3571
15,651.0714
16,727.7857
17,771.0714
18,826
19,891.2857
20,987.0714
21,1054.2858
22,1120.2142
23,1090.7858
24,1070.4286
25,1111.8572
26,1128.0714
27,1109.6428
28,1079.7142
29,1013.6429
30,965.0714
31,917.5714
32,894.1429
33,851.6429
34,678.7143
35,657.9286
36,696.5
37,757.5714
38,833.0714
39,863.2143
40,895.6429
41,1009.3571
42,1031.2142
43,1057.5
44,1024.3572
45,1040.1428
46,1130.2858
47,1117.5714
48,1072.7858
49,1046.2142
50,999
51,969.6429
52,896.5714
53,837.7143
54,684.2143
55,659.2857
56,727.0714
57,775.2143
58,848.2143
59,907.5714
60,970
61,1046.2858
62,1054.6428
63,1071.2142
64,1022.7857
65,1065.7858
66,1103
67,1070.2142
68,1082.0714
69,1030.8572
70,969.0714
71,930.5
72,860.8571
73,868.8571
74,839
75,817.5714
76,845.7143
77,829.9286
78,824.1429
79,808
80,807.4286
81,802.8571
82,778.4286
83,746.2857
84,783.4286
85,773.7857
86,776.2143
87,743.8571
88,639.2143
89,655.5
90,703.7857
91,806.5
92,872.5714
93,944.6429
94,1024.5714
95,1093.1428
96,1114.1428
97,1088.6428
98,1073.7142
99,1134.9286
100,1078
101,1040.3572
102,988.9286
103,963.0714
104,902.1429
105,886.9286
106,868.2857
107,817.6429
108,695
109,650.8571
110,662.5714
111,743.7857
112,791.1429
113,851.1429
114,899.0714
115,974.6429
116,1030.2142
117,1057.3572
118,1070.4286
119,1033.1428
120,1100.6428
121,1111.4286
122,1087.8572
123,1042.5
124,1004.5
125,962.1429
126,912.8571
127,888.5
128,879.2857
129,862.2857
130,828.5
131,811.5
132,808.7143
133,778.6429
134,791.7857
135,784.0714
136,717.2857
137,666.2143
138,676.1429
139,729.8571
140,777.4286
141,838.4286
142,913.5714
143,967
144,1033.5714
145,1069
146,1075.0714
147,1057.8572
148,1110.6428
149,1115
150,1063.9286
151,1029.1428
152,988.2143
153,917.9286
154,908.0714
155,873.3571
156,867.6429
157,849.7143
158,822.9286
159,825.7857
160,721.5
161,659.0714
162,684.7857
163,730.2143
164,791.5714
165,832.2857
166,894.1429
167,977.2857
168,1061.3572
169,1097.5
170,1071.7142
171,1024.9286
172,1082.1428
173,1100.4286
174,1084.2858
175,1006.8571
176,977.2857
177,939.4286
178,919.2143
179,896.4286
180,843.7143
181,684.7857
182,678.3571
183,722.1429
184,769.9286
185,842.1429
186,876.2857
187,952.1429
188,1013.2143
189,1037.9286
190,1065.1428
191,1060.4286
192,1080.7142
193,1091.4286
194,1109.1428
195,1056.5714
196,1018.1429
197,942.2143
198,910.9286
