F,I
1,2134.3125
2,1993.0625
3,1694.25
4,1811.1875
5,1775.125
6,1546.375
7,1637.9375
8,1496.9375
9,1384.5625
10,1479.8125
11,1461.8125
12,1481.1875
13,1485.875
14,1486.875
15,1472
16,1473.125
17,1463.875
18,1456.3125
19,1496.4375
20,1450.1875
21,1443.0625
22,1457.875
23,1471.75
24,1476.0625
25,1488.8125
26,1480.75
27,1462.8125
28,1463.75
29,1471.5
30,1450.25
31,1502.625
32,1527.9375
33,1500.1875
34,1479.4375
35,1517.8125
36,1528.625
37,1487.8125
38,1522.8125
39,1511.0625
40,1482.625
41,1515.25
42,1464.4375
43,1443.4375
44,1513.5625
45,1547.4375
46,1480.125
47,1487.8125
48,1504
49,1533.8125
50,1515
51,1521.4375
52,1537.25
53,1549.125
54,1511.625
55,1514.5
56,1494.1875
57,1499.25
58,1533.4375
59,1503.8125
60,1485.8125
61,1414.25
62,1439.625
63,1389.3125
64,1422.375
65,1404.0625
66,1474.0625
67,1495.9375
68,1539.5
69,1489.4375
70,1500.8125
71,1503.75
72,1499.4375
73,1508.25
74,1207.5
75,1136.5
76,1219.6875
77,1339.75
78,1487.25
79,1794.3125
80,2039.0625
81,2233
82,2297.375
83,2258.3125
84,2227.5625
85,2128.625
86,2039.3125
87,1914.75
88,1831.625
89,1767.75
90,1667.5625
91,1602.75
92,1618.25
93,1531.8125
94,1505.125
95,1443.125
96,1496.25
97,1525.5625
98,1528.0625
99,1540.4375
100,1489.4375
101,1403.375
102,1296.25
103,1290.5625
104,1395.125
105,1398.5
106,1431.4375
107,1423.5
108,1422.625
109,1364.75
110,1419.1875
111,1396.8125
112,1441.625
113,1405.25
114,1420.875
115,1408.0625
116,1430.125
117,1428.625
118,1494.5
119,1437.25
120,1528.1875
121,1388.625
122,1455.125
123,1343.125
124,1463.25
125,1411
126,1493.0625
127,1445.0625
128,1451.375
129,1439.125
130,1446.625
131,1483.375
132,1477.0625
133,1477.125
134,1486.125
135,1471.9375
136,1530.375
137,1441.0625
138,1500.5625
139,1530.25
140,1496.375
141,1475
142,1458.625
143,1483.9375
144,1505.5
145,1501.75
146,1495.125
147,1523.75
148,1499.625
149,1512.5
150,1509.125
151,1535.9375
152,1513.875
153,1515.3125
154,1507.4375
155,1531.9375
156,1492.5
157,1514.5
158,1514.875
159,1468.8125
160,1414.3125
161,1307.125
162,1409.9375
163,1406.3125
164,1417.25
165,1419.875
166,1156.25
167,1126.9375
168,1228.0625
169,1294.25
170,1416.3125
171,1602.5625
172,1944.9375
173,2273.75
174,2294.125
175,2230.1875
176,2173.0625
177,2122.1875
178,1991.5
179,1834.1875
180,1710
181,1701.625
182,1667.9375
183,1627.5625
184,1555.9375
185,1502.3125
186,1489.4375
187,1482.9375
188,1467.625
189,1493.4375
190,1490.1875
191,1427.3125
192,1496.9375
193,1578.375
194,1556.125
195,1513
196,1538.4375
197,1525.5625
198,1539.3125
199,1513.75
200,1512.6875
201,1507.0625
202,1508.3125
203,1543
204,1553.8125
205,1485.9375
206,1479.75
207,1525.875
208,1577.6875
209,1493.0625
210,1503
211,1472.8125
212,1448.25
213,1341.375
214,1271.5
215,1246.3125
216,1276.75
217,1372
218,1397.375
219,1451.9375
220,1457.375
221,1480.875
222,1478.875
223,1450.3125
224,1477.3125
225,1479.9375
226,1476.9375
227,1501.3125
228,1492.25
229,1462.875
230,1476.6875
231,1525.75
232,1505.6875
233,1484.1875
234,1460.4375
235,1414.5625
236,1465.5625
237,1477.5625
238,1513.6875
239,1530.9375
240,1509.3125
241,1551.1875
242,1534
243,1522.9375
244,1526.8125
245,1499.375
246,1508.375
247,1491.9375
248,1486.125
249,1437.5625
250,1431.375
251,1207.5625
252,1162.6875
253,1251.375
254,1369.75
255,1502.9375
256,1852.625
257,2105.5
258,2305.8125
259,2231.9375
260,2203
261,2168.75
262,2037.75
263,1875.375
264,1745.5
265,1752.8125
266,1733.9375
267,1662.0625
268,1654.75
269,1615.25
270,1595.4375
271,1609.6875
272,1553.0625
273,1514.5
274,1498.25
275,1525.3125
276,1496
277,1486.625
278,1486.375
279,1527.0625
280,1469.5625
281,1472.625
282,1526.1875
283,1529.4375
284,1498.5
285,1466.25
286,1391.375
287,1392.6875
288,1431.9375
289,1440.625
290,1491.3125
291,1507.3125
292,1503.9375
293,1508.5625
294,1484.1875
295,1491.625
296,1516.1875
297,1497.875
298,1456.9375
299,1516.25
300,1508.4375
301,1451.6875
302,1458.5625
303,1439.0625
304,1451.125
305,1459.375
306,1501.375
307,1510.4375
308,1527.5625
309,1507.1875
310,1498.6875
311,1524.4375
312,1513
313,1521.4375
314,1497.25
315,1466.4375
316,1504.375
317,1502.8125
318,1473.0625
319,1485.0625
320,1424.9375
321,1429.875
322,1430.125
323,1244
324,1132.625
325,1257.625
326,1329.875
327,1427.1875
328,1716.8125
329,1996.4375
330,2245.625
331,2211.125
332,2138
333,2136.3125
334,2081.1875
335,1914.8125
336,1792.25
337,1694.125
338,1740.8125
339,1699.5625
340,1645
341,1593.4375
342,1557
343,1546.5625
344,1533.3125
345,1524.875
346,1485.375
347,1517.1875
348,1545.75
349,1509.625
350,1556.375
351,1550.5
352,1534.1875
353,1515.125
354,1505.875
355,1476.3125
356,1502.375
357,1508.375
358,1490.375
359,1478.0625
360,1497.25
361,1536.75
362,1437.125
363,1496.5
364,1540.8125
365,1533.375
366,1514.375
367,1472.3125
368,1445.25
369,1472.6875
370,1528.9375
371,1499.3125
372,1485.0625
373,1501.0625
374,1526.5
375,1529.1875
376,1533.5625
377,1526.4375
378,1516.875
379,1523.125
380,1533
381,1519.6875
382,1525.1875
383,1468.3125
384,1528.875
385,1509.0625
386,1432.5
387,1437.375
388,1432.8125
389,1448.375
390,1474.875
391,1369.9375
392,1123.125
393,1132.3125
394,1278.0625
395,1346.3125
396,1541.25
397,1885.875
398,2147.3125
399,2124.8125
400,2085.8125
401,2105.0625
402,2031.9375
403,1922.875
404,1739.1875
405,1774.6875
406,1733.625
407,1719.25
408,1662.5
409,1617.125
410,1622.4375
411,1567.125
412,1544
413,1506.9375
414,1502.125
415,1483.75
416,1484.5
417,1476.25
418,1516.6875
419,1502.125
420,1513.9375
421,1527.375
422,1496.25
423,1494.75
424,1456.9375
425,1483.1875
426,1497.375
427,1479.75
428,1451.625
429,1454
430,1493.5
431,1538.75
432,1485.0625
433,1478.8125
434,1418.9375
435,1368.25
436,1295.125
437,1330
438,1380.4375
439,1445.875
440,1480.4375
441,1458.375
442,1454.8125
443,1466.9375
444,1476.1875
445,1466.5
446,1472.875
447,1500.375
448,1451.25
449,1498.5625
450,1475.6875
451,1493.5
452,1501.4375
453,1492.8125
454,1503.5
455,1450.5
456,1461.25
457,1428.4375
458,1459.4375
459,1483.0625
460,1523
461,1499.6875
462,1492.8125
463,1502.125
464,1498.1875
465,1527.0625
466,1397
467,1126.875
468,1155.0625
469,1307.375
470,1414.125
471,1582.875
472,1926.9375
473,2273.75
474,2398.25
475,2364.5
476,2312.125
477,2173.5625
478,1995.1875
479,1838
480,1744.6875
481,1748.3125
482,1677.4375
483,1663.5625
484,1343.375
485,1637.4375
486,1518.25
487,1492.5625
488,1532.5
489,1444.1875
490,1502
491,1487.9375
492,1477.0625
493,1475.375
494,1472.75
495,1499.875
496,1510.625
497,1499.5625
498,1506.1875
499,1502.25
500,1523.6875
501,1492
502,1518.1875
503,1509.5625
504,1551.8125
505,1519.6875
506,1527.125
507,1586.625
508,1519.6875
509,1506.1875
510,1553.5
511,1525.5
512,1519.25
513,1544.375
514,1543.5625
515,1537.4375
516,1494
517,1129
518,1120.4375
519,1278.6875
520,1304.3125
521,1505
522,1938.625
523,2176.875
524,2246.375
525,2222.75
526,2186.8125
527,2126.5
528,2013.5
529,1898.125
530,1886.25
531,1855.1875
532,1761.5625
533,1714.75
534,1661.375
535,1630.625
536,1640.5625
537,1593.0625
538,1573.6875
539,1572.625
540,1561.375
541,1564.8125
542,1544.375
543,1580.8125
544,1533.1875
545,1573
546,1544.0625
547,1550.5625
548,1548.8125
549,1538.375
550,1524.5
551,1508.6875
552,1509.0625
553,1519.4375
554,1507.875
555,1498.25
556,1528.4375
557,1513.625
558,1548.875
559,1566.5
560,1503.8125
561,1540.875
562,1491.9375
563,1516.125
564,1559.125
565,1552.375
566,1525.75
567,1530.75
568,1526.6875
569,1538.875
570,1545
571,1550.75
572,1554
573,1543.625
574,1538.6875
575,1548.375
576,1536
577,1477.875
578,1453.4375
579,1460.375
580,1495.8125
581,1439
582,1342.6875
583,1282.4375
584,1326.0625
585,1418.0625
586,1465.625
587,1451.375
588,1465.0625
589,1493.3125
590,1518.0625
591,1473.5625
592,1462.6875
593,1456.5625
594,1195.6875
595,1125.5625
596,1242.875
597,1363.625
598,1543.3125
599,1889.25
600,2132.75
601,2270.5625
602,2231.1875
603,2167.5625
604,2116.5
605,1956.5
606,1823.5
607,1730.8125
608,1698
609,1658.4375
610,1597.375
611,1572.25
612,1542.375
613,1527.4375
614,1502.5
615,1509.875
616,1464.6875
617,1452.0625
618,1440.625
619,1429.75
620,1407.625
621,1412.75
622,1423.3125
623,1391.5625
624,1404.375
625,1410.9375
626,1398.375
627,1419.5
628,1393.5
629,1403
630,1396.4375
631,1372.8125
632,1385.1875
633,1394.1875
634,1408.9375
635,1384.6875
636,1424.0625
