filtered_RR_Intervals_ms
525.0
525.0
475.0
725.0
475.0
550.0
525.0
525.0
550.0
525.0
525.0
475.0
550.0
500.0
475.0
625.0
600.0
450.0
550.0
550.0
525.0
475.0
525.0
725.0
575.0
450.0
500.0
450.0
525.0
475.0
650.0
475.0
450.0
575.0
500.0
500.0
500.0
525.0
500.0
575.0
450.0
500.0
550.0
625.0
500.0
625.0
725.0
525.0
600.0
525.0
475.0
575.0
550.0
500.0
500.0
650.0
475.0
500.0
600.0
725.0
500.0
525.0
675.0
600.0
550.0
575.0
575.0
475.0
475.0
500.0
450.0
650.0
475.0
550.0
450.0
550.0
575.0
500.0
475.0
475.0
475.0
600.0
575.0
525.0
500.0
500.0
525.0
500.0
525.0
525.0
500.0
475.0
550.0
500.0
600.0
650.0
500.0
500.0
575.0
650.0
475.0
575.0
425.0
500.0
475.0
450.0
550.0
450.0
500.0
525.0
550.0
475.0
500.0
450.0
575.0
500.0
475.0
525.0
475.0
500.0
500.0
475.0
550.0
525.0
675.0
500.0
500.0
525.0
450.0
525.0
550.0
500.0
550.0
475.0
750.0
525.0
575.0
800.0
525.0
550.0
600.0
575.0
500.0
500.0
475.0
500.0
475.0
500.0
500.0
475.0
475.0
500.0
550.0
500.0
550.0
525.0
575.0
550.0
600.0
575.0
575.0
475.0
525.0
550.0
500.0
475.0
500.0
550.0
550.0
575.0
500.0
475.0
525.0
525.0
500.0
550.0
500.0
550.0
525.0
475.0
525.0
500.0
600.0
575.0
500.0
475.0
500.0
650.0
475.0
550.0
450.0
500.0
525.0
525.0
525.0
575.0
475.0
575.0
500.0
525.0
575.0
500.0
475.0
575.0
500.0
525.0
700.0
575.0
525.0
500.0
675.0
550.0
550.0
550.0
775.0
625.0
700.0
750.0
575.0
600.0
475.0
575.0
575.0
525.0
550.0
525.0
500.0
525.0
600.0
675.0
475.0
450.0
625.0
525.0
500.0
550.0
525.0
725.0
525.0
475.0
525.0
525.0
675.0
475.0
725.0
575.0
475.0
500.0
625.0
550.0
700.0
675.0
550.0
775.0
625.0
475.0
500.0
500.0
575.0
525.0
600.0
525.0
475.0
575.0
525.0
475.0
475.0
475.0
550.0
700.0
700.0
700.0
550.0
575.0
475.0
500.0
525.0
600.0
575.0
500.0
475.0
500.0
450.0
525.0
675.0
600.0
550.0
650.0
475.0
450.0
600.0
550.0
525.0
450.0
475.0
525.0
450.0
475.0
550.0
525.0
500.0
550.0
600.0
575.0
500.0
550.0
550.0
600.0
650.0
500.0
500.0
450.0
500.0
475.0
475.0
600.0
500.0
550.0
475.0
475.0
475.0
475.0
550.0
450.0
525.0
475.0
500.0
550.0
600.0
500.0
475.0
525.0
575.0
500.0
500.0
475.0
625.0
525.0
525.0
750.0
450.0
500.0
625.0
650.0
550.0
525.0
625.0
475.0
450.0
675.0
475.0
550.0
450.0
575.0
475.0
475.0
475.0
475.0
550.0
650.0
500.0
525.0
500.0
450.0
475.0
500.0
450.0
450.0
450.0
650.0
575.0
500.0
450.0
500.0
475.0
550.0
450.0
525.0
500.0
475.0
550.0
625.0
500.0
575.0
650.0
500.0
525.0
525.0
575.0
500.0
575.0
825.0
825.0
525.0
450.0
500.0
450.0
500.0
525.0
500.0
475.0
500.0
500.0
575.0
425.0
575.0
475.0
475.0
525.0
500.0
500.0
725.0
475.0
475.0
725.0
500.0
450.0
600.0
675.0
525.0
525.0
500.0
575.0
500.0
625.0
600.0
500.0
500.0
475.0
675.0
575.0
475.0
475.0
500.0
575.0
550.0
525.0
500.0
500.0
450.0
525.0
625.0
625.0
750.0
550.0
500.0
525.0
525.0
550.0
525.0
700.0
475.0
475.0
500.0
625.0
525.0
550.0
575.0
575.0
450.0
650.0
525.0
525.0
475.0
675.0
650.0
475.0
500.0
525.0
575.0
625.0
525.0
475.0
625.0
525.0
500.0
450.0
525.0
675.0
600.0
825.0
375.0
450.0
475.0
500.0
800.0
475.0
450.0
725.0
600.0
500.0
475.0
500.0
450.0
475.0
450.0
450.0
475.0
475.0
475.0
450.0
625.0
550.0
475.0
450.0
475.0
450.0
600.0
650.0
550.0
800.0
525.0
525.0
500.0
525.0
475.0
450.0
600.0
500.0
525.0
600.0
525.0
550.0
525.0
675.0
500.0
500.0
525.0
500.0
525.0
550.0
475.0
450.0
675.0
575.0
575.0
