F,I
1,1526
2,1613.125
3,1627.25
4,1531.75
5,1508.125
6,1466.25
7,1325.875
8,1249.375
9,1207.25
10,1146.5
11,1173.5
12,1087.125
13,1056.75
14,905.625
15,859.5
16,929.75
17,1012.375
18,1159.5
19,1309.375
20,1432.75
21,1538.625
22,1622.625
23,1514.5
24,1485.75
25,1513.125
26,1340.5
27,1259.375
28,1165.25
29,1165.125
30,1194.75
31,1109
32,947.625
33,859.875
34,899.25
35,964.125
36,1092.625
37,1235.5
38,1414.25
39,1480.125
40,1610.375
41,1617.625
42,1472.5
43,1528.125
44,1431.5
45,1349.125
46,1249.75
47,1211.25
48,1158.5
49,1114.875
50,1122.75
51,943.625
52,840
53,875.125
54,967.25
55,1101
56,1246.75
57,1385.125
58,1507.25
59,1621.375
60,1588.125
61,1502.125
62,1497.25
63,1446
64,1322.5
65,1239.625
66,1199.125
67,1137.5
68,1164.625
69,1138.625
70,1108
71,959.75
72,848
73,886.625
74,945.25
75,1084.75
76,1243.75
77,1388.375
78,1524
79,1618.875
80,1599.5
81,1520.625
82,1549
83,1456.875
84,1309.625
85,1232.75
86,1200
87,1158.625
88,1130.625
89,1128.125
90,962.875
91,872.375
92,889.375
93,941.75
94,1042.625
95,1187
96,1363.625
97,1500.875
98,1623.625
99,1586.125
100,1494.625
101,1503.875
102,1435.625
103,1365.625
104,1253.875
105,1213.375
106,1195.125
107,1146
108,1101
109,965.75
110,857.75
111,885.75
112,954.5
113,1094.75
114,1229.75
115,1405.375
116,1511.625
117,1639.75
118,1599.625
119,1542.125
120,1543.25
121,1428.375
122,1333.125
123,1240
124,1203.375
125,1159
126,1168.5
127,1110
128,917.125
129,868.25
130,885.625
131,1000.875
132,1085.625
133,1264
134,1442.375
135,1568.5
136,1600.875
137,1586.875
138,1516.875
139,1522.625
140,1403.125
141,1304.875
142,1257.625
143,1197.875
144,1188.5
145,1120.375
146,1129.125
147,991.125
148,866.625
149,870.5
150,936.5
151,1054.875
152,1215.25
153,1378.875
154,1499.5
155,1571.75
156,1608.875
157,1538.125
158,1510.25
159,1431.625
160,1354.375
161,1272.25
162,1216.5
163,1146
164,1136
165,1110.75
166,1093.875
167,966.625
168,868.375
169,855.25
170,950.625
171,1077.5
172,1247.125
173,1411.875
174,1543.125
175,1629.125
176,1571.625
177,1520.25
178,1512.375
179,1434
180,1289.125
181,1236.5
182,1176.25
183,1133.625
184,1143.125
185,1143.875
186,972.75
187,855.875
188,864.875
189,951.625
190,1085.25
191,1172.875
192,1383.25
193,1510
194,1637.125
195,1557.375
196,1507.875
197,1534.25
198,1439.625
199,1360.125
200,1246.75
201,1195.875
202,1154.375
203,1126.375
204,1097.25
205,1092
206,952.875
207,881.625
208,892.875
209,979.375
210,1113.125
211,1241.625
212,1416.125
213,1531.75
214,1617.5
215,1541.625
216,1503.125
217,1502.25
218,1460
219,1341
220,1211.875
221,1165
222,1167.25
223,1139
224,1046.875
225,862.375
226,873.5
227,921
228,1071.375
229,1198.875
230,1351.25
231,1479
232,1551.75
233,1617.625
234,1544.125
235,1507
236,1527.125
237,1325.25
238,1267.375
239,1191.625
240,1196
241,1143.875
242,1139.25
243,1122.375
244,1048.625
245,870.5
246,888.375
247,933.875
248,1046
249,1209.375
250,1370.375
251,1501.75
252,1599.875
253,1651
254,1523.625
255,1523.625
256,1461.625
257,1374.875
258,1271.5
259,1234.625
260,1144
261,1156.25
262,1103.5
263,999.75
264,874
265,868.375
266,917.375
267,1030.75
268,1205
269,1382.375
270,1520
271,1594
272,1583.625
273,1545.125
274,1501.375
275,1456.625
276,1330.75
277,1242
278,1210.875
279,1169.5
280,1154.5
281,1135.625
282,975.625
283,878.625
284,915.625
285,975.125
286,1101.375
287,1256
288,1384
289,1485.75
290,1595.375
291,1578.75
292,1513.625
293,1532.25
294,1435.5
295,1308.875
296,1267.125
297,1178.375
298,1159.125
299,1144.25
300,1095.25
301,985.875
302,857.75
303,890.5
304,942.375
305,1090.875
306,1222.375
307,1389.75
308,1499.375
309,1601.75
310,1597.5
311,1517.75
312,1513.5
313,1449.75
314,1330.875
315,1230.5
316,1189.75
317,1165.125
318,1157.375
319,1078.5
320,927
321,864.875
322,887.625
323,992.125
324,1130.625
325,1270.75
326,1387.625
327,1503.25
328,1649.375
329,1555.75
330,1501.25
331,1526.75
332,1421.625
333,1272.375
334,1237.375
335,1184.625
336,1147.5
337,1115
338,1103.125
339,976.125
340,875.25
341,872.125
342,987.75
343,1080
344,1243.875
345,1399.125
346,1517.625
347,1614.25
348,1581.625
349,1510
350,1531.25
351,1454.75
352,1333
353,1263.5
354,1216.375
355,1149.625
356,1134.875
357,969.5
358,861.25
359,903.5
360,970.25
361,1087.875
362,1219.875
363,1403.625
364,1553.75
365,1583.625
366,1578.25
367,1509.875
368,1520.875
369,1402.25
370,1337.5
371,1248.875
372,1199.75
373,1170.5
374,1134.125
375,986.25
376,880.75
377,884.875
378,948.75
379,1068.375
380,1242.375
381,1374.875
382,1492.375
383,1633.25
384,1594.625
385,1550.125
386,1522.5
387,1459.125
388,1358
389,1265.25
390,1186.875
391,1137.25
392,1142.875
393,1073.875
394,909.375
395,844.375
396,897.625
397,990.125
398,1142.25
399,1323.75
400,1480.375
401,1562.25
402,1608.25
403,1578.875
404,1499.625
405,1503.75
406,1392.875
407,1265.625
408,1231.375
409,1168.625
410,1149
411,1112.625
412,1076
413,919.75
414,810.625
415,877.375
416,983.125
417,1111.25
418,1304.5
419,1443
420,1561.5
421,1588
422,1574.125
423,1498.875
424,1473.25
425,1414
426,1273.625
427,1239
428,1155.375
429,1163.375
430,1116.375
431,1072.875
432,882
433,826.75
434,885.125
435,1005.625
436,1179.25
437,1312.5
438,1470.75
439,1590.75
440,1607.25
441,1542.75
442,1515.75
443,1515.75
444,1381.25
445,1275.5
446,1229.5
447,1149.5
448,1145.75
449,1122.875
450,1021
451,871.75
452,867.375
453,940.375
454,1024.875
455,1174.25
456,1327.375
457,1502.25
458,1594.125
459,1574.5
460,1544.75
461,1497
462,1455.25
463,1314.125
464,1285.5
465,1238
466,1181.375
467,1173.625
468,1168.75
469,963.875
470,850.875
471,909.5
472,928.125
473,1056.125
474,1229.25
475,1390
476,1508.25
477,1600.375
478,1582.75
479,1512.5
480,1507.125
481,1409.25
482,1313.25
483,1257.25
484,1183.875
485,1139.75
486,1121.875
487,1109.25
488,1057.5
489,899.25
490,853.125
491,893.5
492,1023.25
493,1142.375
494,1297.625
495,1464.5
496,1550.25
497,1583.125
498,1540.25
499,1497.75
500,1499.625
501,1367.375
502,1258.375
503,1178.875
504,1163.125
505,1148.125
506,1097.875
507,1074.5
508,935
509,825.5
510,890.5
511,938.25
512,1079.375
513,1223.875
514,1418.375
515,1494.625
516,1603.625
517,1605.125
518,1528.375
519,1554.75
520,1426.625
521,1325.75
522,1236.375
523,1185.25
524,1180.25
525,1107
526,1116
527,914
528,880.5
529,884.5
530,995
531,1115.5
532,1249.375
533,1448.5
534,1549.625
535,1633.125
536,1555.5
537,1503.25
538,1547.75
539,1392.125
540,1292.75
541,1209.625
542,1182
543,1130.375
544,1150.375
545,1082.125
546,932
547,866.125
548,872.25
549,993.625
550,1142.5
551,1261.5
552,1402.375
553,1544
554,1612.125
555,1571.25
556,1501.875
557,1493.125
558,1418
559,1319.625
560,1238.625
561,1206
562,1152.375
563,1073.875
564,899.75
565,869.625
566,904.25
567,1019.75
568,1162.25
569,1284.875
570,1424.75
571,1558.75
572,1573.25
573,1584
574,1533.625
575,1532
576,1344.75
577,1270.5
578,1251.875
579,1185
580,1141.75
581,1154.625
582,1080
583,939.25
584,845
585,892.875
586,996
587,1098
588,1281.125
589,1387.75
590,1516.25
591,1620.625
592,1543.875
593,1521.75
594,1568.125
