Frame,Mean
0,1550.5454
1,1551
2,1483
3,1394.7273
4,1252.4546
5,1171.8182
6,1234
7,1296.7273
8,1397.2727
9,1510
10,1625.2727
11,1745.3636
12,1787
13,1849.2727
14,1867.8182
15,1792.7273
16,1621.0909
17,1535
18,1457.3636
19,1338.6364
20,1218
21,1203.2727
22,1293.3636
23,1327
24,1442.7273
25,1518
26,1613.3636
27,1655
28,1750.7273
29,1794.9091
30,1799.6364
31,1671.8182
32,1571.3636
33,1547.0909
34,1477.3636
35,1287.3636
36,1240.0909
37,1243.6364
38,1273.8182
39,1330.5454
40,1473.7273
41,1557.6364
42,1683.2727
43,1776.0909
44,1820
45,1833.2727
46,1770.0909
47,1617.5454
48,1535.8182
49,1465
50,1371.3636
51,1210.8182
52,1215.7273
53,1298.7273
54,1329
55,1434.0909
56,1562.9091
57,1603
58,1683
59,1751.5454
60,1769.8182
61,1845.0909
62,1697.4546
63,1571.2727
64,1556.7273
65,1517
66,1296.1818
67,1181.2727
68,1225
69,1300.8182
70,1360.1818
71,1451.5454
72,1582.2727
73,1640.1818
74,1745.8182
75,1759.7273
76,1791.6364
77,1817.4546
78,1617.0909
79,1570.7273
80,1567.7273
81,1396.6364
82,1276.6364
83,1194.1818
84,1262.2727
85,1332
86,1392.7273
87,1498.2727
88,1645.2727
89,1728.2727
90,1801.8182
91,1748.8182
92,1862.8182
93,1711.3636
94,1563.7273
95,1525.1818
96,1518.2727
97,1455.8182
98,1320.7273
99,1193.0909
100,1198.3636
101,1277.1818
102,1346
103,1421.0909
104,1513.6364
105,1622.8182
106,1757.9091
107,1784.1818
108,1811.3636
109,1881.6364
110,1624.0909
111,1553.8182
112,1506.3636
113,1426.4546
114,1273.6364
115,1201.6364
116,1232.4546
117,1309.4546
118,1406.2727
119,1446.3636
120,1563
121,1686.7273
122,1797.5454
123,1812.7273
124,1819.1818
125,1761.1818
126,1569.8182
127,1546.0909
128,1527.6364
129,1482.9091
130,1328.6364
131,1228.8182
132,1248.8182
133,1289.6364
134,1365.3636
135,1404.4546
136,1495.8182
137,1634.6364
138,1774.6364
139,1781.2727
140,1832.4546
141,1835.4546
142,1607.2727
143,1540.6364
144,1514.9091
145,1443.8182
146,1284.7273
147,1195.4546
148,1237
149,1270
150,1328.0909
151,1427.3636
152,1532.8182
153,1643.2727
154,1799
155,1776.9091
156,1792.3636
157,1807.6364
158,1628.6364
159,1570.5454
160,1490.8182
161,1422.6364
162,1275.1818
163,1234.7273
164,1283
165,1333.3636
166,1410.7273
167,1405.8182
168,1583.3636
169,1654.5454
170,1743.7273
171,1789.2727
172,1763.9091
173,1715.9091
174,1572.9091
175,1518.2727
176,1471.5454
177,1275.3636
178,1209.4546
179,1245.8182
180,1282.6364
181,1336.1818
182,1459.0909
183,1612.7273
184,1649.9091
185,1767.6364
186,1744.9091
187,1823.4546
188,1819.8182
189,1614.5454
190,1575.9091
191,1514.6364
192,1443.2727
193,1282.4546
194,1206.8182
195,1233.4546
196,1295
197,1375
198,1438.0909
199,1621.4546
200,1668
201,1771.6364
202,1773.0909
203,1761.0909
204,1758.0909
205,1613.8182
206,1524.4546
207,1539.6364
208,1342.6364
209,1198.8182
210,1217.4546
211,1252.9091
212,1304.2727
213,1389.9091
214,1499.8182
215,1644.1818
216,1694.5454
217,1741.2727
218,1750.8182
219,1809.9091
220,1592.0909
221,1532.4546
222,1501.9091
223,1461.8182
224,1304.3636
225,1225.2727
226,1243.4546
227,1291
228,1366.9091
229,1464.6364
230,1565.3636
231,1609.0909
232,1766
233,1781.3636
234,1840.3636
235,1729.0909
236,1612.1818
237,1576.5454
