F,I
1,2618.9167
2,2329.4167
3,1745.75
4,1219.25
5,1285.8334
6,1695.5834
7,1901.9166
8,2087.75
9,2371.4167
10,2666.25
11,2942.25
12,2973.5
13,2949.5833
14,2413.1667
15,2072.9167
16,1835.75
17,2363.1667
18,2314.5833
19,1701
20,1644.25
21,1734.9166
22,1887.75
23,2216.5
24,2472.75
25,2746.5
26,2993.0833
27,3001.5833
28,2774.5833
29,2132.25
30,2435.75
31,2524.75
32,2452.9167
33,2120.4167
34,1724.75
35,1649.4166
36,1640.25
37,1426.6666
38,1128.6666
39,1635.5
40,1474.8334
41,1669.75
42,2257.5833
43,2401.5
44,1961.75
45,2277.5
46,2362.3333
47,2385.6667
48,2262.1667
49,2171.0833
50,2161.5833
51,2129.8333
52,1976
53,1737.5834
54,1502.1666
55,1610.6666
56,1763.8334
57,2167.75
58,2339.0833
59,2781
60,2950.1667
61,2969.4167
62,2874.5833
63,2275.5833
64,1748.9166
65,1869.6666
66,2383.8333
67,2164.25
68,1745.5
69,1646.8334
70,1699.3334
71,1974.8334
72,2257.8333
73,2325.5833
74,2857.5833
75,2725.4167
76,2744.1667
77,3029.4167
78,2738.0833
79,2593.0833
80,2495.25
81,2378.1667
82,2226.5
83,1765.1666
84,1650.8334
85,1743.8334
86,1999.9166
87,2221.8333
88,2243
89,2097.4167
90,2878.25
91,2908.8333
92,2979.6667
93,2700.3333
94,2501.75
95,2505.75
96,2449.6667
97,1947.0834
98,1480.4166
99,1290.5
100,1583.8334
101,1907.9166
102,2179
103,2520.5
104,2867.0833
105,2997
106,3005.8333
107,2878.8333
108,1955.1666
109,1721.6666
110,1653.75
111,2287.5
112,2025.9166
113,1699
114,1692.25
115,1848.6666
116,2039.6666
117,2312.4167
118,2564.1667
119,2402.6667
120,2259.0833
121,2397.4167
122,3003.25
123,2594.5833
124,2507.4167
125,2461.1667
126,2363.25
127,2021.25
128,1715.25
129,1698.0834
130,1893.6666
131,2066.75
132,964.8333
133,1376.8334
134,1379.6666
135,1588.9166
136,1405.8334
137,2274.75
138,1786
139,1705.4166
140,2224.6667
141,2484.8333
142,2381.5833
143,2350.0833
144,2168.3333
145,1845
146,1604.75
147,1586
148,1838.0834
149,2017
150,2243.1667
151,2105.0833
152,2077.9167
153,2695
154,2896.5
155,2900.9167
156,2608.8333
157,2488.6667
158,2424.3333
159,2366.4167
160,1993.9166
161,1407.3334
162,1215.1666
163,1714.0834
164,1891.5
165,2116.1667
166,2520.0833
167,2779
168,2986.4167
169,3011.8333
170,2884.75
171,1978.1666
172,2020.5834
173,2277.25
174,2328
175,1907.5
176,1623.25
177,1668.6666
178,1904.3334
179,2096.8333
180,2072.1667
181,1597.5834
182,2291.25
183,3021.4167
184,2908.5
185,2907.5
186,2632.25
187,2482.3333
188,1952.75
189,1546.5
190,1327.9166
191,1604.25
192,1699.5834
193,1863.4166
194,2064
195,2341.75
196,2724.3333
197,2948.25
198,2919.4167
199,2933.0833
200,1961.8334
201,1771.6666
202,1981
203,2399.1667
204,2226
205,1740.1666
206,1645.3334
207,1863.9166
208,1978.5
209,2168.5833
210,1782.1666
211,1674.4166
212,2457
213,2962.75
214,2992.3333
215,2727.4167
216,2548.5833
217,2414.3333
218,2339.6667
219,2087.75
220,1702.4166
221,1432.0834
222,1426.6666
223,1881.5834
224,2199.8333
225,2500.6667
226,2930.3333
227,3000.5
228,3030.3333
229,2947.5
230,2219.8333
231,1964
232,2130.9167
233,2396.1667
234,1912.6666
235,1666.6666
236,1709.1666
237,1943.6666
238,2098.5833
239,2356.4167
240,2707.25
241,2829.0833
242,3013.4167
243,2074.1667
244,1542.8334
245,1030.9166
246,1821.6666
247,1767.6666
248,1379.0834
249,1018.1667
250,1263.75
251,1633.75
252,1926.3334
253,2079.5
254,2262
255,2625
256,2925.1667
257,2999.5
258,2919.5
259,2914.6667
260,2620.6667
261,2560.8333
262,2410.6667
263,2043.0834
264,1331.75
265,1231.9166
266,1579.9166
267,1764.6666
268,1955.1666
269,2248.3333
270,2535.0833
271,2870.0833
272,2980.75
273,2946.25
274,2925.25
275,2004.8334
276,1921.8334
277,2077.6667
278,2311.4167
279,1846.4166
280,1742.8334
281,1737.9166
282,1979.8334
283,2083.0833
284,2380.4167
285,2628.8333
286,2563
287,2135.6667
288,2727.4167
289,2794.75
290,2616.6667
291,2553.5
292,2486.9167
293,2336.0833
294,1828.1666
295,1723.4166
296,1821
297,1956.0834
298,1858.6666
299,1986.3334
300,2541.75
301,2971.5833
302,2952.5
303,2980.5
304,2804.3333
305,2589.1667
306,2504.6667
307,2421.4167
308,2058.5
309,1343
310,1192.4166
311,1419.0834
312,1990.6666
313,2210
314,2523.5833
315,2943.8333
316,3025.8333
317,2903.5
318,2710
319,2492.9167
320,1924.0834
321,1525.5
322,843.8333
323,734.0833
324,623.9167
325,838.5833
326,1060.6666
327,1676.5
328,2200
329,2656.8333
330,2961.3333
331,2874.4167
332,2824.25
333,2756.0833
334,2538.5833
335,2463.5
336,2450.8333
337,2420.8333
338,2366.5
339,2102.6667
340,1600
341,1340.8334
342,1543.75
