F,I
1,1449.625
2,1558.625
3,1627.75
4,1556.125
5,1462.5
6,1443.875
7,1413.875
8,1228
9,1222.625
10,1013.625
11,867
12,848
13,923.875
14,1073.25
15,1222.5
16,1322.5
17,1528.875
18,1584.25
19,1634.375
20,1527.25
21,1472.5
22,1418.375
23,1345.75
24,1268.375
25,1183
26,981
27,861.75
28,829.375
29,936.75
30,1101.25
31,1234.25
32,1367.625
33,1495.5
34,1599.375
35,1634.75
36,1529.875
37,1485.25
38,1458.25
39,1346.25
40,1242.5
41,1135.75
42,920
43,849.125
44,877.625
45,971.375
46,1106.375
47,1262.375
48,1391.375
49,1501.25
50,1629.625
51,1594.25
52,1479.125
53,1479.75
54,1431.125
55,1332.5
56,1270.75
57,1111.125
58,927.75
59,842.75
60,877.25
61,1001.25
62,1165
63,1272.75
64,1424.75
65,1519.125
66,1617
67,1581.5
68,1512.75
69,1467.875
70,1417.75
71,1312
72,1237.25
73,1025.875
74,889.75
75,845.375
76,929.375
77,1048.875
78,1202.875
79,1368.875
80,1456.125
81,1573.875
82,1603.5
83,1553.5
84,1516.25
85,1491.625
86,1388
87,1312.875
88,1218.625
89,945.125
90,883.375
91,882.25
92,904.25
93,1070.625
94,1192.5
95,1396.5
96,1483.75
97,1573
98,1612.375
99,1538.5
100,1459.75
101,1438.25
102,1300
103,1281.125
104,1136.5
105,933.125
106,841.875
107,851.625
108,971.75
109,1121.75
110,1237.375
111,1427.5
112,1531.25
113,1614.625
114,1572.25
115,1466.75
116,1486.75
117,1416.5
118,1278.125
119,1214.375
120,1132.875
121,929.25
122,858
123,870.875
124,994.75
125,1141.75
126,1303.125
127,1420.5
128,1530.75
129,1611.625
130,1604.375
131,1498.375
132,1460.75
133,1422.875
134,1289.25
135,1204.25
136,1092
137,927.125
138,838.5
139,860.875
140,946.375
141,1132
142,1265.125
143,1413.75
144,1542.875
145,1634.75
146,1626.875
147,1482.375
148,1484
149,1411.625
150,1331.5
151,1223.75
152,978.5
153,886.75
154,845.5
155,889.875
156,1046.625
157,1213.5
158,1319.25
159,1489.125
