F,I
1,1807.8182
2,1715.9091
3,1743.9091
4,1640.7273
5,1673.7273
6,1582.8182
7,1676
8,1585.7273
9,1621.4546
10,1571.4546
11,1358.2727
12,1107.8182
13,1159.7273
14,1286.2727
15,1439.8182
16,1693.6364
17,2016.5454
18,2362.6365
19,2597.5454
20,2779.4546
21,2815.3635
22,2524.8181
23,2181.7273
24,1905.0909
25,1874.0909
26,1747.4546
27,1914.5454
28,1891
29,1883.3636
30,1771
31,1735.8182
32,1635.8182
33,1675.7273
34,1628.5454
35,1631.4546
36,1607.9091
37,1634.5454
38,1589.7273
39,1332.5454
40,1168.1818
41,1322.3636
42,1423.0909
43,1586.3636
44,1793.6364
45,2121.1819
46,2413.8181
47,2680.5454
48,2928.8181
49,2772.2727
50,2387.2727
51,2098.0908
52,1967.5454
53,1822.8182
54,1792.8182
55,1748
56,1740.6364
57,1689.4546
58,1629.0909
59,1577.6364
60,1496.0909
61,1650.5454
62,1680.9091
63,1721.5454
64,1618.7273
65,1656.4546
66,1615
67,1541.6364
68,1316
69,1134
70,1239.4546
71,1346.4546
72,1587.7273
73,1824.8182
74,2108.1819
75,2307.3635
76,2663.1819
77,2828.8181
78,2751.7273
79,2455.1819
80,2180.1819
81,2016.4546
82,1932.1818
83,1811
84,1841.8182
85,1736.0909
86,1728.4546
87,1711.1818
88,1686.2727
89,1539.5454
90,1515.2727
91,1610
92,1622.3636
93,1633.9091
94,1546.3636
95,1276.1818
96,1113.0909
97,1279.9091
98,1338.4546
99,1593.3636
100,1879.3636
101,2136.0908
102,2438.3635
103,2633.7273
104,2845.8181
105,2737.5454
106,2427
107,2093
108,1933.8182
109,1879.6364
110,1852.0909
111,1728.4546
112,1731.5454
113,1690
114,1683.3636
115,1675.9091
116,1638.0909
117,1673.5454
118,1654.1818
119,1489.2727
120,1458.5454
121,1229.3636
122,1177.2727
123,1275.4546
124,1388.7273
125,1632.5454
126,1846.5454
127,2270.9092
128,2415.7273
129,2627
130,2818.2727
131,2695.1819
132,2327.8181
133,2097.3635
134,1919
135,1854.3636
136,1881.0909
137,1697.4546
138,1435.6364
139,1558.0909
140,1516.2727
141,1480.2727
142,1612.4546
143,1601.7273
144,1662.8182
145,1386.3636
146,1733.5454
147,1592.0909
148,1287.8182
149,1159.5454
150,1257.7273
151,1414
152,1534.2727
153,1810.3636
154,2172.2727
155,2351.8181
156,2614.6365
157,2842.6365
158,2784.5454
159,2441.8181
160,2172.7273
161,2005.8182
162,1883.0909
163,1839.8182
164,1739
165,1689.0909
166,1706.8182
167,1668.1818
168,1664.5454
169,1676.9091
170,1663.2727
171,1654.2727
172,1587.5454
173,1534.6364
174,1389.8182
175,1121
176,1218.3636
177,1314.7273
178,1567.0909
179,1776.8182
180,2073.3635
181,2311.9092
182,2566.0908
183,2795.4546
184,2810
185,2583.0908
186,2240.4546
187,2079.8181
188,1917.1818
189,1929.4546
190,1811.2727
191,1760.5454
192,1729
193,1747.1818
194,1685.2727
195,1689.7273
196,1639.7273
197,1660.5454
198,1641.6364
199,1571.6364
200,1437.5454
201,1108.6364
202,1212.9091
203,1325.5454
204,1520.6364
205,1780.3636
206,2058.4546
207,2359.6365
208,2577.2727
209,2833.3635
210,2834
211,2599.0908
212,2154.7273
213,2008.6364
214,2073.2727
215,2014
216,1949.4546
217,1875.6364
218,1831.9091
219,1775.6364
220,1738.4546
221,1749.3636
222,1634.4546
223,1675.5454
224,1629.8182
225,1658.3636
226,1614.2727
227,1605.2727
228,1368.6364
229,1126.7273
230,1232.7273
231,1447.7273
232,1585.6364
233,1833.1818
234,2097
235,2367.3635
236,2641
237,2784
238,2847
239,2286.3635
240,2226.1819
241,2196.4546
242,2033.5454
243,1915
244,1884.0909
245,1802.8182
246,1756
247,1671.9091
248,1707.3636
249,1658.1818
250,1652.2727
251,1633.3636
252,1594.1818
253,1664.5454
254,1627.2727
255,1568
256,1342
257,1140.9091
258,1239
259,1369.3636
260,1551.7273
261,1789.5454
262,2190.8181
263,2409.2727
264,2571.9092
265,2816.3635
266,2917.2727
267,2521
268,2250.0908
269,1988.4546
270,1913
271,1823.7273
272,1771.7273
273,1677.7273
274,1765.5454
275,1693.7273
276,1651.3636
277,1693.8182
278,1612.6364
279,1602.7273
280,1497.2727
281,1241.1818
282,1165.4546
283,1283.9091
284,1279.7273
285,1584.7273
286,1956.1818
287,2251.6365
288,2490.8181
289,2698.1819
290,2843.3635
291,2699.3635
292,2411.8181
293,2109.9092
294,1963.7273
295,1796.4546
296,1802.9091
297,1755.3636
298,1751.4546
299,1638.2727
300,1723.5454
301,1629.6364
302,1596.5454
303,1604.7273
304,1584.5454
305,1461.6364
306,1331.9091
307,1125.3636
308,1229.3636
309,1293
310,1421.1818
311,1757.6364
312,2032.6364
313,2377.0908
314,2511.5454
315,2782.3635
316,2826.6365
317,2577.1819
318,2227.0908
319,1996.8182
320,1879.3636
321,1826.7273
322,1772
323,1692.7273
324,1736.3636
325,1648
326,1545
327,1564.5454
328,1650.6364
329,1300.3636
330,1181.1818
331,1259.8182
332,1400.8182
333,1552.2727
334,1859.1818
335,2103.0908
336,2338.7273
337,2595.5454
338,2763.4546
339,2726.7273
340,2390.8181
341,2151.8181
342,1940
343,1892.5454
344,1814.3636
345,1689.3636
346,1538.8182
347,1755.7273
348,1749.6364
349,1702.9091
350,1657.2727
351,1606.0909
352,1566.9091
353,1586.0909
354,1586.4546
355,1559.9091
356,1482
357,1154.8182
358,1169.9091
359,1297.3636
360,1454
361,1688.2727
362,2013.8182
363,2320.6365
364,2546.9092
365,2729
366,2713.4546
367,2596.0908
368,2384.3635
369,2178.6365
370,2068.8181
371,1970.7273
372,1830.8182
373,1806.0909
374,1719.7273
375,1725.6364
376,1715.5454
377,1725.0909
378,1649.5454
379,1482.7273
380,1150.8182
381,1225.1818
382,1315.1818
383,1366.8182
384,1791.3636
385,2026.4546
386,2378.7273
387,2578.0908
388,2789
389,2774
390,2549.3635
391,2236.2727
392,2064.1819
393,1953.4546
394,1839.5454
395,1789
396,1775.8182
397,1720.5454
398,1616.2727
399,1598.1818
400,1709.1818
401,1731.7273
402,1735
403,1692.0909
404,1590.8182
405,1568.1818
406,1565.6364
407,1574.3636
408,1550.6364
409,1472
410,1184.2727
411,1166.9091
412,1287.1818
413,1434.3636
414,1723.7273
415,2111.0908
416,2358.0908
417,2566.5454
418,2771.8181
419,2820.1819
420,2669.4546
421,2394.5454
422,2078.6365
423,1972.0909
424,1885.4546
425,1704.4546
426,1683.8182
427,1704.5454
428,1533.0909
429,1614.9091
430,1732.7273
431,1722.9091
432,1726
433,1758
434,1678.7273
435,1466.6364
436,1146
437,1141.9091
438,1318.7273
439,1437.8182
440,1690.8182
441,2011.7273
442,2428.2727
443,2664.9092
444,2839.3635
445,2870.9092
446,2559.8181
447,2165.1819
448,2023.3636
449,1887.1818
450,1668.1818
451,1705.1818
452,1576.7273
453,1575.6364
454,1721.7273
455,1721.2727
456,1688.2727
457,1622.4546
458,1629.2727
459,1559.9091
460,1580
461,1562
462,1573.9091
463,1545.8182
464,1538.4546
465,1531.7273
466,1526.6364
467,1549.3636
468,1577.3636
469,1531.2727
470,1554.2727
471,1500.7273
472,1402.6364
473,1679.4546
474,1557.7273
475,1378
476,1169.5454
477,1317.2727
478,1413.9091
479,1653.6364
480,1922.8182
481,2237
482,2493.6365
483,2759.6365
484,2910.9092
485,2744.2727
486,2119.4546
487,2089.5454
488,2011.4546
489,1961.9091
490,1893.5454
491,1830.8182
492,1788.3636
493,1739.0909
494,1673
495,1674.9091
496,1659.3636
497,1646.8182
498,1568.4546
499,1558.5454
500,1454.4546
501,1160.2727
502,1127.2727
503,1243.4546
504,1359.3636
505,1603.1818
506,1980.1818
507,2332.8181
508,2567.6365
509,2774.1819
510,2811.6365
511,2657.9092
512,2311.0908
513,2047.0909
514,2005.4546
515,1817.9091
516,1788.8182
517,1696.5454
518,1724
519,1649.7273
520,1682.6364
521,1625.8182
522,1624.0909
523,1511.5454
524,1415.6364
525,1452.1818
526,1147.4546
527,1287.5454
528,1359.7273
529,1575.0909
530,1802.4546
531,2078.9092
532,2350.4546
533,2622.9092
534,2763.0908
535,2812.9092
536,2513.6365
537,2210.3635
538,2048
539,1933.0909
540,1808.5454
541,1748.6364
542,1704.6364
543,1664.9091
544,1530.4546
545,1532.2727
546,1717.2727
547,1652.1818
548,1742.9091
549,1570
550,1316.5454
551,1070.2727
552,1212.1818
553,1409.6364
554,1618.8182
555,1861.7273
556,2076.7273
557,2401.1819
558,2653.4546
559,2783.8181
560,2754
561,2498.2727
562,2135.6365
563,2041.8182
564,1842.6364
565,1787.2727
566,1706.1818
567,1725.1818
568,1721.5454
569,1702.7273
570,1606.6364
571,1555.3636
572,1514.1818
573,1468.7273
574,1509.3636
575,1149
576,1235.4546
577,1318.4546
578,1540.9091
579,1857
580,2032.8182
581,2310
582,2592.9092
583,2790.8181
584,2865.4546
585,2621.4546
586,2311
587,2022.1818
588,1779.1818
589,1726.2727
590,1732.7273
591,1852.3636
592,1844.3636
593,1781.1818
594,1739.1818
595,1670.1818
596,1643.6364
597,1652.9091
598,1574
599,1358
600,1108.1818
601,1261.1818
602,1368.7273
603,1662.6364
604,1955
605,2192.1819
606,2406.1819
607,2550.3635
608,2843.2727
609,2786.4546
610,2715.7273
611,2270.8181
612,2137.3635
613,1972.2727
614,1907.2727
615,1804.7273
616,1789.4546
617,1729.7273
618,1699.4546
619,1633.9091
620,1588
621,1576.8182
622,1441.5454
623,1478
624,1590.8182
625,1582.8182
626,1231.3636
627,1143.7273
628,1235.4546
629,1462.2727
630,1712.7273
631,1971.0909
632,2268.0908
633,2542.9092
634,2707.4546
635,2873.2727
636,2802.8181
637,2436.8181
638,2215.2727
639,2022.7273
640,1962.1818
641,1858.8182
642,1768.0909
643,1762
644,1750.2727
645,1736.1818
646,1743
647,1665.9091
648,1708.1818
649,1655.1818
650,1663.2727
651,1665.7273
652,1592.9091
653,1493.3636
654,1328.7273
655,1156.4546
656,1245.3636
657,1378.9091
658,1578.3636
659,1846.8182
660,2131.5454
661,2475.7273
662,2614.1819
663,2854.0908
664,2864.1819
665,2593.7273
666,2258.5454
667,2042.4546
668,1947.9091
669,1929.3636
670,1852.6364
671,1762.8182
672,1717.2727
673,1712.5454
674,1699.8182
675,1650
676,1674.6364
677,1625
678,1545.2727
679,1150.6364
680,1197.2727
681,1343.0909
682,1499.1818
683,1624.3636
684,1962.6364
685,2318.2727
686,2587.5454
687,2782.2727
688,2882.6365
689,2756.5454
690,2350.3635
691,2131.4546
692,1993.0909
693,1852.9091
694,1815.2727
695,1716
696,1648.2727
697,1598.0909
698,1652.9091
699,1748
700,1787.5454
701,1796.4546
702,1774.5454
703,1676.6364
704,1660.5454
705,1575.6364
706,1500.2727
707,1097
708,1120.0909
709,1276
710,1376
711,1775.3636
712,2106.7273
713,2408.3635
714,2657.5454
715,2844.1819
716,2857.3635
717,2714.2727
718,2323.0908
719,2182.9092
720,1934.0909
721,1906.3636
