F,I
1,913.2143
2,886.5714
3,716.7143
4,674.8571
5,651.0714
6,671.2857
7,721.2143
8,826
9,953.6429
10,1068.6428
11,1118.7858
12,1120.2142
13,1119.2858
14,1140.5714
15,1070.2142
16,948.2143
17,887.3571
18,744.7143
19,667.2143
20,645.5714
21,649.1429
22,710.5714
23,782.0714
24,897.6429
25,1025.5714
26,1126.3572
27,1129.6428
28,1128.0714
29,1134.3572
30,1072.9286
31,981.2143
32,889.1429
33,851.5714
34,735.2857
35,672.0714
36,646.2857
37,668.2857
38,734.4286
39,823.8571
40,972.7143
41,1065.7858
42,1108.6428
43,1133.5
44,1117
45,1107.1428
46,1014.9286
47,942.5714
48,907.6429
49,784.2143
50,692.0714
51,676.9286
52,645.6429
53,682.9286
54,744.5714
55,884.3571
56,965.5714
57,1096.3572
58,1131.1428
59,1125.5
60,1134.5714
61,1065.7858
62,982.2143
63,900.8571
64,858.2143
65,737.9286
66,690.7857
67,660.3571
68,677.9286
69,712.9286
70,788.7143
71,910.1429
72,1038.3572
73,1115.3572
74,1123
75,1144.7858
76,1111.2858
77,1024.2142
78,956.6429
79,901.8571
80,839.2143
81,718.7143
82,659.1429
83,658.3571
84,667.0714
85,730.9286
86,835.5
87,928.4286
88,1010.4286
89,1074.7858
90,1086.6428
91,1116.1428
92,1112.9286
93,1018.3571
94,947.6429
95,858.9286
96,788.2143
97,686.7143
98,645.4286
99,645.1429
100,680.7857
101,770.8571
102,848.7857
103,976.4286
104,1100.0714
105,1149.5
106,1112.4286
107,1123.2142
108,1081.0714
109,992.4286
110,917.0714
111,847.3571
112,714.9286
113,663.2857
114,655.7857
115,665.8571
116,738.4286
117,851.4286
118,957.8571
119,1086.2142
120,1134.6428
121,1137.4286
122,1122.2142
123,1141.7858
124,1013.5714
125,933.0714
126,888.5714
127,767.8571
128,691.7857
129,642.8571
130,657.2857
131,695.8571
132,780
133,889.4286
134,1020.5714
135,1119.6428
136,1138
137,1127.1428
138,1125.7142
139,1023.2857
140,982
141,887.4286
142,835.0714
143,693.7857
144,654.0714
145,653.7143
146,671.6429
147,752.9286
148,846.7143
149,953.4286
150,1037.4286
151,1123.2142
152,1116.2858
153,1132.5714
154,1112.8572
155,1000
156,929.4286
157,872.6429
158,747.5
159,670.6429
160,650.2143
161,662.8571
162,723.0714
163,796.5714
164,903.8571
165,994.3571
166,1085.2858
167,1130.8572
168,1114
169,1109.5
170,1048.9286
171,969.7143
172,886.2143
173,778.0714
174,679.2857
175,657.7857
176,667.7857
177,701.7857
178,769.0714
179,876.6429
180,992.4286
181,1091.0714
182,1137.5
183,1108.2858
184,1120.1428
185,1064.5714
186,971.7143
187,910.2857
188,840.6429
189,689.5714
190,649.0714
191,646.7857
192,670.4286
193,728.6429
194,844.7857
195,968
196,1066.8572
197,1090.5714
198,1112.2858
199,1103.9286
200,1119.2142
201,1025.1428
202,950.3571
203,875.6429
204,745.2857
205,678
206,640.5714
207,661.5
208,705.2143
209,787.2143
210,911.2143
211,1026.7858
212,1125.2858
213,1134.7142
214,1126.8572
215,1146.9286
216,1084.6428
