F,I
1,2869.625
2,2562.5
3,2192.5
4,1915.375
5,1854.5
6,1876.625
7,1874.375
8,2239.625
9,2579.875
10,2806.25
11,3041.125
12,3156.375
13,3100.625
14,2954.75
15,2816.625
16,2686.75
17,2203.875
18,1866.625
19,1836
20,1839.875
21,1825.875
22,2054.5
23,2498.5
24,2747
25,2941.5
26,3129.875
27,3222.125
28,3111.5
29,3001.25
30,2722.375
31,2331.5
32,1976.75
33,1840.625
34,1789.75
35,1887.625
36,2076.5
37,2397.875
38,2694.5
39,2904.25
40,3078.75
41,3171
42,3066.125
43,2950.125
44,2740.375
45,2454
46,1960
47,1791.875
48,1831.5
49,1770.875
50,1932.5
51,2328.5
52,2689.5
53,2962.625
54,3149.75
55,3260.875
56,3127.625
57,2989.25
58,2684.25
59,2422.75
60,2024
61,1883.5
62,1750.375
63,1787.375
64,1906.875
65,2224.125
66,2584.875
67,2878.5
68,3000.5
69,3144.25
70,3165.125
71,3034.625
72,2859.5
73,2609.875
74,2174.5
75,1870.5
76,1856.875
77,1772.375
78,1842.75
79,2199.5
80,2582.25
81,2760.5
82,2989.5
83,3171.5
84,3123.5
85,3001.75
86,2831.75
87,2604.875
88,2299.875
89,1937.375
90,1822.125
91,1815.125
92,1895
93,1944.875
94,2311.375
95,2649
96,2954.375
97,3097.25
98,3186.625
99,2984.125
100,2967.25
101,2754.375
102,2483.875
103,1975
104,1829.5
105,1789.125
106,1782.125
107,1962.375
108,2300.625
109,2685.5
110,2876.75
111,3072
112,3117.875
113,3052.75
114,3032.375
115,2631.125
116,2530.875
117,2192.75
118,1891.875
119,1904.25
120,1926.75
121,1867.25
122,2218.5
123,2458.375
124,2829.625
125,3014.75
126,3238.5
127,3183.125
128,3114.75
129,2866
130,2527.75
131,2243.25
132,1813.375
133,1787.5
134,1797.125
135,1908.125
136,1973
137,2454.5
138,2666.125
139,2895.125
140,3066.75
141,3109
142,3132.5
143,2914.25
144,2642.25
145,2306.625
146,1962.375
147,1944.75
148,1892.5
149,2047.375
150,2048.625
151,2337
152,2709.625
153,2897.75
154,3072.875
155,3216.375
156,3157.75
157,2963.625
158,2780
159,2518.5
160,1924.5
161,1791.25
162,1744.25
163,1857
164,2011.25
165,2307.75
166,2627
167,2928
168,3114.875
169,3218.875
170,3083.625
171,3011.75
172,2753.875
173,2521.875
174,2097.25
175,1840.375
176,1812.75
177,1782.125
178,1899.125
179,2211.375
180,2559.625
181,2874.125
182,2959.375
183,3146.375
184,3097.875
185,3043.875
186,2906.375
187,2651.375
188,2260.5
189,1837
190,1806.75
191,1768.25
192,1819.875
193,2006.5
194,2373.625
195,2723.125
196,2882.25
197,3040.125
198,3186.5
199,3081.375
200,2958.375
201,2714.25
202,2438.75
203,1921
204,1841
205,1837.125
206,1887.625
207,1929.5
208,2390.375
209,2635.375
210,2868.5
211,3089.125
212,3138.875
213,3185.375
214,3027.375
215,2753.75
216,2532
217,2065
218,1873
219,1839.625
220,1819.25
221,1920.75
222,2238.875
223,2547.75
224,2782.625
225,2958
226,3108.25
227,3180.75
228,2939.875
229,2864.5
230,2684.25
231,2268.75
232,1948
233,1846.125
234,1859.125
235,1879.125
236,2152.25
237,2456.125
238,2770.75
239,2970.875
240,3168.875
241,3202.5
242,3093.875
243,2882.75
244,2634
245,2297.75
246,1886.5
247,1854.625
248,1862.5
249,1784.5
250,2003
251,2380
252,2674.5
253,2857.125
254,3161.375
255,3164.625
256,3068.625
257,2931.625
258,2769.625
259,2301.25
260,1970.5
261,1823.75
262,1874.75
263,1899.25
264,1981.75
265,2281.5
266,2617.375
267,2877
268,2979.75
269,3083.5
270,3152.25
271,3002.75
272,2766.875
273,2586.875
274,2086.5
275,1821.875
276,1781.5
277,1821.875
278,2004.375
279,2239.75
280,2579.625
281,2806.625
282,3037.75
283,3189.375
284,3145.5
285,3104.625
286,2835.125
287,2615.375
288,2170.5
289,1893.625
290,1802.5
291,1775.375
292,1936
293,2151.25
294,2497.875
295,2737.625
296,2813.125
297,3160.75
298,3030.75
299,3104.875
300,2903.5
301,2665.125
302,2355.875
303,1874.75
304,1827.625
305,1833
306,1896.625
307,2013.625
308,2414.125
309,2702.625
310,2834.75
311,3040.25
312,3123
313,3055.625
314,2917.875
315,2660.5
316,2386.625
317,1969.125
318,1823.25
319,1805
320,1797.25
321,1966.5
322,2340.875
323,2586.875
324,2840.5
325,3011.375
326,3038.875
327,3103.375
328,3078.375
329,2745.125
330,2549.375
331,2065.125
332,1776.125
333,1731.375
334,1787.875
335,1848.5
336,2200.5
337,2542.625
338,2827.125
339,3005.25
340,2991.5
341,3005.5
342,2941.375
343,2815
344,2544.875
345,2081.125
346,1994.375
347,1829
348,1871.125
349,1954.625
350,2118.625
351,2461.875
352,2788.75
353,2986.125
354,3089.875
355,3100.125
356,3052.75
357,2859.375
358,2661.5
359,2304.875
360,1943.25
361,1810.375
362,1821.25
363,1851.375
364,1977.25
365,2378.5
366,2685.125
367,2917.5
368,3078.5
369,3125.75
370,3090.875
371,2936.5
372,2742.5
373,2293.625
374,1961.25
375,1881.625
376,1942.875
377,1868.125
378,2052.875
379,2288.125
380,2666.75
381,2878.625
382,3066.875
383,3132.5
384,3080.625
385,2971.875
386,2822.625
387,2618
388,2187.625
389,1810.25
390,1822.5
391,1825
392,1828.625
393,2075.125
394,2434.375
395,2718
396,2946.5
397,3091.25
398,3157.5
399,3066.125
400,2931.875
401,2545.875
402,2337.625
403,1981
404,1890.25
405,1819.625
