F,I
1,379
2,431.375
3,462.875
4,557.75
5,578.5
6,536.25
7,499.375
8,454
9,460.125
10,348.75
11,343.625
12,327.25
13,338
14,373.5
15,383.25
16,408.25
17,460.375
18,548
19,575.5
20,554.25
21,523.5
22,448.375
23,372.5
24,353.625
25,353.75
26,383
27,372.25
28,419.125
29,500.25
30,549.625
31,578.125
32,543.25
33,548.375
34,513.25
35,435
36,348.625
37,347.125
38,342.5
39,367
40,370.75
41,408.75
42,436.875
43,504.625
44,553.375
45,576.625
46,521.5
47,511.5
48,470.625
49,406.125
50,365.125
51,352.25
52,359.125
53,365.375
54,404.5
55,432.375
56,515.75
57,565.125
58,583.625
59,561.5
60,523.75
61,427.25
62,349
63,345.875
64,354.25
65,373.125
66,392.375
67,428
68,438.5
69,529.75
70,562.5
71,556.375
72,540
73,503.625
74,414.5
75,366.75
76,348.625
77,349
78,376.375
79,386.625
80,422.125
81,474.125
82,558
83,572.875
84,573.375
85,566.875
86,499
87,448.625
88,368.125
89,349.875
90,354.625
91,355.625
92,400.5
93,423.25
94,473.5
95,515.125
96,554
97,551.5
98,527.375
99,474.375
100,415.375
101,356.25
102,339.5
103,352
104,368
105,383.875
106,424.375
107,487.75
108,552.625
109,568.5
110,574.5
111,552.875
112,487.75
113,399.5
114,352.375
115,330.75
116,355.125
117,374
118,397.875
119,413.25
120,490.5
121,540.625
122,527.875
123,547.125
124,553
125,450.375
126,369.75
127,348.625
128,337.625
129,350.25
130,369.125
131,413.625
132,434.875
133,497.875
134,572.25
135,576.75
136,570.875
137,531
138,460.875
139,420.375
140,368.75
141,349.25
142,349.125
143,359.375
144,378.75
145,418.875
146,504.875
147,548.25
148,535
149,542
150,551.125
151,488.5
152,406.625
153,364.625
154,347.375
155,368.75
156,364.25
157,391.125
158,421.75
159,490.375
160,544.5
161,587
162,543
163,545.625
164,463.25
165,397.125
166,347.5
167,357.5
168,364.625
169,368.625
170,405.875
171,422.875
172,506.375
173,596.375
174,568.875
175,547.5
176,499.5
177,434.75
178,367.625
179,347.125
180,323.125
181,371.75
182,375
183,394.625
184,439.625
185,514.125
186,553.625
187,568.375
188,544.25
189,494.25
190,446.25
191,379.75
192,353.625
193,361.75
194,356.25
195,370.75
196,384
197,422.75
198,485.75
199,549
200,565.5
201,542.125
202,542
203,448.5
204,382.75
205,349.25
206,346
207,355.875
208,370.75
209,385.625
210,421.75
211,475.75
212,544.125
213,556
214,547.5
215,519.5
216,457
217,369.875
218,358.75
219,343.25
220,371
221,366.375
222,394.5
223,466.375
224,525.25
225,548.625
226,547.625
227,518.75
228,487
229,407.75
230,349.25
231,336.75
232,368.5
233,367
234,378.5
235,415.5
236,458.25
237,532.625
238,582.75
239,566.125
240,534.625
241,508.75
242,450.125
243,378
244,352.25
245,334.875
246,368
247,370.75
248,399.875
249,452.875
250,495.75
251,538.875
252,540.5
253,518.875
254,535.625
255,427.125
256,373.375
257,346.375
258,348.375
259,354.875
260,368.75
261,390.5
262,458.875
263,503.75
264,553.375
265,570.125
266,598.375
267,531.75
268,467.5
269,382.125
270,354.625
271,350.5
272,355.25
273,374.625
274,391.125
275,416.25
276,508
277,566
278,525.75
279,542
280,541.625
281,455.25
282,362.5
283,336.625
284,345.125
285,360
286,357.25
287,379.375
288,417.25
289,474.25
290,556.125
291,561.75
292,522.25
293,515.375
294,468.625
295,379.625
296,369.125
297,344.5
298,362.125
299,369.25
300,421.75
301,429.125
302,503.25
303,548.125
304,549.25
305,513.25
306,489.5
307,429.625
308,378.25
309,344.25
310,347.25
311,356.875
312,366
313,398.375
314,418.375
315,477.375
316,516.375
317,584.25
318,549.25
319,516.5
320,483.5
321,409.625
322,338.125
323,358.125
324,362.75
325,366
326,388.375
327,429
328,500.625
329,540.5
330,556.75
331,530.5
332,517.5
333,448.5
334,357.875
335,356.5
336,353
337,367.25
338,373.25
339,392.375
340,454.75
341,518.5
342,574.5
343,527
344,554
345,486.375
346,403.125
347,351.5
348,340
349,358.75
350,340.25
351,376
352,414.625
353,466.375
354,577.625
355,575.625
356,526.625
357,496.25
358,441.25
359,366.875
360,345
361,350.125
362,350
363,349.625
364,380.625
365,401.875
366,458
367,521.125
368,565.875
369,559.5
370,537.875
371,457.875
372,371.125
373,361.625
374,365.5
375,372.875
376,374.375
377,404.5
378,474.375
379,542
380,560.625
381,543.625
382,516.5
383,483.375
384,405.625
385,355.625
386,336.375
387,358.125
388,374.875
389,371.5
390,402
391,426
392,501.75
393,567.625
394,538.75
395,559
396,467.125
397,382.375
398,351.875
399,345.5
400,350.5
401,370.5
402,378.875
403,430.875
404,497.375
405,583.875
406,576.25
407,555.25
408,543
409,444.5
410,347.75
411,310
412,326.625
413,378
414,354.625
415,393.5
416,437.625
417,509.875
418,553
419,571.25
420,567.75
421,531.625
422,446.25
423,359.125
424,347.125
425,359.125
426,362.125
427,362
428,387.875
429,436.125
430,514.5
431,573.25
432,569.625
433,536.5
434,479.375
435,418.75
436,370.875
437,326.375
438,340
439,356.125
440,367.875
441,383.25
442,448.75
443,536
444,555.5
445,564.625
446,559.875
447,467.375
448,440.75
449,364.75
450,347.875
451,359.875
452,375.75
453,372.75
454,388.75
455,446
456,522.375
457,561
458,580.875
459,551.75
460,501.875
461,461.125
462,448.5
463,355.375
464,318.625
465,324
466,365.375
467,365.875
468,372.5
469,404.25
470,446.875
471,507.5
472,541.875
473,537.125
474,530.375
475,434.75
476,361.625
477,351.875
478,351.875
479,381.125
480,386
481,420
482,483.75
483,521.5
484,588.5
485,567.75
486,557.125
487,475.625
488,432.875
489,359.25
490,340.25
491,335.625
492,368.125
493,373.75
494,408.75
495,424.125
496,448.75
497,511
498,532.75
499,532.875
500,465.75
501,395.75
502,333.875
503,325.75
504,357.5
505,373
506,395.375
507,419
508,489.625
509,549.875
510,569.5
511,550.875
512,525.375
513,448
514,391.125
515,346
516,338.75
517,338.5
518,355.125
519,344.25
520,396.5
521,446.75
522,524.875
523,571.75
524,539.125
525,494
526,459.625
527,409.625
528,345
529,342.125
530,357.625
531,348.75
532,354.5
533,386.625
534,428.875
535,491.25
536,529
537,560.75
538,541.5
539,512.875
540,462
541,384.125
542,351.5
543,354.375
544,367.5
545,357.25
546,371.75
547,435.375
548,509.5
549,558.125
550,540.875
551,495.125
552,481.75
553,449.5
554,395.625
555,331.75
556,330.75
557,336.75
558,363.125
559,353.375
560,367.875
561,415.5
562,469.875
563,542.25
564,547.375
565,522.5
566,500
567,407.125
568,363.875
569,366.125
570,364.75
571,356.125
572,376.125
573,419
574,498.625
575,531.5
576,580.25
577,541.375
578,527.75
579,467.75
580,424.125
581,341
582,347.125
583,336
584,352.75
585,362.375
586,386.875
587,436
588,492.75
589,547.125
590,557.125
591,551.75
592,482.625
593,421.375
594,373.125
595,347.75
596,352.75
597,354.875
598,375
599,383.5
600,444.625
601,481.25
602,552.625
603,559.875
604,564.625
605,510.5
606,413.375
607,353.875
608,327.375
609,346
610,370
