F,I
1,874.6364
2,744
3,781
4,861.0909
5,967.9091
6,1116
7,1227.6364
8,1306.3636
9,1325.2727
10,1285.6364
11,1203.2727
12,1124.6364
13,1056.6364
14,1039.9091
15,962.6364
16,822.2727
17,762.4545
18,780.3636
19,873.9091
20,1008.4545
21,1155.7273
22,1266.9091
23,1315.8182
24,1326.9091
25,1252.5454
26,1195.9091
27,1080.2727
28,998.4545
29,1005.8182
30,884
31,794.4545
32,745.6364
33,825.8182
34,924.3636
35,1054.6364
36,1217.7273
37,1332.7273
38,1347.1818
39,1325.6364
40,1265.1818
41,1153.3636
42,1083.9091
43,1001.8182
44,928.1818
45,768.3636
46,742.5455
47,792.7273
48,875.4545
49,980.7273
50,1137.5454
51,1234.9091
52,1327.0909
53,1296
54,1286.2727
55,1184.2727
56,1103.6364
57,1019.4545
58,977.9091
59,847.6364
60,732.7273
61,773.1818
62,841.8182
63,975
64,1040.8182
65,1259.1818
66,1338.0909
67,1264.5454
68,1278.9091
69,1232
70,1111.8182
71,1031.4546
72,976.7273
73,883.3636
74,779.2727
75,737.1818
76,812.0909
77,864.2727
78,997.8182
79,1149.9091
80,1239.5454
81,1291.7273
82,1289.2727
83,1241.7273
84,1165.7273
85,1045.3636
86,1026.0909
87,988.5455
88,835
89,743.1818
90,748.5455
91,823.2727
92,968.5455
93,1092.5454
94,1217.8182
95,1328.2727
96,1333.6364
97,1312.2727
98,1224.8182
99,1128.2727
100,1054.8182
101,983.4545
102,922.4545
103,779.7273
104,771.6364
105,811.0909
106,899.4545
107,1010.1818
108,1151.5454
109,1287.2727
110,1335.8182
111,1289.9091
112,1234.5454
113,1144.7273
114,1077.1818
115,1024.1818
116,986.9091
117,818.6364
118,744.7273
119,764.5455
120,832.7273
121,937.3636
122,1092.6364
123,1209.8182
124,1318.9091
125,1327.6364
126,1245.1818
127,1256.1818
128,1110.9091
129,1052.8182
130,1023.2727
131,886.3636
132,766.8182
133,761.4545
134,831.9091
135,925.3636
136,1027.6364
137,1161.6364
138,1285.1818
139,1324.5454
140,1304.5454
141,1231
142,1117.7273
143,1051.8182
144,1005.5455
145,945.0909
146,830.9091
147,785
148,806.2727
149,855.6364
150,1003.2727
151,1162.1818
152,1289.7273
153,1326.6364
154,1315.9091
155,1261.9091
156,1176.4546
157,1073.4546
158,1046.4546
159,993
160,855.8182
161,739.3636
162,744.7273
163,811.7273
164,921.1818
165,1059.7273
166,1195.7273
167,1260.7273
168,1301.6364
169,1262.0909
170,1216
171,1111.3636
172,1028.3636
173,984.4545
174,962.6364
175,814
176,766.9091
177,811.8182
178,863.7273
179,1005.8182
180,1139.7273
181,1268.5454
182,1303.5454
183,1296.3636
184,1255
185,1184.4546
186,1067
187,1034.1818
188,975.2727
189,833.2727
190,762.1818
191,786.7273
192,891.3636
193,971.8182
194,1102.1818
195,1263.6364
196,1316.0909
197,1286.9091
198,1220.6364
199,1215.9091
200,1130.0909
201,1030.4546
202,1011.1818
203,906.5455
204,750.0909
205,758.9091
206,840.3636
207,928.4545
208,1044.7273
209,1172.5454
210,1316.3636
211,1358.5454
212,1279.8182
213,1245.5454
214,1119
215,1022.4545
216,1025.0909
217,956.4545
218,810.8182
219,728.2727
220,776
221,849.9091
222,974.0909
223,1107.7273
224,1219.1818
225,1314.7273
226,1350.8182
227,1282
228,1213.7273
229,1083.1818
230,1077.8182
231,954
232,865.2727
233,744.9091
234,768.1818
235,846.4545
236,971.6364
237,1099.3636
238,1234.6364
239,1288.2727
240,1311.3636
241,1269.3636
242,1244.2727
243,1124
244,1018.3636
245,1013.8182
246,907.3636
247,764.8182
248,737
249,799.1818
250,912.3636
251,1026.4546
252,1142.2727
253,1264.9091
254,1314.2727
255,1298.4546
256,1265.8182
257,1114.9091
258,1073.7273
259,979.8182
260,971.0909
261,815.8182
262,732.6364
263,793.7273
264,878
265,988.9091
266,1115.2727
267,1254.4546
268,1331.9091
269,1286.2727
270,1239.5454
271,1188.7273
272,1045.6364
273,998.7273
274,974.9091
275,829.5455
276,738.8182
277,771.8182
278,856.9091
279,951.1818
280,1077.3636
281,1243.3636
282,1351.4546
283,1342.1818
284,1310
285,1224.7273
286,1089.8182
287,1040.5454
288,985.1818
289,876.4545
