Class,Larva,Num_Peaks,Num_RR_Intervals,Mean_RR_ms,Std_RR_ms,Min_RR_ms,Max_RR_ms
4_Carbachol 1 µM,Larva 04,1051,1050,285.1904761904762,21.951502926351615,225.0,425.0
4_Carbachol 1 µM,Larva 05,984,983,304.88301119023396,21.254203014107112,250.0,575.0
4_Carbachol 1 µM,Larva 06,1052,1051,285.1569933396765,14.702864051658578,250.0,350.0
4_Carbachol 1 µM,Larva 07,961,960,312.0833333333333,14.015740159628468,275.0,350.0
4_Carbachol 1 µM,Larva 08,1007,1006,297.7882703777336,15.387761447858493,250.0,350.0
4_Carbachol 1 µM,Larva 09,913,912,328.61842105263156,18.304179686567583,300.0,450.0
4_Carbachol 1 µM,Larva 10,955,954,314.0985324947589,14.893920429858511,275.0,350.0
4_Carbachol 1 µM,Larva 11,922,921,325.4343105320304,32.554577506066124,150.0,450.0
4_Carbachol 1 µM,Larva 12,878,877,341.9327251995439,19.93572999490151,300.0,475.0
4_Carbachol 1 µM,Larva 13,1009,1008,297.14781746031747,10.263153349000099,275.0,325.0
4_Carbachol 1 µM,Larva 14,986,985,303.9593908629442,19.435128999388212,275.0,500.0
4_Carbachol 1 µM,Larva 15,881,880,340.53977272727275,16.791455076458107,300.0,400.0
4_Carbachol 1 µM,Larva 16,924,923,324.48537378114844,26.849376268522825,275.0,525.0
4_Carbachol 1 µM,Larva 17,952,951,315.03680336487906,16.293629027301307,275.0,375.0
4_Carbachol 1 µM,Larva 18,915,914,327.76258205689277,18.339118915882562,275.0,400.0
4_Carbachol 1 µM,Larva 19,954,953,314.1920251836306,15.490506160330858,275.0,350.0
4_Carbachol 1 µM,Larva 20,996,995,301.15577889447235,12.578231745382956,275.0,375.0
4_Carbachol 1 µM,Larva 21,981,980,305.73979591836735,14.754406050991491,275.0,375.0
4_Carbachol 1 µM,Larva 22,1022,1021,293.462291870715,18.89415329237257,250.0,500.0
4_Carbachol 1 µM,Larva 23,920,919,325.97932535364527,17.388494663463057,300.0,450.0
4_Carbachol 1 µM,Larva 24,954,953,314.401888772298,16.251856834754147,275.0,375.0
4_Carbachol 1 µM,Larva 25,921,920,325.5978260869565,21.102008858940366,275.0,600.0
4_Carbachol 1 µM,Larva 26,975,974,307.5205338809035,13.84821982504517,275.0,375.0
4_Carbachol 1 µM,Larva 27,987,986,303.5496957403651,14.76922080796973,275.0,350.0
4_Carbachol 1 µM,Larva 28,882,881,340.1248581157775,35.018014913087164,300.0,525.0
4_Carbachol 1 µM,Larva 29,933,932,321.45922746781116,18.66135556913999,275.0,375.0
4_Carbachol 1 µM,Larva 30,945,944,317.34639830508473,12.300429222660973,250.0,350.0
4_Carbachol 1 µM,Larva 31,944,943,317.7094379639449,13.787217480547248,275.0,375.0
4_Carbachol 10 µM,Larva 01,898,897,334.11371237458195,13.297907285329618,300.0,425.0
4_Carbachol 10 µM,Larva 02,732,731,409.7127222982216,41.76000861680078,350.0,675.0
4_Carbachol 10 µM,Larva 03,865,864,346.2962962962963,20.712095794692164,300.0,525.0
4_Carbachol 10 µM,Larva 04,831,830,360.6024096385542,18.00932807764076,325.0,450.0
4_Carbachol 10 µM,Larva 05,756,755,396.6887417218543,66.93845996824282,250.0,700.0
4_Carbachol 10 µM,Larva 06,943,942,317.9936305732484,31.1024941105612,275.0,700.0
4_Carbachol 10 µM,Larva 07,954,953,314.2444910807975,22.113084197750524,275.0,700.0
4_Carbachol 10 µM,Larva 08,917,916,326.9377729257642,48.18977963651304,275.0,725.0
4_Carbachol 10 µM,Larva 09,843,842,355.70071258907365,29.270354583596376,225.0,550.0
4_Carbachol 10 µM,Larva 10,919,918,326.22549019607845,13.067043625740533,300.0,375.0
4_Carbachol 10 µM,Larva 11,991,990,302.57575757575756,12.398346997259868,275.0,350.0
4_Carbachol 10 µM,Larva 12,975,974,307.70020533880904,22.792665612150824,275.0,625.0
4_Carbachol 10 µM,Larva 13,729,728,411.60714285714283,25.494279762879035,350.0,650.0
4_Carbachol 10 µM,Larva 14,862,861,347.5900116144019,30.66006861239776,175.0,650.0
4_Carbachol 10 µM,Larva 15,786,785,381.687898089172,18.32608162037082,325.0,525.0
4_Carbachol 10 µM,Larva 16,1078,1077,278.0872794800371,13.808606702385534,200.0,475.0
4_Carbachol 10 µM,Larva 17,1056,1055,283.86255924170615,22.485067632454744,250.0,675.0
4_Carbachol 10 µM,Larva 18,801,800,374.4375,30.81693680024022,325.0,650.0
4_Carbachol 10 µM,Larva 19,949,948,316.0601265822785,24.758529468015183,250.0,650.0
4_Carbachol 10 µM,Larva 20,978,977,306.6018423746162,15.172772194063397,275.0,375.0
4_Carbachol 10 µM,Larva 21,953,952,314.6533613445378,14.515480335615207,275.0,425.0
4_Carbachol 10 µM,Larva 22,867,866,345.6986143187067,24.228329245610354,300.0,500.0
4_Carbachol 10 µM,Larva 23,996,995,301.13065326633165,14.41847694670593,275.0,450.0
4_Carbachol 10 µM,Larva 24,854,853,351.58264947245016,17.926299005326264,300.0,400.0
4_Carbachol 10 µM,Larva 25,1043,1042,287.4040307101727,19.04139603663578,225.0,475.0
4_Carbachol 10 µM,Larva 26,988,987,303.6980749746707,19.66028676614107,250.0,475.0
4_Carbachol 10 µM,Larva 27,980,979,306.2053115423902,16.03360020157298,250.0,550.0
4_Carbachol 10 µM,Larva 28,1008,1007,297.5422045680238,18.895572436471603,250.0,475.0
4_Carbachol 10 µM,Larva 29,974,973,307.9650565262076,17.690987245613265,275.0,425.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 01 - 14.07.25,579,578,517.7768166089966,109.07537003532708,350.0,925.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 03 - 14.07.25,658,657,455.7077625570776,81.68316756614674,350.0,725.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 04 - 14.07.25,714,713,419.7405329593268,177.62369807728368,150.0,1200.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 06 - 14.07.25,833,832,360.09615384615387,76.53825014466362,275.0,825.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 07 - 14.07.25,904,903,331.94905869324475,29.19214340632544,300.0,450.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 09 - 14.07.25,686,685,437.37226277372264,108.62961965846436,175.0,925.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 12 - 14.07.25,529,528,567.1875,132.40132430260405,275.0,1425.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 13 - 14.07.25,674,673,445.1708766716196,50.7090197038022,350.0,875.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 14 - 14.07.25,596,595,502.39495798319325,133.6288110185896,150.0,1650.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 15 - 14.07.25,656,655,456.793893129771,75.23263843818226,375.0,750.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 16 - 14.07.25,770,769,389.629388816645,128.34177679952145,150.0,1500.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 18 - 16.07.25,613,612,489.5016339869281,131.91291813611846,200.0,1000.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 19 - 16.07.25,831,830,360.7530120481928,28.271582383121714,300.0,550.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 20 - 16.07.25,713,712,420.0842696629214,183.32541883426518,150.0,1250.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 23 - 16.07.25,586,585,511.70940170940173,186.75039604891973,150.0,1400.0
4_Carbachol 100 µM - first 5 minutes after washout,Larva 27 - 16.07.25,699,698,428.5458452722063,48.794185514719146,325.0,800.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 01 - 14.07.25,810,809,370.51915945611864,21.72652685388978,325.0,450.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 03 - 14.07.25,846,845,354.14201183431953,12.065058286451881,325.0,400.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 04 - 14.07.25,827,826,362.34866828087166,70.34843739206276,225.0,850.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 06 - 14.07.25,1014,1013,295.7305034550839,12.103919373844452,275.0,425.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 07 - 14.07.25,998,997,300.45135406218657,10.004857930958941,275.0,325.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 09 - 14.07.25,951,950,315.6578947368421,15.268261397231278,275.0,400.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 12 - 14.07.25,615,614,488.3957654723127,24.43814331159973,450.0,575.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 13 - 14.07.25,840,839,356.9725864123957,12.938857290913239,325.0,400.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 14 - 14.07.25,871,870,344.3965517241379,25.782204271064778,300.0,725.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 15 - 14.07.25,769,768,389.6809895833333,14.936795766519833,375.0,475.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 16 - 14.07.25,613,612,489.37908496732024,182.42181623831505,150.0,1325.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 18 - 16.07.25,774,773,387.77490297542045,58.80683876941005,325.0,825.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 19 - 16.07.25,876,875,342.42857142857144,36.18151518132328,150.0,475.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 20 - 16.07.25,757,756,396.2632275132275,58.81399045449171,175.0,625.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 23 - 16.07.25,772,771,388.74837872892346,47.83601454191966,150.0,875.0
4_Carbachol 100 µM - second 5 minutes after washout,Larva 27 - 16.07.25,818,817,366.52386780905755,14.611567347137361,300.0,425.0
control/1_Control,Larva 01 - 01.04.25,988,987,303.57142857142856,10.935739085550104,200.0,350.0
control/1_Control,Larva 02 - 01.04.25,1034,1033,289.9564375605034,14.263901854623024,250.0,350.0
control/1_Control,Larva 03 - 01.04.25,1038,1037,288.78977820636453,12.625690989005049,250.0,325.0
control/1_Control,Larva 04 - 01.04.25,995,994,301.38329979879273,20.463024581591572,225.0,475.0
control/1_Control,Larva 05 - 01.04.25,929,928,323.0064655172414,10.448558368989966,250.0,350.0
control/1_Control,Larva 06 - 01.04.25,1003,1002,298.90219560878245,18.922903124107886,175.0,625.0
control/1_Control,Larva 07 - 01.04.25,944,943,317.6033934252386,12.571478312339554,225.0,350.0
control/1_Control,Larva 08 - 01.04.25,992,991,302.16952573158426,15.734153679341642,250.0,375.0
control/1_Control,Larva 09 - 01.04.25,865,864,346.64351851851853,18.52538935037508,300.0,525.0
control/1_Control,Larva 10 - 01.04.25,882,881,339.64245175936435,27.728257576391293,250.0,725.0
control/1_Control,Larva 11 - 01.04.25,785,784,382.17474489795916,13.553421321819803,275.0,400.0
control/1_Control,Larva 12 - 01.04.25,723,722,414.9584487534626,32.78294167983803,375.0,675.0
control/1_Control,Larva 13 - 01.04.25,789,788,380.3299492385787,46.60238187522312,325.0,675.0
control/1_Control,Larva 14 - 06.04.25,1015,1014,295.4881656804734,12.1111452895676,275.0,425.0
control/1_Control,Larva 15 - 06.04.25,928,927,323.2200647249191,15.433788945168624,300.0,375.0
control/1_Control,Larva 16 - 06.04.25,1058,1057,283.3727530747398,13.700442136950215,250.0,350.0
control/1_Control,Larva 17 - 06.04.25,924,923,324.3228602383532,17.188704360214302,300.0,575.0
control/1_Control,Larva 18 - 06.04.25,949,948,315.954641350211,17.126393182359536,250.0,425.0
control/1_Control,Larva 19 - 06.04.25,987,986,303.77789046653146,12.849667441579927,150.0,325.0
control/1_Control,Larva 20 - 06.04.25,947,946,316.622621564482,14.049680648320397,275.0,350.0
control/1_Control,Larva 21 - 06.04.25,853,852,351.37910798122067,17.223828486979993,325.0,500.0
control/1_Control,Larva 22 - 06.04.25,894,893,335.5263157894737,22.06583429652069,300.0,700.0
control/1_Control,Larva 23 - 06.04.25,963,962,311.2006237006237,15.50227263956659,275.0,475.0
control/1_Control,Larva 24 - 06.04.25,841,840,356.4583333333333,13.051570862701814,325.0,400.0
control/1_Control,Larva 25 - 06.04.25,970,969,309.3137254901961,12.403128348471974,275.0,350.0
control/1_Control,Larva 26 - 06.04.25,912,911,328.9517014270033,16.42512448807389,275.0,400.0
control/1_Control,Larva 27 - 06.04.25,885,884,338.7160633484163,12.996594224097759,325.0,375.0
control/2_Control,Larva 01,991,990,302.57575757575756,13.235696231370273,275.0,375.0
control/2_Control,Larva 02,1025,1024,292.5048828125,14.594117219213436,275.0,350.0
control/2_Control,Larva 03,1024,1023,292.93743890518084,12.684532190098835,275.0,350.0
control/2_Control,Larva 04,1024,1023,292.93743890518084,12.19337496552068,225.0,350.0
control/2_Control,Larva 05,940,939,319.1160809371672,14.106937816021587,275.0,450.0
control/2_Control,Larva 06,1057,1056,283.59375,12.410158914004016,250.0,325.0
control/2_Control,Larva 07,1046,1045,286.67464114832535,19.133611748842295,150.0,550.0
control/2_Control,Larva 08,1066,1065,281.3380281690141,14.72656281859113,250.0,325.0
control/2_Control,Larva 09,1048,1047,286.0792741165234,15.147489484316758,225.0,325.0
control/2_Control,Larva 10,992,991,302.3713420787084,10.977793662586311,275.0,325.0
control/2_Control,Larva 11,1050,1049,285.65300285986655,12.554084825145212,250.0,325.0
control/2_Control,Larva 12,1101,1100,272.3181818181818,21.043000053216495,150.0,525.0
control/2_Control,Larva 13,1031,1030,290.752427184466,19.428531439987964,250.0,500.0
control/2_Control,Larva 14,1020,1019,293.91560353287537,20.083895234632866,225.0,500.0
control/2_Control,Larva 15,1120,1119,267.69436997319036,23.60309037737798,225.0,625.0
control/2_Control,Larva 16,1029,1028,291.658560311284,14.176388637959102,275.0,425.0
control/2_Control,Larva 17,1057,1056,283.9725378787879,16.83701402524937,225.0,375.0
control/2_Control,Larva 18,1082,1081,277.22016651248845,11.618416605226662,250.0,300.0
control/2_Control,Larva 19,1053,1052,284.7671102661597,14.67382832314195,175.0,350.0
control/2_Control,Larva 20,1053,1052,284.6720532319392,20.56039647936784,250.0,625.0
control/2_Control,Larva 21,1071,1070,280.0233644859813,11.227237236736102,250.0,300.0
control/2_Control,Larva 22,1042,1041,287.9202689721422,13.056898402494825,250.0,325.0
control/2_Control,Larva 23,1172,1171,255.99914602903502,11.815584056567175,225.0,275.0
control/2_Control,Larva 24,1126,1125,266.35555555555555,13.993896376723287,175.0,350.0
control/2_Control,Larva 25,1037,1036,289.18918918918916,17.71636567854986,250.0,375.0
control/2_Control,Larva 26,1065,1064,281.79041353383457,13.891167415297279,250.0,450.0
control/2_Control,Larva 27,996,995,301.08040201005025,20.835888246829505,275.0,750.0
control/2_Control,Larva 28,1034,1033,289.9080348499516,14.89447435209817,200.0,400.0
control/3_Control,Larva 01,1015,1014,295.61143984220905,18.69037943251002,225.0,650.0
control/3_Control,Larva 02,1044,1043,287.27229146692235,14.245642189914163,225.0,325.0
control/3_Control,Larva 03,1119,1118,267.79964221824685,14.132237720357434,250.0,400.0
control/3_Control,Larva 04,1088,1087,275.59797608095676,18.56417585454796,200.0,575.0
control/3_Control,Larva 05,1100,1099,272.7024567788899,16.413495173470867,225.0,450.0
control/3_Control,Larva 06,1067,1066,280.90994371482174,11.8728154738622,250.0,325.0
control/3_Control,Larva 07,1105,1104,271.5126811594203,13.08673069745137,250.0,375.0
control/3_Control,Larva 08,1078,1077,278.22655524605386,12.449068775977148,225.0,350.0
control/3_Control,Larva 09,1018,1017,294.64110127826945,14.138450191296368,250.0,400.0
control/3_Control,Larva 10,989,988,303.415991902834,12.076679241662724,250.0,350.0
control/3_Control,Larva 11,915,914,327.6531728665208,13.80510861419667,300.0,375.0
control/3_Control,Larva 12,934,933,320.98070739549837,12.989716962523573,300.0,375.0
control/3_Control,Larva 13,914,913,328.1763417305586,34.14643116353935,175.0,700.0
control/3_Control,Larva 14,866,865,346.32947976878614,12.502998404123764,300.0,375.0
control/3_Control,Larva 15,869,868,345.1900921658986,16.904572050563825,300.0,425.0
control/3_Control,Larva 16,835,834,359.14268585131896,15.521008443331036,325.0,425.0
control/3_Control,Larva 17,957,956,313.4152719665272,13.425921698773573,275.0,350.0
control/3_Control,Larva 18,941,940,318.51063829787233,14.232674933503842,275.0,350.0
control/3_Control,Larva 19,882,881,339.8978433598184,14.494541064174761,300.0,400.0
control/3_Control,Larva 20,944,943,317.7094379639449,13.197753030344565,275.0,350.0
control/3_Control,Larva 21,922,921,325.1900108577633,10.770619348524255,300.0,350.0
control/3_Control,Larva 22,973,972,308.12757201646093,13.732159434949452,275.0,450.0
control/3_Control,Larva 23,944,943,317.86850477200426,17.08210149564934,275.0,425.0
control/3_Control,Larva 24,949,948,315.954641350211,14.408559691444486,275.0,450.0
control/3_Control,Larva 25,931,930,322.0430107526882,15.3583811160311,275.0,400.0
control/3_Control,Larva 26,944,943,317.6033934252386,13.088072214650479,275.0,350.0
control/3_Control,Larva 27,902,901,332.32519422863487,18.297508005548398,175.0,525.0
control/3_Control,Larva 28,978,977,306.525076765609,13.20175059028726,275.0,350.0
control/3_Control,Larva 29,821,820,365.0914634146341,34.814283237927114,225.0,700.0
control/3_Control,Larva 30,911,910,329.2032967032967,12.979162933349311,300.0,375.0
control/3_Control,Larva 31,832,831,360.74007220216606,29.9371555078053,275.0,525.0
control/4_Control,Larva 01 - 01.04.25,978,977,306.5506653019447,12.048424219351304,250.0,375.0
control/4_Control,Larva 02 - 01.04.25,947,946,316.7019027484144,12.049928573255663,300.0,350.0
control/4_Control,Larva 03 - 01.04.25,977,976,306.94159836065575,12.182259638681964,275.0,350.0
control/4_Control,Larva 04 - 01.04.25,884,883,339.29784824462064,20.473297414796864,275.0,500.0
control/4_Control,Larva 05 - 01.04.25,938,937,320.0373532550694,18.67899055031435,175.0,525.0
control/4_Control,Larva 06 - 01.04.25,755,754,397.61273209549074,44.277322901287576,350.0,775.0
control/4_Control,Larva 07 - 01.04.25,940,939,319.1160809371672,14.294422275021219,300.0,375.0
control/4_Control,Larva 08 - 01.04.25,846,845,354.4378698224852,12.384758153294644,325.0,425.0
control/4_Control,Larva 09 - 01.04.25,892,891,335.99887766554434,12.633618009712709,300.0,375.0
control/4_Control,Larva 10 - 01.04.25,857,856,349.7371495327103,17.982853289608517,325.0,500.0
control/4_Control,Larva 11 - 01.04.25,909,908,329.9284140969163,14.218649218214727,300.0,375.0
control/4_Control,Larva 12 - 06.04.25,1011,1010,296.53465346534654,37.78025686834765,150.0,625.0
control/4_Control,Larva 13 - 06.04.25,955,954,313.94129979035637,20.208055993383407,275.0,425.0
control/4_Control,Larva 14 - 06.04.25,872,871,343.8289322617681,36.747900131467844,200.0,625.0
control/4_Control,Larva 15 - 06.04.25,954,953,314.0083945435467,29.072546174598056,275.0,700.0
control/4_Control,Larva 16 - 06.04.25,990,989,302.6541961577351,11.350101672392878,275.0,325.0
control/4_Control,Larva 17 - 06.04.25,1041,1040,288.2932692307692,12.61849805477197,275.0,325.0
control/4_Control,Larva 18 - 06.04.25,1038,1037,288.81388621022177,12.575368925211743,250.0,325.0
control/4_Control,Larva 19 - 06.04.25,925,924,324.2694805194805,12.957301646712798,300.0,500.0
control/4_Control,Larva 20 - 06.04.25,891,890,336.5730337078652,15.067181122439322,300.0,450.0
control/4_Control,Larva 21 - 06.04.25,853,852,351.6725352112676,13.078924258894038,275.0,400.0
control/4_Control,Larva 22 - 06.04.25,799,798,375.43859649122805,12.382100187274652,350.0,400.0
control/4_Control,Larva 23 - 06.04.25,671,670,447.0149253731343,137.821698845848,150.0,1100.0
control/4_Control,Larva 24 - 06.04.25,879,878,341.3154897494305,15.304636594762089,325.0,550.0
control/4_Control,Larva 25 - 06.04.25,883,882,339.6258503401361,14.631781743018669,300.0,500.0
control/4_Control,Larva 26 - 06.04.25,803,802,373.4725685785536,10.142617458704935,350.0,400.0
control/4_Control,Larva 27 - 06.04.25,878,877,341.8187001140251,14.452145438459251,275.0,425.0
control/4_Control,Larva 28 - 06.04.25,848,847,353.60094451003545,20.943425205071293,325.0,650.0
control/4_Control,Larva 29 - 06.04.25,963,962,311.66839916839916,18.720707384159546,250.0,475.0
control/4_Control,Larva 30 - 06.04.25,977,976,306.9159836065574,13.658117394202964,275.0,425.0
control/5_Control,Larva 01 - 14.07.25,908,907,330.0165380374862,11.366149860726427,300.0,350.0
control/5_Control,Larva 03 - 14.07.25,976,975,307.46153846153845,15.236336718761995,225.0,525.0
control/5_Control,Larva 04 - 14.07.25,930,929,322.41657696447794,14.489883064079821,275.0,375.0
control/5_Control,Larva 06 - 14.07.25,1094,1093,274.0393412625801,10.757720618490598,250.0,400.0
control/5_Control,Larva 07 - 14.07.25,1008,1007,297.56703078450846,16.683549968313972,250.0,425.0
control/5_Control,Larva 09 - 14.07.25,1042,1041,287.9682997118156,13.101171160387361,250.0,400.0
control/5_Control,Larva 12 - 14.07.25,938,937,319.5837780149413,13.345730010979645,300.0,425.0
control/5_Control,Larva 13 - 14.07.25,865,864,346.6145833333333,14.412598022939285,300.0,475.0
control/5_Control,Larva 14 - 14.07.25,908,907,330.1819184123484,12.994146059720425,275.0,450.0
control/5_Control,Larva 15 - 14.07.25,898,897,334.00222965440355,20.62788091539837,300.0,600.0
control/5_Control,Larva 16 - 14.07.25,931,930,322.31182795698925,9.391689868924393,300.0,350.0
control/5_Control,Larva 18 - 16.07.25,1006,1005,298.1592039800995,13.671502385466091,275.0,375.0
control/5_Control,Larva 19 - 16.07.25,912,911,328.8968166849616,11.473077385138902,300.0,375.0
control/5_Control,Larva 20 - 16.07.25,965,964,310.55497925311204,13.88034544706507,275.0,475.0
control/5_Control,Larva 23 - 16.07.25,924,923,324.75622968580717,14.27444024435306,275.0,375.0
control/6_Control,Larva 01,1164,1163,257.6956147893379,14.694488284013119,200.0,375.0
control/6_Control,Larva 02,1026,1025,292.1463414634146,14.9153072061602,250.0,350.0
control/6_Control,Larva 03,1035,1034,289.6276595744681,16.873108431448827,250.0,550.0
control/6_Control,Larva 04,985,984,304.2936991869919,12.899475352307785,250.0,350.0
control/6_Control,Larva 05,890,889,336.92350956130485,27.192617907675896,250.0,600.0
control/6_Control,Larva 06,998,997,300.3761283851555,19.374210485886152,275.0,475.0
control/6_Control,Larva 07,914,913,327.95728368017524,18.262877017571903,275.0,425.0
control/6_Control,Larva 08,773,772,387.95336787564764,56.8548091900382,325.0,775.0
control/6_Control,Larva 09,915,914,327.9266958424508,13.74972005370257,300.0,375.0
control/6_Control,Larva 10,895,894,335.01118568232664,14.878324103351115,300.0,525.0
control/6_Control,Larva 11,911,910,329.14835164835165,12.290663504093216,300.0,350.0
control/6_Control,Larva 12,937,936,319.7916666666667,13.486079202828273,300.0,375.0
control/6_Control,Larva 13,903,902,332.06762749445676,44.320677764670705,200.0,950.0
control/6_Control,Larva 14,993,992,302.0665322580645,11.259566222690507,275.0,350.0
control/6_Control,Larva 15,961,960,311.9010416666667,14.009133886442228,275.0,350.0
control/6_Control,Larva 16,1010,1009,296.9524281466799,13.586478023581872,275.0,375.0
control/6_Control,Larva 17,1018,1017,294.5673549655851,12.16930856615229,250.0,350.0
control/6_Control,Larva 18,878,877,341.67616875712656,27.155870700196193,200.0,625.0
control/6_Control,Larva 19,1017,1016,294.7096456692913,12.683276292513897,275.0,325.0
control/6_Control,Larva 20,955,954,313.7840670859539,16.547989985413462,275.0,475.0
control/6_Control,Larva 21,982,981,305.35168195718654,18.770942629000114,250.0,375.0
control/6_Control,Larva 22,957,956,313.57217573221754,15.452587083315356,275.0,425.0
control/6_Control,Larva 23,929,928,322.73706896551727,14.318116268490154,275.0,375.0
control/6_Control,Larva 24,890,889,336.78290213723284,17.97383112474589,300.0,525.0
control/6_Control,Larva 25,941,940,318.53723404255317,18.95160962143048,275.0,600.0
control/6_Control,Larva 26,989,988,303.2894736842105,12.189844886071088,275.0,325.0
control/6_Control,Larva 27,985,984,304.344512195122,12.683699383326587,275.0,375.0
control/6_Control,Larva 28,954,953,314.1920251836306,20.162713225356605,275.0,600.0
control/6_Control,Larva 29,949,948,315.84915611814347,17.565171875075507,200.0,500.0
control/6_Control,Larva 30,950,949,315.72708113804003,16.934396257986283,200.0,500.0
control/6_Control,Larva 31,835,834,359.11270983213427,19.763087376035884,175.0,425.0
control/7_Control,Larva 01,814,813,368.1119311193112,15.24409083457814,325.0,475.0
control/7_Control,Larva 02,968,967,309.79834539813857,13.172378630786445,275.0,375.0
control/7_Control,Larva 03,936,935,320.24064171122996,11.033292138663043,300.0,350.0
control/7_Control,Larva 04,878,877,341.41961231470924,33.18957644801134,150.0,775.0
control/7_Control,Larva 05,939,938,319.3496801705757,12.327846722025722,300.0,375.0
control/7_Control,Larva 06,924,923,324.7020585048754,13.188485493365473,300.0,375.0
control/7_Control,Larva 07,940,939,319.0894568690096,13.639840380477413,275.0,375.0
control/7_Control,Larva 08,907,906,330.7671081677704,21.382717222831317,275.0,750.0
control/7_Control,Larva 09,900,899,333.03670745272524,31.816698812230452,275.0,775.0
control/7_Control,Larva 10,883,882,339.6541950113379,17.696724829851068,300.0,525.0
control/7_Control,Larva 11,1022,1021,293.486777668952,14.526043735977147,250.0,525.0
control/7_Control,Larva 12,913,912,328.26206140350877,11.514691574957839,300.0,375.0
control/7_Control,Larva 13,906,905,331.1878453038674,15.335945796684062,300.0,450.0
control/7_Control,Larva 14,1000,999,300.0,12.047619895445953,275.0,350.0
control/7_Control,Larva 15,925,924,324.02597402597405,20.020913757559544,275.0,500.0
control/7_Control,Larva 16,986,985,304.23857868020303,12.306530560094933,200.0,350.0
control/7_Control,Larva 17,1057,1056,283.7121212121212,16.242669816664574,250.0,475.0
control/7_Control,Larva 18,909,908,330.011013215859,20.948065891918525,250.0,625.0
control/7_Control,Larva 19,887,886,337.83860045146724,33.6306777052903,250.0,625.0
control/7_Control,Larva 20,1026,1025,292.390243902439,12.223284554748993,275.0,325.0
control/7_Control,Larva 21,940,939,319.00958466453676,12.92762328544799,300.0,400.0
control/7_Control,Larva 22,895,894,335.01118568232664,17.10769572317013,300.0,525.0
control/7_Control,Larva 23,1021,1020,293.52941176470586,13.685691599474978,250.0,350.0
control/7_Control,Larva 24,935,934,320.63704496788006,13.1025423037817,300.0,400.0
control/7_Control,Larva 25,1169,1168,256.4640410958904,11.928600721643479,200.0,275.0
control/7_Control,Larva 26,1066,1065,281.2910798122066,11.428477948689272,225.0,300.0
control/7_Control,Larva 27,1046,1045,286.8421052631579,17.946729983452908,250.0,375.0
control/7_Control,Larva 28,1088,1087,275.5289788408464,13.575264221415546,250.0,450.0
control/7_Control,Larva 29,1169,1168,256.5068493150685,14.388147507699575,225.0,450.0
