RR_Intervals_ms
350.0
275.0
325.0
300.0
300.0
325.0
275.0
325.0
300.0
300.0
300.0
325.0
300.0
300.0
325.0
300.0
300.0
325.0
300.0
300.0
325.0
300.0
300.0
300.0
325.0
325.0
300.0
325.0
300.0
300.0
275.0
300.0
325.0
325.0
275.0
325.0
300.0
325.0
300.0
325.0
325.0
275.0
350.0
275.0
300.0
300.0
325.0
325.0
300.0
300.0
325.0
300.0
300.0
350.0
325.0
300.0
300.0
325.0
300.0
325.0
325.0
300.0
325.0
300.0
325.0
350.0
275.0
325.0
300.0
325.0
350.0
250.0
350.0
325.0
325.0
325.0
300.0
325.0
325.0
300.0
300.0
350.0
325.0
325.0
325.0
275.0
325.0
300.0
325.0
325.0
300.0
325.0
325.0
300.0
325.0
325.0
275.0
350.0
300.0
300.0
400.0
275.0
325.0
325.0
300.0
300.0
325.0
325.0
300.0
325.0
300.0
325.0
300.0
325.0
300.0
350.0
300.0
325.0
300.0
325.0
300.0
325.0
300.0
325.0
325.0
275.0
325.0
325.0
300.0
375.0
300.0
300.0
325.0
325.0
300.0
325.0
325.0
325.0
300.0
350.0
300.0
325.0
300.0
350.0
300.0
300.0
325.0
300.0
325.0
375.0
275.0
350.0
325.0
325.0
300.0
300.0
350.0
300.0
300.0
325.0
300.0
350.0
325.0
300.0
325.0
325.0
350.0
350.0
225.0
325.0
350.0
325.0
300.0
325.0
300.0
325.0
350.0
300.0
300.0
350.0
350.0
275.0
325.0
325.0
325.0
350.0
275.0
300.0
325.0
325.0
350.0
275.0
325.0
350.0
275.0
325.0
325.0
300.0
325.0
300.0
350.0
325.0
300.0
300.0
325.0
350.0
300.0
300.0
350.0
300.0
350.0
275.0
325.0
325.0
300.0
325.0
350.0
300.0
300.0
325.0
325.0
325.0
350.0
300.0
325.0
350.0
275.0
325.0
325.0
325.0
325.0
300.0
350.0
325.0
325.0
375.0
275.0
325.0
350.0
275.0
350.0
325.0
350.0
275.0
325.0
350.0
300.0
350.0
300.0
300.0
375.0
325.0
350.0
325.0
300.0
325.0
300.0
350.0
325.0
325.0
300.0
350.0
300.0
325.0
400.0
250.0
350.0
300.0
350.0
325.0
275.0
350.0
325.0
350.0
275.0
350.0
300.0
350.0
325.0
300.0
325.0
350.0
325.0
300.0
325.0
325.0
400.0
250.0
325.0
325.0
350.0
350.0
300.0
325.0
325.0
325.0
325.0
325.0
350.0
300.0
350.0
300.0
325.0
325.0
350.0
325.0
325.0
325.0
325.0
350.0
325.0
350.0
300.0
350.0
325.0
325.0
350.0
300.0
325.0
375.0
300.0
350.0
325.0
325.0
350.0
300.0
350.0
325.0
325.0
350.0
325.0
300.0
325.0
325.0
325.0
350.0
325.0
325.0
325.0
350.0
300.0
350.0
350.0
300.0
350.0
350.0
300.0
350.0
325.0
325.0
325.0
325.0
325.0
375.0
