F,I
1,575.9286
2,596
3,627.9286
4,667.9286
5,715.5
6,802.2143
7,870.0714
8,953.2857
9,1020.6429
10,1007.8571
11,1025.1428
12,978
13,851.8571
14,790.7857
15,785.8571
16,769.3571
17,735.6429
18,721.7857
19,718.1429
20,621.0714
21,605.2143
22,581.8571
23,613.5
24,643.9286
25,664.7143
26,726.7857
27,801.4286
28,882.5714
29,990.7143
30,1038.1428
31,1045.7858
32,1026.5714
33,926.5714
34,838.7143
35,804
36,771.9286
37,750.9286
38,722.4286
39,725.7143
40,675.5714
41,596.4286
42,587.6429
43,607.7857
44,609.5
45,654.3571
46,701
47,766.0714
48,853.3571
49,936.0714
50,1012
51,1026.5
52,999.0714
53,966.3571
54,866.5
55,809.6429
56,788.4286
57,755.6429
58,755.7857
59,713.4286
60,716
61,669.2143
62,610.9286
63,601.9286
64,611.7857
65,624.2143
66,647.1429
67,705.2143
68,744.7857
69,843.2143
70,930.0714
71,1018.0714
72,1050.5714
73,1003.1429
74,972.7857
75,867.2857
76,806.4286
77,777.8571
78,747.8571
79,745.3571
80,744.2143
81,698.5
82,611.7143
83,599.1429
84,593.8571
85,592.9286
86,642.6429
87,670.7143
88,737
89,821.5714
90,933.4286
91,980.5714
92,1004.7857
93,1015.0714
94,1019.2143
95,880
96,819.1429
97,778
98,753.6429
99,757.3571
100,738.0714
101,724.9286
102,681.8571
103,617.3571
104,583.5
105,591.5
106,617.5714
107,645.8571
108,680.9286
109,767.8571
110,858.7143
111,915.0714
112,1020.9286
113,1009
114,1006.4286
115,981.0714
116,868.7143
117,794.8571
118,761.4286
119,762
120,757
121,756.2143
122,748.6429
123,709.1429
124,646.4286
125,607.7143
126,609.4286
127,608.5
128,632.4286
129,678.5
130,746.6429
131,813.0714
132,889.8571
133,971.4286
134,975.5714
135,1003.4286
136,1008.7857
137,941.5714
138,837.4286
139,789.2857
140,765
141,752.8571
142,727.2143
143,726.7143
144,723.9286
145,645.2857
146,605.4286
147,605.8571
148,597.7143
149,645.7857
150,690.1429
151,740.9286
152,824.2857
153,918.0714
154,967.8571
155,1029.3572
156,1012.5
157,1018.3571
158,927.9286
159,820.6429
160,780.2857
161,769.1429
162,750
163,760.4286
164,736.7143
165,681.6429
166,627.4286
167,593.3571
168,603.7143
169,623
170,648.5714
171,705.8571
172,764.3571
173,846.5
174,934.0714
175,1025.2142
176,1044.4286
177,998.5
178,997.0714
179,861.7857
180,804.6429
181,769.7143
182,765.2857
183,740.1429
184,712.3571
185,681.7857
186,589.2143
187,566.0714
188,590.4286
189,613.1429
190,648.4286
191,703.8571
192,759.5
193,849.7143
194,954.4286
195,1037
196,1021.8571
197,998.1429
198,977.4286
199,864.2857
200,790.2857
201,775.6429
202,767.6429
203,734.8571
204,737.3571
205,666.5
206,586.2143
207,579.5
208,586.2857
209,641.2857
210,674.8571
211,722.1429
212,804.2143
213,872.0714
214,974.8571
215,1023.4286
216,1029.7858
217,1035
218,938.4286
219,833.4286
220,797.3571
221,762.9286
222,766.5
223,753.7857
224,746.5
225,733.4286
226,729.2143
227,701.5
228,705.8571
229,658.7143
230,578.7857
231,559.3571
232,594.3571
233,611
234,680.1429
235,708.6429
236,797
237,877.7857
238,959.8571
239,1020.7857
240,1015.1429
241,1015.2857
242,977
243,860.1429
244,814.2143
245,767.7857
246,756.1429
247,738.5714
248,728.7143
249,691.2857
250,601.9286
251,595.4286
252,606.9286
253,605.8571
254,655.3571
255,678.7857
256,740.9286
257,839.8571
258,918.3571
259,1021.1429
260,1026.9286
261,1002.3571
262,991.5
263,857.6429
264,804.7143
265,784.5
266,765.6429
267,736.7143
268,742.1429
269,708.3571
270,611.5
271,592.8571
272,586.2857
273,606.9286
274,632.2143
275,692
276,776.5714
277,830.3571
278,916.8571
279,1016.7143
280,1036.2858
281,1040.1428
282,998.9286
283,870
284,806.3571
285,769.2857
286,745
287,747.5714
288,742.3571
289,728.8571
290,676.2857
291,624.7143
292,596.7143
293,600.7857
294,629.0714
295,658.6429
296,700.0714
297,777.6429
298,866.2857
299,948.2857
300,1023.5714
301,1035.4286
302,1021
303,970.7143
304,834.2857
305,787.9286
306,770.4286
307,772.4286
308,751.0714
309,736.9286
310,716.8571
311,640.2857
312,592.5714
313,599.0714
314,610.9286
315,624
316,687.5
317,748.5
318,800.6429
319,904.3571
320,1027.4286
321,1036.8572
322,1040.5
323,1038.5
324,922.2143
325,852.6429
326,782.2857
327,772.8571
328,772.7857
329,736.8571
330,753
331,729.4286
332,652.6429
333,623.6429
334,607.7857
335,611.2857
336,622.2857
337,677.0714
338,728.9286
339,817.1429
340,898.7857
341,989.4286
342,1061.5
343,1048.2142
344,1034.3572
345,937.1429
346,841.2143
347,783.9286
348,765.4286
349,769.5
350,757.4286
351,734.4286
352,715.7143
353,630.5
354,608.5714
355,615.5
356,622.7143
357,655.9286
358,680.7857
359,779.9286
360,869.7857
361,935
362,1016.3571
363,1044.5714
364,1034.1428
365,1022.6429
366,864.7143
367,816.7857
368,776.9286
369,772.2143
370,764.5
371,754.2143
372,725.6429
373,688.7143
374,610.6429
375,593.9286
376,603.2143
377,617.4286
378,664.7857
379,714.8571
380,792.6429
381,858.7857
382,951.4286
383,998.5714
384,990.7857
385,1007.5
386,993.7857
387,849.7857
388,803.8571
389,770.8571
390,752.2857
391,745.5714
392,732
393,735
394,644.1429
395,606.4286
396,595
397,616.0714
398,642.7143
399,688.3571
400,752.6429
401,806.7143
402,892.8571
403,926.0714
404,1002.7143
405,1029.7142
406,1009.2143
407,924.2143
408,824.1429
409,800.3571
410,753.5714
411,745.9286
412,735.7857
413,735.4286
414,659.8571
415,601.8571
416,564.3571
417,599.0714
418,624.3571
419,662.7857
420,725.0714
421,794.2143
422,877.0714
423,968
424,1014
425,1033
426,1017.6429
427,953.0714
428,834.7857
429,778.4286
430,793.7143
431,769.5
432,735.5
433,720.7857
434,619.7857
435,562.8571
436,561
437,595.8571
438,631.6429
439,675
440,728.1429
441,818.7857
442,898.7143
443,1000.7143
444,1033.0714
445,1024.6428
446,1019.8571
447,912.5
448,817.2143
449,801.9286
450,767.3571
451,734.7857
452,747.9286
453,727.2143
454,714.2143
455,611.7143
456,584.2857
457,594.7857
458,624.5714
459,642.8571
460,689.9286
461,759.6429
462,825.7857
463,901.2857
464,1012.2143
465,1012.0714
466,1001.2143
467,1003.4286
468,944.2143
469,840
470,790.6429
471,753.9286
472,741.2143
473,738.1429
474,737.1429
475,705.5
476,627.8571
477,600.7143
478,597.5
479,583.7857
480,647.7857
481,675.3571
482,728.3571
483,805.6429
484,896
485,993.6429
486,1051.2858
487,1026.5
488,1026.0714
489,923.8571
490,801.9286
491,770.5714
492,776
493,764.3571
494,736.7143
495,754.8571
496,679.8571
497,578.6429
498,585.0714
499,584.8571
500,608.7143
501,644.5714
502,696.8571
503,779.0714
504,856.4286
505,951.1429
506,1024.2858
507,1021.6429
508,1008.6429
509,979.4286
510,830.3571
511,795
512,774.7143
513,770.4286
514,752.2857
515,734.6429
516,720.6429
517,643.5714
518,590.5
519,575.9286
520,571.5
521,613.1429
522,638.1429
523,713.0714
524,774.2857
525,852.5
526,937.1429
527,1031.0714
528,1061
529,1025.4286
530,997.1429
531,871.6429
532,817.5714
533,794.5714
534,760.2857
535,749.5714
536,758.1429
537,674.1429
538,618.3571
539,589.7857
540,590.2143
541,610.2857
542,654.7857
543,700.1429
544,805.8571
545,880.4286
546,977.8571
547,1019.5714
548,1018.2857
549,1018.9286
550,957.4286
551,864.8571
552,805.3571
553,793
554,756.7857
555,767.9286
556,740.0714
557,702.5714
558,619.5
559,601.2857
560,599.2857
561,611.2857
562,632.5
563,676.1429
564,744.6429
565,825.9286
566,903.1429
567,968.5714
568,1011.7143
569,1040.2142
570,1012.1429
571,895.5714
572,816.7143
573,790.0714
574,769.4286
575,767.1429
576,753.8571
577,678.1429
578,609.2143
579,600.5
580,590.4286
581,611.5
582,670.1429
583,718.9286
584,793.5714
585,872.7857
586,966.9286
587,1000.2143
588,1001.7857
589,1028.7858
590,979.4286
591,861.7857
592,816.1429
593,792.7143
594,764.4286
595,756.5714
596,738
597,715.3571
598,641.0714
599,605.1429
600,597.8571
601,599.6429
602,655.2857
603,713.5
604,741.0714
605,815.8571
606,923.2143
607,988.7857
608,1016.8571
609,1027.7858
610,1028.8572
611,878.4286
612,817.5714
613,779.5
614,778.5714
615,754.8571
616,705.5714
617,631.9286
618,597.6429
619,596.2143
620,606.2143
621,642
622,694.1429
623,761.7857
624,838.6429
625,918.2857
626,986.2143
627,1023.7143
628,1028.4286
629,1015.3571
630,890.9286
631,803.7143
632,788
633,757
634,754.1429
635,720.7143
636,643.8571
637,602.3571
638,600.4286
639,609.4286
640,655.7143
641,696.9286
642,782.6429
643,852.1429
644,948.2143
645,1043.7858
646,1057.1428
647,1031.7858
648,1046.5714
649,888.2857
650,825.5
651,787.2857
652,769.7857
653,771.0714
654,750.0714
655,740.9286
656,741.5714
657,662
658,602.2857
659,601.3571
660,606.3571
661,637.2143
662,668.7143
663,716.7857
664,792.4286
665,900.1429
666,970.7857
667,1037.7142
668,1033
669,1031.0714
670,919.5714
671,846.9286
672,803.7857
673,769.1429
674,750.5
675,745.3571
676,738.9286
677,729.0714
678,674
679,605.0714
680,591.4286
681,593.1429
682,612.3571
683,666.1429
684,731.5
685,814.1429
686,890.2143
687,985.2857
688,1020.7143
689,1016.7143
690,1014.5
691,949.2857
692,859.0714
693,812.1429
694,770.1429
695,754.8571
696,735.8571
697,693.5
698,611.0714
699,580.8571
700,583.1429
701,590.5
702,644.7143
703,708.2857
704,785.8571
705,842.4286
706,952.2143
707,1046.5
708,1031.4286
709,1028.5
710,993.0714
711,865.3571
712,814.7857
713,778.2143
714,758.3571
715,752.0714
716,725.7857
717,724.8571
718,725.2857
719,726.0714
720,697.8571
721,711.2143
722,695.4286
723,705.2143
724,689.2857
725,707.7143
726,706.6429
727,681.2143
728,615
729,592.6429
730,587
731,617.1429
732,651.9286
733,709.2857
734,758.2143
735,851.0714
736,943
737,1051.5
738,1048.7142
739,1054.2858
740,1050.5714
741,893.5714
742,840.7143
743,822.3571
744,791.6429
745,747
746,724
747,628.8571
748,577.0714
749,553.0714
750,595.5714
751,634.0714
752,669.5714
753,714.7143
754,781.3571
755,874.2143
756,951.2143
757,1003.4286
758,1021.2857
759,1021.5714
760,968.2857
761,860.2857
762,802.1429
763,773
764,746.7857
765,750
766,647.1429
767,606.6429
768,595.8571
769,607
770,635.9286
771,684.4286
772,755.7857
773,849.9286
774,933.2857
775,1002.6429
776,1013.7143
777,1028.1428
778,1043.7858
779,913.8571
780,824.7857
781,773.4286
782,783.5
783,752
784,721.7143
785,622.6429
786,573.5714
787,600.7143
788,586.1429
789,639.8571
790,692.5
791,745.0714
792,805.1429
793,924.2857
794,999.0714
795,1024.2858
796,1022.5714
797,1055.5
798,875
799,806.7143
800,790.0714
801,775.2857
802,755.2857
803,770.4286
804,725.7857
805,651
806,584.6429
807,577
808,587.5
809,618.9286
810,668.2143
811,747.4286
812,809.1429
813,908
814,1017.8571
815,1024.1428
816,1038.5714
817,1033.1428
818,922.6429
819,824.7143
820,801.7143
821,772.5714
822,764.2857
823,748.3571
824,668.4286
825,603.7857
826,572.7143
827,602.5714
828,634.7143
829,682.1429
830,782.3571
831,837.4286
832,939.2857
833,1007.1429
834,1055.7142
835,1033.5714
836,1054.9286
837,929.2143
838,834.2143
839,801.1429
840,787.2143
841,765.9286
842,743.4286
843,657.0714
844,599.3571
845,585.5714
846,595
847,631.4286
848,668.0714
849,716.2857
850,819.2857
851,905.9286
852,1035.3572
