F,I
1,1484.7273
2,1345.4546
3,1146.8182
4,1169.2727
5,1128.2727
6,1103.2727
7,1110.3636
8,1089.3636
9,1072.9091
10,1031.1818
11,931.0909
12,902.1818
13,1008.9091
14,1098.3636
15,1260
16,1428.5454
17,1542.9091
18,1645.4546
19,1658.1818
20,1539.1818
21,1412.2727
22,1233.7273
23,1195.2727
24,1158.3636
25,1122.6364
26,1141
27,1088.3636
28,1115.8182
29,1146.2727
30,1051.1818
31,897.8182
32,883.1818
33,1042.2727
34,1073.7273
35,1307.6364
36,1464.8182
37,1588.3636
38,1674.1818
39,1621.2727
40,1541.4546
41,1335.5454
42,1248.3636
43,1187.6364
44,1128.8182
45,1140.3636
46,1117.3636
47,1088.0909
48,1087.2727
49,1087.4546
50,1025.1818
51,923.6364
52,915.3636
53,932.4545
54,1020.4545
55,1182.0909
56,1440.3636
57,1525.2727
58,1631.4546
59,1613.2727
60,1549.6364
61,1401
62,1253
63,1214.9091
64,1160.5454
65,1170
66,1162.5454
67,1114.9091
68,1119.6364
69,1076.8182
70,1093.4546
71,1086.7273
72,983.6364
73,877.3636
74,931.0909
75,977.8182
76,1111.0909
77,1283.7273
78,1470
79,1624.0909
80,1631.0909
81,1564
82,1485.5454
83,1293.4546
84,1200
85,1155.2727
86,1106.3636
87,1093.1818
88,1064.3636
89,1066.4546
90,1118.8182
91,945.8182
92,855.7273
93,948
94,1003.4545
95,1182.1818
96,1383.6364
97,1542.7273
98,1683
99,1615.1818
100,1542.5454
101,1443.4546
102,1275.9091
103,1171.5454
104,1167.8182
105,1147.9091
106,1098.6364
107,1128.6364
108,1095.7273
109,1089.2727
110,1034.2727
111,942.8182
112,889.2727
113,988.2727
114,1114.7273
115,1234.7273
116,1444.7273
117,1612.8182
118,1678.7273
119,1595.3636
120,1518.9091
121,1389.9091
122,1213.5454
123,1157.9091
124,1136.8182
125,1150.5454
126,1133.4546
127,1136.9091
128,1106.4546
129,1077.0909
130,1035.1818
131,925.3636
132,888.9091
133,963.8182
134,1101.0909
135,1265
136,1449.9091
137,1578.5454
138,1679.9091
139,1603.7273
140,1559.4546
141,1336.3636
142,1209
143,1125.5454
144,1148.1818
145,1107.6364
146,1093.9091
147,1093.8182
148,1079.5454
149,1061.2727
150,976.6364
151,889.3636
152,899
153,960.5455
154,1071.9091
155,1242
156,1465.3636
157,1593.0909
158,1665.1818
159,1584
160,1504.1818
161,1343.2727
162,1195.4546
163,1185.1818
164,1129.6364
165,1134.2727
166,1111.1818
167,1111.3636
168,1113.1818
169,1033.0909
170,935.9091
171,886.5455
172,974.0909
173,1094.3636
174,1255.6364
175,1430
176,1556.3636
177,1672.5454
178,1605
179,1572.5454
180,1381.9091
181,1223.4546
182,1185.3636
183,1157.4546
184,1136.7273
185,1138.9091
186,1101.0909
187,1107.4546
188,1085.1818
189,1010.2727
190,893.6364
191,932.7273
192,1047.8182
193,1108.5454
194,1303
195,1439.2727
196,1599
197,1644.6364
198,1581.7273
199,1536.9091
200,1323
201,1211.0909
202,1224.0909
203,1135.5454
204,1125.1818
205,1118.6364
206,1078.3636
207,1058.8182
208,1029.5454
209,937.8182
210,893.0909
211,963.4545
212,1038.9091
213,1217.2727
214,1419.2727
215,1576.0909
216,1660.7273
217,1597
218,1526.1818
219,1384.2727
220,1236.6364
221,1190.6364
222,1140.5454
223,1103.3636
224,1091.9091
225,1100
226,1078.8182
227,1071.3636
228,1028.5454
229,937.0909
230,916.7273
231,976.1818
232,1069.3636
233,1173.0909
234,1378.4546
235,1548.3636
236,1634.5454
237,1594.5454
238,1540.1818
239,1465.6364
240,1275
241,1211.6364
242,1164.7273
243,1164.9091
244,1112.9091
245,1083.4546
246,1097.8182
247,1089.5454
248,1058.4546
249,960.9091
250,879.7273
251,921.9091
252,998.7273
253,1139.5454
254,1331.7273
255,1495.4546
256,1605.0909
257,1633.5454
258,1569.2727
259,1487.5454
260,1279.3636
261,1217.3636
262,1141.3636
263,1158
264,1111.0909
265,1102
266,1096.1818
267,1101.2727
268,1066.9091
269,1002.2727
270,918.1818
271,909.6364
272,990.2727
273,1105.8182
274,1281.9091
275,1440.0909
276,1549.1818
277,1615.7273
278,1604.4546
279,1544.0909
280,1355.9091
281,1195.2727
282,1175.2727
283,1173.9091
284,1091.6364
285,1109.6364
286,1069.7273
287,1088.2727
288,1054.3636
289,1028.6364
290,896.5455
291,914.8182
292,978
293,1102.5454
294,1264.5454
295,1473.3636
296,1577.3636
297,1613.9091
298,1575.0909
299,1505.7273
300,1307.4546
301,1236.3636
302,1188.0909
303,1130.8182
304,1123.1818
305,1133.8182
306,1106.0909
307,1076.3636
308,1035
309,946.2727
310,869.5455
311,964.7273
312,1035.3636
313,1204
314,1400.0909
315,1497.5454
316,1660.3636
317,1607.8182
318,1557.2727
319,1440.6364
320,1221.2727
321,1192.4546
322,1162.4546
323,1112.6364
324,1080.3636
325,1090.0909
326,1091.7273
327,1037.7273
328,985.3636
329,898
330,914.2727
331,1020.1818
332,1104.9091
333,1283.6364
334,1450.0909
335,1600.2727
336,1654.9091
337,1565.4546
338,1493.5454
339,1294.3636
340,1223
341,1187.5454
342,1155.6364
343,1151
344,1131.0909
345,1131.2727
346,1095
347,1019
348,920.1818
349,914.9091
350,1015.3636
351,1092.6364
352,1330.5454
353,1468.8182
354,1584.0909
355,1633.6364
356,1573.5454
357,1517.8182
358,1341.3636
359,1196.4546
360,1131.6364
361,1080.4546
362,1123
363,1102.1818
364,1122.2727
365,1089
366,1052.6364
367,1006
368,935.5455
369,924.5455
370,1004.1818
371,1052.9091
372,1227.1818
373,1446
374,1571.4546
375,1623.7273
376,1594
377,1492.1818
378,1375.3636
379,1238.4546
380,1174.3636
381,1144.4546
382,1117.5454
383,1114.1818
384,1114.4546
385,1076.4546
386,1050.2727
387,984.0909
388,915.3636
389,963.0909
390,1005.9091
391,1108.4546
392,1351.9091
393,1509.9091
394,1605.4546
395,1611
396,1546.7273
397,1477.9091
398,1297.9091
399,1178.9091
400,1185.5454
401,1174.0909
402,1084.4546
403,1120.9091
404,1104.1818
405,1073.4546
406,1087
407,990.0909
408,873.0909
409,952.1818
410,987.2727
411,1169.2727
412,1338.8182
413,1497.3636
414,1644.7273
415,1636.0909
416,1520.9091
417,1402.9091
418,1275
419,1169.6364
420,1131.3636
421,1135
422,1135.1818
423,1118
424,1084.6364
425,1114.3636
426,1050.4546
427,919.0909
428,921.5455
429,1023.4545
430,1042.9091
431,1225.9091
432,1396.5454
433,1547.5454
434,1627.5454
435,1582.5454
436,1517
437,1457.4546
438,1272.8182
439,1181.7273
440,1169.9091
441,1137
442,1121.9091
443,1109.9091
444,1107
445,1076.1818
446,1028.7273
447,907.0909
448,896.0909
449,979.4545
450,1108.8182
451,1302.5454
452,1438.1818
453,1586.0909
454,1642.3636
455,1558.0909
456,1511.0909
457,1303.1818
458,1223.4546
459,1186.6364
460,1175.6364
461,1132.3636
462,1121.7273
463,1098.3636
464,1094.9091
465,1085.5454
466,952.8182
467,967.3636
468,976.1818
469,1062.1818
470,1236.4546
471,1384.7273
472,1563
473,1642.8182
474,1632.9091
475,1564.7273
476,1417.6364
477,1295.0909
478,1196.1818
479,1158.7273
480,1164.5454
481,1088.5454
482,1093.1818
483,1098.2727
484,1065.5454
485,992.4545
486,928.3636
487,923.7273
488,1046.6364
489,1164.3636
490,1374.3636
491,1480.7273
492,1617.0909
493,1640.7273
