F,I
1,1204.25
2,1167.625
3,1124.25
4,1005.25
5,941.8125
6,870.875
7,660.75
8,601.3125
9,577.4375
10,635.5
11,787.5
12,931.9375
13,1179.4375
14,1115.6875
15,1055.4375
16,955.0625
17,923.4375
18,736.5625
19,636.3125
20,602.9375
21,623.1875
22,720.0625
23,863.25
24,1057.625
25,1146.6875
26,1206.25
27,1119.875
28,1034.5
29,979.625
30,886.875
31,665.5625
32,587.375
33,572.375
34,624.5625
35,790.8125
36,968.375
37,1104.75
38,1178.3125
39,1134.3125
40,1104.9375
41,993.8125
42,922.375
43,728.125
44,625.0625
45,586.6875
46,603.3125
47,737.1875
48,890.375
49,1028.5
50,1130.6875
51,1165.6875
52,1102.375
53,1016.875
54,983.3125
55,898.1875
56,651.6875
57,586.0625
58,571.1875
59,623.125
60,770.4375
61,967.0625
62,1121.375
63,1228
64,1161.9375
65,1108.8125
66,1031.0625
67,965.5
68,784.5
69,624.9375
70,600.3125
71,590.375
72,679.75
73,864.0625
74,1036.5
75,1138.9375
76,1173.9375
77,1105.25
78,1049.5625
79,959.125
80,883.75
81,681.8125
82,606.3125
83,597
84,627.75
85,754
86,930.5
87,1070.9375
88,1154.4375
89,1133.1875
90,1081.0625
91,1020.4375
92,945.1875
93,874.625
94,663.625
95,612.9375
96,592
97,626.75
98,747.375
99,951
100,1094.3125
101,1194.5
102,1181.5625
103,1127.0625
104,1079.4375
105,980.4375
106,764.8125
107,620.75
108,583.875
109,601.875
110,700.5
111,875.8125
112,1064.9375
113,1147.0625
114,1201.875
115,1095.0625
116,1061.4375
117,965.5625
118,903.4375
119,672
120,612.8125
121,579.3125
122,621.6875
123,738
124,924.875
125,1085.3125
126,1167.8125
127,1127.3125
128,1076.5
129,990.375
130,931.375
131,840
132,620.875
133,588.125
134,559.5
135,661.625
136,819.5625
137,1040.625
138,1134.3125
139,1197.0625
140,1119.625
141,1094.625
142,975.4375
143,925.5625
144,705.5625
145,609.5
146,579.8125
147,581.25
148,727.3125
149,900.875
150,1060.8125
151,1150
152,1139.25
153,1105.125
154,1028.375
155,926.75
156,847.5
157,662
158,590.9375
159,596.8125
160,642.8125
161,829.5
162,991.5625
163,1120.5625
164,1171.75
165,1124.375
166,1049.25
167,982.875
168,921.0625
169,704.25
170,600.125
171,597.125
172,620.25
173,718.625
174,893
175,1082.3125
176,1120.75
177,1131.3125
178,1078.375
179,1014.375
180,968
181,861.875
182,660.625
183,586.375
184,573.3125
185,614.8125
186,771.3125
187,955.5
188,1087.9375
189,1175.0625
190,1134.75
191,1094.625
192,1024.5
193,939.1875
194,742.8125
195,628.3125
196,584.8125
197,609
198,725.75
199,920
200,1074.6875
201,1143.375
202,1168.3125
203,1085
204,1036.625
205,959.0625
