F,I
1,3483.875
2,3578.25
3,3371.625
4,3366.75
5,2962.25
6,2786.875
7,2457.125
8,2124.625
9,2071.5
10,2238.375
11,2623.875
12,2934.25
13,3208.5
14,3471.75
15,3531.875
16,3527.75
17,3407.625
18,3202.875
19,2902
20,2737.25
21,2449.75
22,2204.25
23,2042.125
24,2287.875
25,2649.625
26,2808.5
27,3120.875
28,3339.875
29,3514
30,3474.125
31,3454.375
32,3197.25
33,2995
34,2816.5
35,2485.5
36,2077.875
37,2097.5
38,2118.625
39,2556.25
40,2776.125
41,3082.125
42,3321.375
43,3502.875
44,3593
45,3452.875
46,3337.625
47,3001
48,2831.25
49,2560.875
50,2056
51,2041.25
52,2099.625
53,2483.625
54,2754.875
55,2949.875
56,3282.25
57,3491.875
58,3596.25
59,3471.75
60,3335.625
61,3178.125
62,2836.875
63,2610.375
64,2143.25
65,2030.375
66,2039.875
67,2490
68,2701.5
69,2976.5
70,3281.375
71,3487.125
72,3569.125
73,3492.25
74,3326.25
75,3145.875
76,2899.625
77,2658.625
78,2279.625
79,2040.75
80,2100.125
81,2287.5
82,2672.125
83,2836.875
84,3218.625
85,3434.125
86,3597.75
87,3473
88,3432
89,3141.375
90,2865.375
91,2626.875
92,2209.625
93,2015.625
94,2129.25
95,2413.625
96,2603.625
97,2946.5
98,3181.875
99,3420.875
100,3538.375
101,3544
102,3390.75
103,3139.125
104,2915.375
105,2725.375
106,2346.125
107,2030.5
108,2013.125
109,2222.125
110,2606
111,2893.625
112,3062
113,3430
114,3512.875
115,3404.5
116,3337.875
117,3280.875
118,2958.625
119,2722.875
120,2321.75
121,2007.75
122,1993.875
123,2222.125
124,2648.875
125,2738.75
126,3086.25
127,3372.375
128,3507.875
129,3508.875
130,3345.5
131,3268.875
132,2939.75
133,2704.25
134,2410.875
135,2103.875
136,2079.125
137,2218.375
138,2522.75
139,2759.875
140,2964
141,3297.625
142,3456.25
143,3462.375
144,3407.625
145,3372.25
146,3022
147,2863
148,2486.125
149,2035.25
150,2027.625
151,2100
152,2552
153,2717.875
154,3015.5
155,3283.125
156,3509.875
157,3545.125
158,3381.625
159,3230.625
160,2960.25
161,2820.5
162,2528.5
163,2115.5
164,2033.5
165,2062
166,2442.5
167,2661.875
168,3045.5
169,3346.75
170,3439.625
171,3519.75
172,3448.875
173,3344.875
174,3117.75
175,2824.125
176,2521.5
177,2252.25
178,2022.625
179,2071.125
180,2416
181,2577.75
182,2883.125
183,3186.75
184,3426.625
185,3486.125
186,3441
187,3324.875
188,3220
189,2830.5
190,2607.5
191,2196
192,2017.125
193,2055.875
194,2280.875
195,2644.625
196,2884.875
197,3147.625
198,3367
199,3539.625
200,3479.25
201,3309.375
202,3191
203,2929.625
204,2695
205,2299.875
206,2064.875
207,2029.75
208,2334.625
209,2702.5
210,2804.625
211,3179.875
212,3333.125
213,3526.625
214,3455.5
215,3401.625
216,3144.5
217,2957.5
218,2773.75
219,2456.125
220,2060.125
221,2052
222,2265.75
223,2563.75
224,2871.5
225,3089.125
226,3338.25
227,3475.75
228,3507.75
229,3404.5
230,3230.125
231,2930.75
232,2714.5
233,2320.625
234,2141.25
235,2052.125
236,2249.25
237,2515.875
238,2720.375
239,3114.375
240,3367.875
241,3407
242,3457.625
243,3333.25
244,3239
245,2933.125
246,2734.25
247,2341.75
248,2095.625
249,2036.375
250,2287.625
251,2649
252,2797.75
253,3094
254,3334.625
255,3531.5
256,3510.125
257,3422.5
258,3301
259,3024.625
260,2802.125
261,2440
262,2029.375
263,2068.875
264,2229.375
265,2500.375
266,2704.25
267,2999
268,3302
269,3462.875
270,3477.375
271,3419.25
272,3249
273,3020.375
274,2776.5
275,2495.75
276,2043.125
277,2002.25
278,2022.875
279,2494.375
280,2694.125
281,2993.625
282,3225.125
283,3500.25
284,3486.375
285,3407.25
286,3244.25
287,3004.875
288,2773.5
289,2516.625
290,2097.875
291,1960.5
292,2113.5
293,2495
294,2732.5
295,2969.75
296,3242.75
297,3457
298,3579.125
299,3366.625
300,3344.125
301,3005.25
302,2801.375
303,2552.5
304,2203.75
305,2097.625
306,2106.5
307,2375.625
308,2641.125
309,2864.25
310,3229.25
311,3375.875
312,3474
313,3451
314,3370.875
315,2981.125
316,2782.125
317,2555.75
318,2213.5
319,2090.125
320,2066
321,2493.625
322,2694.625
323,2898.125
324,3151.625
325,3438.75
326,3449
327,3473.25
328,3259.5
329,3080.875
330,2872.625
331,2556.125
332,2123.125
333,2037.375
334,2090.375
335,2441.875
336,2722.25
337,2955.75
338,3206.625
339,3379
340,3486.75
341,3408.375
342,3285.25
343,2947
344,2758.625
345,2502.875
346,2173.75
347,2049.25
348,2046.75
349,2512.375
350,2591.625
351,2939.375
352,3230.5
353,3451.75
354,3516
355,3449.5
356,3268.25
357,3093.875
358,2731.75
359,2541
360,2033
361,1979
362,2053
363,2400.625
364,2683.75
365,3001.875
366,3256
367,3498.875
368,3440.5
369,3402.25
370,3351.5
371,2931.125
372,2794.25
373,2506.5
374,2159.75
375,2023.125
376,2015.375
377,2300.25
378,2616.5
379,2860.375
380,3172
381,3359.375
382,3463.875
383,3436.5
384,3256.375
385,3024.375
386,2844.25
387,2517
388,2159.625
389,2022.375
390,2110.75
391,2362.875
392,2501.75
393,2847.75
394,3114.375
395,3374.25
396,3421.75
397,3483.5
398,3357.625
399,3133.625
400,2762.125
401,2464
402,2070.5
403,1935.5
404,2035.75
405,2333.25
406,2530.25
407,2842.25
408,3147
409,3340.875
410,3439.5
411,3483
412,3371.875
413,3060.625
414,2784.875
415,2569.875
416,2234.25
417,2042.25
418,2015
419,2187.5
420,2646.125
421,2834.625
422,3096.75
423,3328.25
424,3488.5
425,3465.5
426,3334
427,3232.5
428,2890.875
429,2610.25
430,2190.125
431,1980.375
432,2082.5
433,2296.625
434,2607.75
435,2829.125
436,3029.75
437,3320.75
438,3466.375
439,3381.75
440,3249.5
441,2899.875
442,2787.5
443,2579.875
444,2444.375
445,2175.5
446,1974.5
447,2252.625
448,2464
449,2850.75
450,3182.875
451,3289.625
452,3356.125
453,3324.875
454,3186.75
455,3022
456,2836.5
457,2682.125
458,2323.25
459,2042.75
460,1994.75
461,2121.625
462,2456.625
463,2792
464,2999
465,3333.5
466,3435.5
467,3390.125
468,3299
469,3399.125
470,3027.5
471,2673.375
472,2263.875
473,2027
474,2059.625
475,2307.125
476,2537.25
477,2783.625
478,2881.375
479,3094.25
480,3399.25
481,3344.375
482,3355.125
483,3202.875
484,3065
485,2628.25
486,2378
487,1976.875
488,2014.625
489,2225
490,2529
491,2631
492,2856.125
493,3113.875
494,3345.375
495,3369.75
496,3363.25
497,3108.25
498,2826.625
499,2668.625
500,2287.125
501,2109.5
502,2012.875
503,2232.125
504,2510.875
505,2829.625
506,2978.125
507,3204.375
508,3317.25
509,3381.375
510,3267.125
511,3216.875
512,2967
513,2658.375
514,2341.75
515,2066.625
516,1973.625
517,2132
518,2510.875
519,2692.875
520,2951.875
521,3203.875
522,3396.125
523,3385
524,3301.625
525,3099.25
526,2857.125
527,2685.125
528,2549.375
529,2144.625
530,2067.5
531,2187.625
532,2319.5
533,2530.25
534,2901
535,3117.5
536,3359.375
537,3358.125
538,3368.75
539,3213
540,3271.75
541,3099.875
542,2515
543,2085.125
544,1966.875
545,1973.125
546,2419.625
547,2568.875
548,2826.125
549,3093.5
550,3343.625
551,3410.875
552,3370.625
553,3336.375
554,3103.75
555,2701.375
556,2440.5
557,2096.5
558,1978.875
559,2187.25
560,2397.25
561,2670.125
562,2966.125
563,3159.125
564,3384.5
565,3408.625
566,3264.25
567,3095.75
568,2937.125
569,2671.125
570,2310.25
571,2085.125
572,2063.375
573,2307.875
574,2580.625
575,2829.25
576,2964.25
577,3271.375
578,3443.625
579,3439.625
580,3369
581,3226.5
582,2929.125
