F,I
1,1840.25
2,1645.8334
3,1979.4166
4,2391
5,2644.6667
6,2701.75
7,2769
8,2663.5833
9,2405
10,2227.9167
11,1850
12,1879.9166
13,1794.6666
14,1758.5834
15,1747.5834
16,1944.75
17,2129
18,2283.4167
19,2636.25
20,2753.5833
21,2535.5833
22,2377.5833
23,2174.8333
24,1830.5
25,1770.4166
26,1795.9166
27,1825.25
28,1709.8334
29,2016.4166
30,2334.25
31,2320
32,2175.3333
33,2285.1667
34,2410.9167
35,2254.4167
36,2021.25
37,1729.75
38,1735.25
39,1842.1666
40,1737.5834
41,1754.25
42,2060.9167
43,2579.4167
44,2723.5
45,2798.25
46,2785.1667
47,2646.75
48,2422.9167
49,2136.4167
50,1773.6666
51,1735.5834
52,1809.75
53,1729.25
54,1597.8334
55,1795.25
56,2338.5833
57,2597.8333
58,2695.9167
59,2719.75
60,2494.3333
61,2370.5
62,2074.4167
63,1818.5834
64,1782.3334
65,1826.75
66,1848.8334
67,1773.3334
68,2137.4167
69,2556.25
70,2799.3333
71,2790.0833
72,2815.4167
73,2602.9167
74,2364.3333
75,1994.6666
76,1563
77,1446.6666
78,1602.6666
79,1681.75
80,1744.3334
81,2109.6667
82,2465.4167
83,2673
84,2706.9167
85,2810.25
86,2485.25
87,2333.0833
88,2082.4167
89,1829
90,1836.0834
91,1860.9166
92,1762.6666
93,1915.25
94,2277.3333
95,2599.6667
96,2461.9167
97,2407.5833
98,2664.1667
99,2326
100,2271.5
101,1941.75
102,1716.9166
103,1743.8334
104,1915.8334
105,1781.75
106,1986.6666
107,2315.4167
108,2722.8333
109,2820.9167
110,2780.9167
111,2801.9167
112,2477.6667
113,2267.9167
114,1917.1666
115,1536.75
116,1412.5834
117,1640.6666
118,1646.9166
119,1874.5834
120,2222.25
121,2528.8333
122,2636.5
123,2659.9167
124,2738.75
125,2460.5833
126,2337.25
127,1863.4166
128,1849.75
129,1741.25
130,1695.8334
131,1554.5
132,1702.3334
133,2125.8333
134,2454.75
135,2620.3333
136,2651.1667
137,2627.75
138,2417.5833
139,2260.75
140,1826.4166
141,1891.5
142,1861.5
143,1868.5834
144,1840.5
145,2099.6667
146,2490.6667
147,2671.5833
148,2857.6667
149,2390.0833
150,2386.3333
151,2092.25
152,2020.5834
153,1760.0834
154,1734.9166
155,1833.6666
156,1849.75
157,1795.8334
158,2132.9167
159,2473.6667
160,2769.5
161,2797.5
162,2758.3333
163,2638.4167
164,2407.25
165,2021.3334
166,1786.4166
167,1504.6666
168,1642.0834
169,1536.5834
170,1643.9166
171,2010.25
172,2429.1667
173,2633
174,2677
175,2759.0833
176,2487.3333
177,2284.4167
178,1957.5
179,1389.8334
180,1493
181,1538.4166
182,1557.9166
183,1619.25
184,1997.8334
185,2379.3333
186,2637.9167
187,2648.3333
188,2789.25
189,2416.8333
190,2341.6667
191,2034
192,1823.5834
193,1810.3334
194,1830.5834
195,1854.8334
196,1791.25
197,2295.9167
198,1953.1666
199,1950.5
200,1642.6666
201,1794.25
202,1454.8334
203,1469.6666
204,1375.4166
205,1363.4166
206,1237.25
207,1164.1666
208,935.25
209,1062.8334
210,1616.25
211,2185.6667
212,2467
213,2572
214,2583.25
215,2160.5
216,2103.75
217,1818.75
218,1700.5
219,1713.5
220,1814.25
221,1701.9166
222,1867.6666
223,2273.0833
224,2563.5
225,2693.25
226,2755.4167
227,2729.25
228,2287.9167
229,2078.5833
230,1697.3334
231,1606.3334
232,1660.8334
233,1698.9166
234,1721.9166
235,1858.0834
236,2221.5833
237,2489.6667
238,2641.9167
239,2674.6667
240,2719.25
241,2299.4167
242,2069.5
243,1729.5
244,1588.1666
245,1733.25
246,1787.75
247,1680.8334
248,1849.1666
249,2241.6667
250,2547.8333
251,2668
252,2733.0833
253,2719.75
254,2238.8333
255,2130.25
256,1767.9166
257,1521.5
258,1660
259,1673.6666
260,1693.5834
261,1896.3334
262,2343.6667
263,2563.1667
264,2650.75
265,2782.1667
266,2647.0833
267,2367.0833
268,2292.6667
269,1866.25
270,1764.5
271,1788.3334
272,1825.9166
273,1720.3334
274,1965.8334
275,2282.6667
276,2414.25
277,2376.9167
278,2440.6667
279,2521.6667
280,2309.75
281,2145.9167
282,1828.9166
283,1700.3334
284,1830.5834
285,1785
286,1681.3334
287,1957.8334
288,2422.25
289,2685.3333
290,2715.25
291,2830.1667
292,2666
293,2412.3333
294,2037.4166
295,1809
296,1644.75
297,1707.5834
298,1725.4166
299,1674.5834
300,1973.6666
301,2408
302,2703.5833
303,2722.8333
304,2730.25
305,2695
306,2379.1667
307,2262.4167
308,1847.5834
309,1762.5
310,1816.6666
311,1853.5834
312,1674.1666
313,1944.1666
314,2342.25
315,2638.3333
316,2591.6667
317,2368.3333
318,2489.1667
319,2157.5
320,2021
321,1733.25
322,1668
323,1769.0834
324,1707.6666
325,1669.75
326,1951.1666
327,2364.3333
328,2682.5833
329,2781.8333
330,2748.0833
331,2699.25
332,2441.9167
333,2136.6667
334,1758.5834
335,1694.5834
336,1678.1666
337,1636.3334
338,1694.0834
339,1935.5
340,2333.4167
341,2699.4167
342,2740.0833
343,2725.0833
344,2624.1667
345,2369.0833
346,2157.5
347,1799.5
348,1747.4166
349,1808
350,1743.9166
351,1712.75
352,2122.8333
353,2557.6667
354,2766.3333
355,2768.6667
356,2852.25
357,2442.9167
358,2199
359,2079.75
360,1739.0834
361,1705.25
362,1734.75
363,1715.5834
364,1701.0834
365,1805.0834
366,2294.9167
367,2657.25
368,2701.3333
369,2764.8333
370,2808.3333
371,2431.9167
372,2268.5
373,1894.4166
374,1800.5834
375,1787.9166
376,1788.1666
377,1654.6666
378,1804.5834
379,1943.0834
380,2269
381,2468.0833
382,2705.0833
383,2658.1667
384,2389.9167
385,2309.25
386,1864.3334
387,1771.0834
388,1747.5834
389,1850.5834
390,1646.8334
391,1828.0834
392,2354.5833
393,2725.3333
394,2749.25
395,2818.75
396,2750.4167
397,2439.0833
398,2205.6667
399,1693.0834
400,1606.0834
401,1623
402,1717.75
403,1660.25
404,1888.5834
405,2213.6667
406,2618.8333
407,2653.9167
408,2732.3333
409,2631.1667
410,2399
411,2226.8333
412,1843.4166
413,1769.3334
414,1757.9166
415,1783.25
416,1741.25
417,1973.6666
418,2431.75
419,2723.6667
420,2741.5
421,2745.1667
422,2702.8333
423,2398.5833
424,2109.9167
425,1778.9166
426,1617.5
427,1721.75
428,1780.1666
429,1731.9166
430,1934.75
431,2286.25
432,2604.5
433,2667.8333
434,2724.6667
435,2639.1667
436,2414.3333
437,2263.3333
438,1817.9166
439,1761.3334
440,1738.0834
441,1810
442,1653.8334
443,1925.5834
444,2287.0833
445,2559.6667
446,2585.75
447,2434.5
448,1801.5
449,1253.8334
450,1631.8334
451,1603
452,1587.3334
453,1703.25
454,1606.9166
455,1550.0834
456,1780.0834
457,2109.3333
458,2380.9167
459,2535.3333
460,2539.1667
461,2515.9167
462,2324.9167
463,2093.5833
464,1777.6666
465,1747.5834
466,1801.4166
467,1708.5834
468,1756
469,2054.3333
470,2422
471,2682.8333
472,2695.25
473,2789.0833
474,2466.75
475,2192
476,1938
477,1625.5
478,1652.1666
479,1742.6666
480,1579.4166
481,1720.6666
482,1932.0834
483,2365.5
484,2646.75
485,2651.8333
486,2668.5
487,2553.4167
488,2382.5
489,2065.5833
490,1753.4166
491,1762.6666
492,1864.6666
493,1635.8334
494,1790.3334
495,2048.75
496,2504.1667
497,2737.8333
498,2579.5
499,2414.4167
500,2259
501,2172.4167
502,1974.3334
503,1653.5
504,1658.5834
505,1736.9166
506,1534.75
507,1747.8334
508,2004.5
509,2352.25
510,2678.9167
511,2665.3333
512,2698.0833
513,2555
514,2409.8333
515,2048.5
516,1789.75
517,1667.5834
518,1794.4166
519,1593.8334
520,1657.75
521,1942.6666
522,2308.6667
523,2574.8333
524,2618.25
525,2721.3333
526,2434.9167
527,2328.6667
528,1940.4166
529,1716.8334
530,1756.3334
531,1880.5834
532,1587.8334
533,1843.6666
534,2158.4167
535,2600.25
536,2772.9167
537,2750.5
538,2810.1667
539,2461.25
540,2254.8333
541,1909.6666
542,1849.3334
543,1810.4166
544,1683.0834
545,1619.5834
546,1786.8334
547,2040.25
548,2380
549,2598.1667
550,2611
551,2690.75
552,2353.25
553,2156.3333
554,1787.8334
555,1709.4166
556,1766.5834
557,1715.25
558,1711.4166
559,1975.6666
560,2340.3333
561,2693
562,2708.4167
563,2721.1667
564,2503.4167
565,1967.1666
566,1922.6666
567,1710
568,1698
569,1812.1666
570,1568.8334
571,1709.0834
572,1972.1666
573,2321.75
574,2664.0833
575,2630.0833
576,2695.25
577,2616.6667
578,2330.0833
579,1901.4166
580,1710.9166
