Frame,Mean
0,1027.25
1,1086.125
2,1133.25
3,1051.5
4,1016
5,911.75
6,809.75
7,696.5
8,659.875
9,695.875
10,710.25
11,777.375
12,829.875
13,942.125
14,1002.5
15,1132.75
16,1148.625
17,1081.625
18,1067.625
19,956.5
20,825.375
21,687.125
22,667.75
23,669.5
24,692.5
25,742.25
26,826.5
27,953.375
28,1042.125
29,1103.875
30,1117.375
31,1119.75
32,1084.5
33,968.875
34,811.25
35,707.375
36,685.375
37,692.625
38,709
39,780.375
40,855.75
41,978.875
42,1001.375
43,1114.875
44,1114.125
45,1049.75
46,1042.125
47,910.125
48,785.875
49,675.625
50,669.375
51,671.75
52,723.625
53,798.125
54,908.75
55,1005.75
56,1072.125
57,1104.625
58,1126.75
59,1105.5
60,977.5
61,897.375
62,746.5
63,667
64,683.5
65,716.625
66,750.5
67,817.875
68,946.625
69,996.625
70,1100.375
71,1169
72,1105.375
73,1088.375
74,993
75,848.875
76,734
77,681.5
78,707.375
79,751.25
80,784.75
81,866.5
82,956.25
83,1048.25
84,1066.75
85,1094.75
86,1117.75
87,1103.375
88,954.125
89,763.5
90,654.75
91,645.5
92,675.875
93,705.875
94,792.625
95,922.875
96,990.625
97,1093.75
98,1119.875
99,1090.625
100,1054
101,977
102,871.25
103,733.75
104,676.5
105,689.125
106,687.125
107,744.375
108,822.875
109,909.625
110,1034.5
111,1075.875
112,1172
113,1111.125
114,1086.875
115,954.875
116,798.75
117,711.75
118,666.125
119,667.625
120,691.25
121,794
122,865.75
123,940.25
124,1047.875
125,1078.625
126,1094.625
127,1069
128,1036.25
129,928.125
130,748.875
131,634.625
132,693.5
133,718
134,708.875
135,762.5
136,874.75
137,985
138,1076.375
139,1139.75
140,1100.5
141,1085.75
142,995.625
143,862.625
144,744.375
145,673
146,676.25
147,698.125
148,768.75
149,824.75
150,945.25
151,980.5
152,1090.625
153,1155.125
154,1104.625
155,1056
156,963.25
157,849.625
158,746.25
159,669.75
160,711.875
161,699.875
162,762.875
163,834.125
164,905.75
165,962.375
166,1111.75
167,1156.375
168,1128.375
169,1073.625
170,955.5
171,815.625
172,725
173,658
174,677.375
175,711.125
176,739.75
177,857.5
178,948.25
179,985.875
180,1096
181,1125.875
182,1131.375
183,1077.75
184,939.625
185,785.125
186,693.875
187,654
188,678.5
189,711.25
190,809.375
191,884
192,962.375
193,1027
194,1161.5
195,1094.75
196,1052.875
197,987.25
198,920.125
199,754.375
200,679.375
201,716.875
202,682
203,720.5
