Frame,Intensity
1,715.625
2,756.25
3,816.5
4,916.125
5,999.5
6,1124.125
7,1237.125
8,1439.5
9,1540.125
10,1440.5
11,842.25
12,706.75
13,719
14,732.625
15,803.375
16,875.75
17,974.375
18,1127
19,1300.5
20,1447.625
21,1542.5
22,1556.625
23,985.875
24,754.375
25,702.625
26,714
27,790.125
28,835.125
29,916.25
30,1035.75
31,1174.125
32,1317.25
33,1428.375
34,1509
35,1327.75
36,785.375
37,659.125
38,685
39,763
40,814.75
41,885.5
42,980.125
43,1084.25
44,1270.5
45,1491.125
46,1598
47,1536.125
48,979.25
49,701.5
50,671.25
51,727.5
52,801.75
53,857
54,935
55,1045.5
56,1196.5
57,1366.125
58,1545.5
59,1557.5
60,1364.625
61,748.875
62,711.5
63,675.375
64,755.125
65,842.375
66,882.375
67,1018.875
68,1082.625
69,1252.625
70,1411
71,1559.375
72,1500.375
73,875.125
74,709.875
75,710.25
76,743.125
77,815.125
78,857
79,946.375
80,1041.25
81,1264.375
82,1403
83,1546
84,1550.625
85,1248.75
86,739.375
87,657.125
88,681.375
89,748.25
90,835.75
91,870
92,1024.25
93,1152.625
94,1326.5
95,1490.75
96,1513.125
97,1393.625
98,828.625
99,719.875
100,691.75
101,760.875
102,790.625
103,865.125
104,1034.125
105,1138.25
106,1279.5
107,1474.875
108,1519.75
109,1515.125
110,968.125
111,701.625
112,680.875
113,704.75
114,787.375
115,834.875
116,958.375
117,1058.25
118,1166.75
119,1345.375
120,1539
121,1509.5
122,1238.875
123,735.375
124,681.25
125,706
126,762.875
127,820.75
128,921.5
129,1018.25
130,1155.375
131,1344.375
132,1542.375
133,1554.375
134,1422.125
135,779.25
136,702.75
137,708.875
138,747.5
139,803.25
140,906.25
141,984.875
142,1144.25
143,1281.5
144,1481.375
145,1513.625
146,1490.75
147,894.75
148,723.875
149,679.75
150,742.5
151,750.25
152,825.625
153,929.25
154,1074.75
155,1209
156,1377.25
157,1524.75
158,1547.5
159,1183.625
160,742
161,710.625
162,687.125
163,780.875
164,810.875
165,934
166,1028
167,1182.75
168,1397.125
169,1487.625
170,1515.25
171,1408.75
172,812.625
173,678.25
174,666.375
175,765.125
176,836.375
177,903.75
178,982.75
179,1131.125
180,1275.375
181,1489
182,1573.875
183,1534
184,1082.625
185,720.125
186,718.375
187,716.75
188,755.625
189,810.625
190,893.375
191,1026.75
192,1131.75
193,1330.75
194,1521.625
195,1530.75
196,1425.25
197,785.75
198,711.625
199,708.125
200,790.25
201,835.125
202,869.375
203,1022
204,1131.875
205,1301.125
206,1515
207,1537
208,1476.25
209,990.875
210,729.5
211,655.5
212,723.75
213,779.125
214,814.125
215,913
216,1039.75
217,1129
218,1307.125
219,1496.625
220,1534.75
221,1294.375
222,788
223,679.5
224,678.75
225,771.375
226,848.75
227,882.125
228,1064.125
229,1149.625
230,1332
231,1487.25
232,1497.375
233,1410.5
234,793.5
235,706
236,677.125
237,792.375
238,830.875
239,902.25
240,1014.375
241,1156.25
242,1327.375
243,1431.75
244,1563
245,1468.125
246,890.5
247,708.625
248,684.5
249,737.5
250,808.375
251,864.125
252,932.625
253,1074.375
254,1196
255,1374.375
256,1561.5
257,1578.375
258,1240.125
259,748.125
260,684.875
261,700.75
262,773.375
263,844.125
264,915.75
265,994.75
266,1123
267,1294.125
268,1493.5
269,1506.875
270,1441.625
271,818.125
272,696.375
273,709.5
274,764.25
275,787
276,852.125
277,973.625
278,1125.625
279,1280.375
280,1457.625
281,1522
282,1530.75
283,969.125
284,734.625
285,711.5
286,722.75
287,785.875
288,826.875
289,922.375
290,1031.875
291,1162.25
292,1332.125
293,1501.625
294,1527
295,1305.375
296,765.125
297,698.625
298,686.875
299,767.125
300,820.75
301,891.625
302,989.125
303,1147.25
304,1288
305,1474.625
306,1546
307,1483.875
308,879.5
309,711.5
310,682.5
311,745.125
312,804.25
313,862.125
314,943.625
315,1072.125
316,1195.5
317,1419.125
318,1534.75
319,1532.5
320,1010.25
321,741.375
322,705.875
323,725.25
324,788
325,846.875
326,916.75
327,1031.5
328,1202.5
329,1358.875
330,1501.125
331,1491.25
332,1336.75
333,730.625
334,687.875
335,673.125
336,762
337,831
338,876.75
339,1000.375
340,1122.75
341,1322.75
342,1446.75
343,1505.125
344,1518
345,835.75
346,705.125
347,700.25
348,787
349,837.125
350,904.25
351,998.375
352,1142.125
353,1294.125
354,1467
355,1562.75
356,1491.875
357,1071.375
358,709.625
359,677.5
360,728.125
361,775.375
362,835
363,953.875
364,1060.125
365,1153.875
366,1317.5
367,1512.875
368,1554.25
369,1375.5
370,810.875
371,726.875
372,733
373,807.875
374,851.875
375,876.625
376,984.875
377,1124.125
378,1247.875
379,1476.25
380,1520.5
381,1474.875
382,876.125
383,733.5
384,712
385,758.75
386,810
387,839.625
388,957
389,1056.625
390,1212.875
391,1402.5
392,1528.75
393,1545.625
394,1225.625
395,771
396,701.375
397,710
398,762.875
399,808.75
400,917
401,1017.25
402,1110.625
403,1290.25
404,1470.625
405,1517.125
406,1480.25
407,860.125
408,735.375
409,710.25
410,740.75
411,798.125
412,848.625
413,937.125
414,1029.875
415,1178.875
416,1391.625
417,1546
418,1581.75
419,1028.625
420,753.75
421,697.5
422,734.875
423,761.875
424,820.375
425,919.75
426,1038.375
427,1167.875
428,1370.25
429,1551.375
430,1564.125
431,1407.125
432,818.375
433,703.75
434,673.25
435,768.875
436,829.375
437,859
438,951.125
439,1077.125
440,1226
441,1414.25
442,1547.625
443,1497.5
444,1080.625
445,760
446,677.75
447,694.25
448,787.625
449,837.125
450,927
451,1028.875
452,1122.75
453,1300.625
454,1538.125
455,1543.125
456,1330.625
457,818.25
458,687.75
459,681.625
460,774.125
461,818
462,879.25
463,988.375
464,1080.625
465,1294.125
466,1452.5
467,1511.25
468,1483
469,872
470,724.75
471,707.875
472,769.75
473,803.375
474,882.375
475,963.25
476,1076.625
477,1290.5
478,1455.25
479,1582.625
480,1517.875
481,1264.375
482,737.375
483,711.875
484,714.5
485,787.5
486,822.375
487,883.875
488,990.75
489,1127.875
490,1253.625
491,1444.125
492,1562.375
493,1440
494,816.625
495,697.5
496,696.75
497,765
498,834.125
499,860.625
500,962.625
501,1093.625
502,1253
503,1470.75
504,1499.25
505,1506.625
506,1045
507,746.875
508,684
509,716.625
510,785.75
511,834.625
512,951.625
513,1027.375
514,1173.75
515,1349.25
516,1460.875
517,1474.5
518,1363.125
519,817
520,735.5
521,729.5
522,783.375
523,809.125
524,893.75
525,985
526,1086.5
527,1213
528,1442.25
529,1534.125
530,1523.875
531,946.125
532,757.875
533,729.25
534,732.875
535,777.125
536,868.875
537,947.25
538,1048.375
539,1195.25
540,1428.375
541,1597.5
542,1644
543,1167.125
544,770.625
545,700.875
546,716.375
547,768.375
548,822.875
549,927
550,1000.125
551,1165.625
552,1311
553,1555.125
554,1564.125
555,1463.625
556,854.125
557,713.625
558,675.125
559,754.125
560,794
561,872.25
562,960.25
563,1062.75
564,1158
565,1390.5
566,1536.375
567,1564.625
568,1147.25
569,749.625
570,719.875
571,723.125
572,755.625
573,855
574,919.625
575,1043.25
576,1113.25
577,1300.875
578,1523.75
579,1552.625
580,1460.375
581,823.125
582,718.625
583,694.75
584,745
585,811.875
586,884.5
587,955.5
588,1047.375
589,1222.875
590,1417.375
591,1550.25
592,1571.125
593,1322.25
594,798.625
595,723.5
596,702.625
597,762
598,788.125
599,877.75
600,941
601,1070.75
602,1259
603,1377.875
604,1529.375
605,1515.375
606,1052.5
607,723.875
608,706.75
609,682.75
610,800.75
611,866.625
612,910.375
613,1030.375
614,1188.625
615,1396.625
616,1535.125
617,1518.125
618,1347.125
619,804.375
620,716.125
621,707.75
622,801.5
623,821.625
624,882.25
625,1018.125
626,1119.75
627,1260
628,1476.375
629,1580.5
630,1513.875
631,929.625
632,757.125
633,702
634,732.25
635,821.125
636,891.625
637,921.375
638,1045.625
639,1165.125
640,1378.25
641,1562.75
642,1478
643,1292.25
644,1118.5
645,742.5
646,682.5
647,705.875
